RECNR,HAUPTNR,LEMMA_RECNR,NAMIDENT,ALPHABET,SPRCODE,GESCHLECHT,GEBJAHR,TODJAHR,LEBENSDATEN,VITAZEILE,AKTIVBEGINN,AKTIVENDE,KUENSTLER,NAME,VORNAME,NAMENSANZEIGE,NAMENSSUCHE,LITERATUR,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LIT_AUSWAHL,WERK_AUSWAHL,LEXIKA,LEBENSJAHRE,RATING,RATING_PROMPT,BEARBEITUNGSSTAND,ARTIKELPFADWORD,ARTIKELPFADPDF,KONTEXT_IDS,ARTIKEL_AUTOR,GATTUNGEN,BUERGERORT,NATIONALITAET,ARCHIVHINWEIS,ARTIKEL_DATUM,NAMENSANZEIGE2,PND,PND_URL,URL_TEXT,SIK_ISEA_URL,NEBIS_URL,EAN_URL,NDB_URL,INSERTINST,INSERTER,INSERTDATE,LASTACTION,LASTINSTITUT,LASTUSER,LASTDATE,OBJEKTNR,OBJEKTHAUPTNR,OBJEKTKURZFORM,RELATOR,RELATOR_BEMERKUNG,VERWEISZEICHEN,VERWEISTEXT,VERWEIS_OBJEKTNR,VERWEIS_OBJEKTHAUPTNR,VERWEIS_KURZFORM,OBJEKT_TABLE,VERWEIS_OBJEKT_TABLE,SETPOS
4027892,4027892,12384819,"Asam, Egid (Aegid) Quirin (Aegidius Quirinus)","asam,egidquirin",DEU,M,1692,1750,"* 1.9.1692 (Taufe) Tegernsee, $+$ 29.4.1750 Mannheim","Deutscher Bildhauer, Stuckateur, Maler und Architekt. 1724-26 in Zusammenarbeit mit seinem Bruder Cosmas Damian Innenausstattung der Stiftskirche Einsiedeln. Sohn von Hans Georg Asam",1710,1750,J,Asam,"Egid (Aegid) Quirin (Aegidius Quirinus)","Asam, Egid (Aegid) Quirin (Aegidius Quirinus)  [Asamb, Egid (Aegid) Quirin; Asum, Egid (Aegid) Quirin]","Asam Egid Quirin#Asam Egid (Aegid) Quirin (Aegidius Quirinus) Asam Egid (Aegid) Quirin (Aegidius Quirinus)#Asam Egid Quirin#Asam Egid Aegid Quirin Aegidius Quirinus Asam Egid Aegid Quirin Aegidius Quirinus £ Asamb Egid (Aegid) Quirin#Asamb Egid Aegid Quirin Asum Egid (Aegid) Quirin#Asum Egid Aegid Quirin",10,3,0,0,,,5,1692-1750,**,Lexikon-Eintrag,23.04.2015,,,"1,11,6,13,14,2,4,5,12,0,9,10,",,"Skulptur, Malerei, Architektur",,D,,,"Asam, Egid (Aegid) Quirin (Aegidius Quirinus)",118504614,http://d-nb.info/gnd/118504614,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Asam,%20Egid Quirin%22%20OR%20%22Egid Quirin%20Asam%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Asam&token_firstname=Egid Quirin",http://www.deutsche-biographie.de/pnd118504614.html,SIK,PLÜSS,29.08.1997,U,SIK,PLÜSS,29.08.1997,12393338,9717071,"Asam [Brüder] ([Erste Hälfte 18. Jahrhundert])",>,,,,12384819,4027892,"Asam, Egid (Aegid) Quirin (* 1.9.1692 (Taufe), + 29.4.1750 Mannheim)",P20,P20,
9735569,9735569,12393227,"Funk, Sigmund Emanuel","funk,sigmundemanuel",DEU,M,1722,1781,"* 1.9.1722 Bern, $+$ 10.4.1781 Bern","Bildhauer und Vergolder. Mitglied der vorwiegend in Bern tätigen Künstlerfamilie Funk",1740,1781,J,Funk,"Sigmund Emanuel","Funk, Sigmund Emanuel ","Funk Sigmund Emanuel ",2,,0,0,,,3,1722-1781,*,Lexikon-Eintrag,05.08.2015,,,"1,11,6,13,14,2,4,5,12,0,9,10,",,Skulptur,,CH,,,"Funk, Sigmund Emanuel",123424550,http://d-nb.info/gnd/123424550,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Funk,%20Sigmund Emanuel%22%20OR%20%22Sigmund Emanuel%20Funk%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Funk&token_firstname=Sigmund Emanuel",http://www.deutsche-biographie.de/pnd123424550.html,SIK,PLÜSS,23.10.1997,I,SIK,PLÜSS,23.10.1997,12393228,9735584,"Funk ([18. Jahrhundert])",>,,,Familienmitglied,12393227,9735569,"Funk, Sigmund Emanuel (* 1.9.1722 Bern, + 10.4.1781 Bern)",P20,P20,
9702760,9702760,12392204,"Carlone, Giovanni (Johann)","carlone,giovanni",ITA,M,1635,1713,"* 1635 circa Rovio, $+$ 1713","Pittore. Membro della famiglia di artisti Carlone da Rovio. Figlio di Tommaso Carlone",1653,1713,J,Carlone,"Giovanni (Johann)","Carlone, Giovanni (Johann) ","Carlone Giovanni#Carlone Giovanni (Johann) Carlone Giovanni (Johann)#Carlone Giovanni#Carlone Giovanni Johann Carlone Giovanni Johann ",,,0,0,,,1,1635-1713,*,"Entrata del dizionario",14.09.2011,,,"1,11,6,13,14,2,4,5,12,0,9,10,",,pittura,"Rovio (TI)","CH, I",,,"Carlone, Giovanni (Johann)",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Carlone,%20Giovanni%22%20OR%20%22Giovanni%20Carlone%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Carlone&token_firstname=Giovanni,,SIK,PLÜSS,05.09.1997,U,SIK,PLÜSS,05.09.1997,12378667,4023005,"Carlone [Fmiglia] ([XVI secolo - XVIII secolo])",>,,,Familienmitglied,12392204,9702760,"Carlone, Giovanni (Johann) (* 1635 circa Rovio, + 1713)",P20,P20,
4023187,4023187,12378622,"Nüscheler, Christoph","nuescheler,christoph",DEU,M,1589,1661,"* 10.5.1589 (Taufe) Zürich, $+$ 1661","Glasmaler, Maler und Zeichner. Mitglied der Künstlerfamilie Nüscheler. Sohn von Heinrich Nüscheler",1607,1661,J,Nüscheler,Christoph,"Nüscheler, Christoph ","Nüscheler Christoph#Nuescheler Christoph ",3,,0,0,,,4,1589-1661,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,12,0,9,10,",,"Glasmalerei, Malerei, Zeichnung",Zürich,CH,,,"Nüscheler, Christoph",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Nüscheler,%20Christoph%22%20OR%20%22Christoph%20Nüscheler%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Nüscheler&token_firstname=Christoph,,SIK,PLÜSS,10.09.1997,U,SIK,PLÜSS,10.09.1997,12382835,4027743,"Nüscheler [Familie] ([Mitte 16. - Erstes Viertel 18. Jahrhundert])",>,,,Familienmitglied,12378622,4023187,"Nüscheler, Christoph (* 10.5.1589 (Taufe) Zürich, + 1661)",P20,P20,
4029472,4027892,12384819,"Asum, Egid (Aegid) Quirin > Asam, Egid (Aegid) Quirin (Aegidius Quirinus)","asum,egidquirin",DEU,,1692,1750,"* 1.9.1692 (Taufe) Tegernsee, $+$ 29.4.1750 Mannheim","Asam, Egid (Aegid) Quirin (Aegidius Quirinus)",,,,Asum,"Egid (Aegid) Quirin","Asum, Egid (Aegid) Quirin","Asum Egid (Aegid) Quirin#Asum Egid Aegid Quirin £ Asamb Egid (Aegid) Quirin#Asamb Egid Aegid Quirin Asum Egid (Aegid) Quirin#Asum Egid Aegid Quirin",10,3,0,0,,,5,1692-1750,**,Lexikon-Eintrag,23.04.2015,,,"1,11,6,13,14,2,4,5,12,0,9,10,",,"Skulptur, Malerei, Architektur",,D,,,"Asum, Egid (Aegid) Quirin",118504614,http://d-nb.info/gnd/118504614,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Asam,%20Egid Quirin%22%20OR%20%22Egid Quirin%20Asam%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Asam&token_firstname=Egid Quirin",http://www.deutsche-biographie.de/pnd118504614.html,SIK,PLÜSS,29.08.1997,U,SIK,PLÜSS,29.08.1997,12393338,9717071,"Asam [Brüder] ([Erste Hälfte 18. Jahrhundert])",>,,,,12384819,4027892,"Asam, Egid (Aegid) Quirin (* 1.9.1692 (Taufe), + 29.4.1750 Mannheim)",P20,P20,
4031472,4031472,12389100,"Ritz, Johann Jodok","ritz,johannjodok",DEU,M,1697,1747,"* 5.5.1697 Selkingen, $+$ 4.4.1747 Zermatt","Bildhauer und Altarbauer. Mitglied der Künstlerfamilie Ritz. Ältester Sohn von Johann Ritz und Maria Jost",1715,1747,J,Ritz,"Johann Jodok","Ritz, Johann Jodok  [Ritz, Johann Jost]","Ritz Jodok#Ritz Johann Jodok Ritz Johann Jodok £ Ritz Johann Jost",8,1,0,0,"9646805,9634575,9646798,9646771,",,4,1697-1747,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,12,0,10,9,","Fabian Perren",Skulptur,"Selkingen (VS)",CH,,1998,"Ritz, Johann Jodok",1020309997,http://d-nb.info/gnd/1020309997,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Ritz,%20Jodok%22%20OR%20%22Jodok%20Ritz%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Ritz&token_firstname=Jodok,http://www.deutsche-biographie.de/pnd1020309997.html,SIK,PLÜSS,05.09.1997,I,SIK,PLÜSS,05.09.1997,12393401,9673447,"Ritz [Familie] ([Mitte 17. - Ende 19. Jahrhundert])",>,,,Familienmitglied,12389100,4031472,"Ritz, Johann Jodok (* 5.5.1697 Selkingen, + 4.4.1747 Zermatt)",P20,P20,
12959952,12959952,12959953,"Smith, Colby","smith,colby",DEU,F,,,,,,,J,Smith,Colby,"Smith, Colby ","Smith Colby ",,,0,0,,,0,,~,Nachweis,21.12.2011,,,"0,",,,,,,,"Smith, Colby",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Smith,%20Colby%22%20OR%20%22Colby%20Smith%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Smith&token_firstname=Colby,,SIK,SCHAAD,"30.06.2010 11:56:53",I,SIK,SCHAAD,"30.06.2010 11:56:53",12959975,12959975,,>,,,Gruppenmitglied,12959952,12959952,"Smith, Colby",P20,P20,
12223884,12223884,12408225,"Widerkehr, Josef (Joseph) (Pater)","widerkehr,josef",DEU,M,1747,1813,"* 1747 , $+$ 1813","Maler. Mönch im Zisterzienserkloster Wettingen. Mitglied der Mellinger Künstlerdynastie Widerkehr. Sohn von Kaspar Josef Widerkehr",1765,1813,J,Widerkehr,"Josef (Joseph)","Widerkehr, Josef (Joseph) (Pater)  [Widerkehr, Jost Bernhard Leonz; Wiederkehr, Josef]","Widerkehr Josef (Pater)#Widerkehr Josef (Joseph) (Pater) Widerkehr Josef (Joseph) (Pater)#Widerkehr Josef Pater#Widerkehr Josef Joseph Pater Widerkehr Josef Joseph Pater £ Widerkehr Jost Bernhard Leonz Wiederkehr Josef#Wiederkehr Josef (Joseph) Wiederkehr Josef (Joseph)#Wiederkehr Josef#Wiederkehr Josef Joseph Wiederkehr Josef Joseph",1,,0,0,,,2,1747-1813,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,10,12,0,9,",,Malerei,"Mellingen (AG)",CH,,,"Widerkehr, Josef (Joseph) (Pater)",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Widerkehr,%20Josef%22%20OR%20%22Josef%20Widerkehr%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Widerkehr&token_firstname=Josef,,SIK,TOMASCHETT,"20.07.2009 16:46:21",I,SIK,TOMASCHETT,"20.07.2009 16:46:21",12402771,11181484,,>,,,Familienmitglied,12223884,12223884,"Widerkehr, Josef (Joseph)",P20,P20,
9745856,9745856,12394468,"Pfau, Onophrion","pfau,onophrion",DEU,M,1564,1588,"* 20.10.1564 Winterthur, $+$ 21.1.1588 Winterthur","Hafner und Ofenmaler. Mitglied der Künstlerfamilie Pfau. Sohn von Ludwig Pfau I.",1582,1588,J,Pfau,Onophrion,"Pfau, Onophrion  [Pfauw, Onophrion]","Pfau Onophrion £ Pfauw Onophrion",,,0,0,,,4,1564-1588,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,12,0,10,9,",,"Keramik, Fayence",Winterthur,CH,,,"Pfau, Onophrion",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Pfau,%20Onophrion%22%20OR%20%22Onophrion%20Pfau%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Pfau&token_firstname=Onophrion,,SIK,PLÜSS,25.11.1997,U,SIK,PLÜSS,25.11.1997,12379804,4023172,"Pfau [Familie] ([Mitte 16. - Anfang 18. Jahrhundert])",>,,,Familienmitglied,12394468,9745856,"Pfau, Onophrion (* 20.10.1564 Winterthur, + 21.1.1588 Winterthur)",P20,P20,
4031969,4031969,12387941,"Mussard, Robert (I)","mussard,robert",FRA,M,1713,1735,"* 27.6.1713 Genève, [1735 Paris]","Peintre en miniature. Actif à Paris dès 1735. Membre de la famille d'artistes Mussard. Fils de Jean (V) Mussard et oncle de Louise-Françoise Mussard",1731,1735,J,Mussard,Robert,"Mussard, Robert (I) ","Mussard Robert (I)#Mussard Robert I ",,,0,0,,,2,1713-1735,**,"Entrée de dictionnaire",14.09.2011,,,"1,11,6,13,14,2,4,5,12,0,9,10,",,,Genève,,,,"Mussard, Robert (I)",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Mussard,%20Robert%22%20OR%20%22Robert%20Mussard%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Mussard&token_firstname=Robert,,SIK,PLÜSS,09.03.1998,I,SIK,PLÜSS,09.03.1998,12393505,9789717,"Mussard [famille] ([XVII!e - XIX!e siècle])",>,,,Familienmitglied,12387941,4031969,"Mussard, Robert [I] (* 27.6.1713 Genève, [1735 Paris])",P20,P20,
9685077,9659150,12391664,"Merian, Dorothea Maria > Merian-Graff, Dorothea Maria Henriette (Henrietta, Henrica, Henricie)","merian,dorotheamaria",DEU,,1678,1743,"* 2.2.1678 Nürnberg (Taufe), $+$ 5.5.1743 St. Petersburg","Merian-Graff, Dorothea Maria Henriette (Henrietta, Henrica, Henricie)",,,,Merian,"Dorothea Maria","Merian, Dorothea Maria","Merian Dorothea Maria £ Merian Dorothea Maria Gxell Dorothea Maria Henrica Gsell Dorothea Maria Henrica (Maria Dorotea)#Gsell Dorothea Maria Henrica Maria Dorotea Xell Dorothea Maria Henrica Gsell-Graf Dorothea Maria Henrietta#Gsell Graf Dorothea Maria Henrietta Graafen Dorothea Maria Graff Dorothea Maria Henrietta Hendriks Dorothea Maria Henriette Xsel Dorothea Maria Henrica Hendricks Dorothea Maria Henriette Ksell Dorothea Maria Henrica Xsell Dorothea Maria Henrica Graf Dorothea Maria Henrietta Hendrix Dorothea Maria Henriette Gsellscha ",14,4,0,0,"9681803,9685298,9685303,9653116,9685113,9685119,9685139,9685179,9793888,",,3,1678-1743,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,"Malerei, Kupferstich",,D,,,"Merian, Dorothea Maria",135901561,http://d-nb.info/gnd/135901561,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Merian-Graff,%20Dorothea Maria Henriette%22%20OR%20%22Dorothea Maria Henriette%20Merian-Graff%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Merian-Graff&token_firstname=Dorothea Maria Henriette",http://www.deutsche-biographie.de/pnd135901561.html,SIK,PLÜSS,05.03.1998,I,SIK,PLÜSS,05.03.1998,12394114,9788815,"Merian [Familie] ([17. Jahrhundert - erstes Viertel 18. Jahrhundert])",>,,,Familienmitglied,12391664,9659150,"Merian-Graff, Dorothea Maria Henriette (Henrietta, Henrica, Henricie) (* 2.2.1678 Nürnberg (Taufe), + 5.5.1743 St.Petersburg)",P20,P20,
11126873,11126865,12401581,"Wiederkehr, Johann Adam > Widerkehr, Johann Adam","wiederkehr, johann adam",DEU,,1651,1711,"* 13.3.1651 Mellingen (Taufe), $+$ 28.10.1711 Mellingen","Widerkehr, Johann Adam",,,,Wiederkehr,"Johann Adam","Wiederkehr, Johann Adam","Wiederkehr Johann Adam £ Wiederkehr Johann Adam",7,2,0,0,,,0,1651-1711,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,10,12,0,9,",,"Holzskulptur, Angewandte Kunst","Mellingen (AG)",CH,,,"Wiederkehr, Johann Adam",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Widerkehr,%20Johann (Hans) Adam%22%20OR%20%22Johann (Hans) Adam%20Widerkehr%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Widerkehr&token_firstname=Johann (Hans) Adam",,SIK,TOMASCHETT,"20.07.2009 16:44:36",I,SIK,TOMASCHETT,"20.07.2009 16:44:36",12402771,11181484,,>,,,Familienmitglied,11126865,11126865,"Widerkehr, Johann Adam",P20,P20,
9685066,9659150,12391664,"Gxell, Dorothea Maria Henrica > Merian-Graff, Dorothea Maria Henriette (Henrietta, Henrica, Henricie)","gxell,dorotheamariahenrica",DEU,,1678,1743,"* 2.2.1678 Nürnberg (Taufe), $+$ 5.5.1743 St. Petersburg","Merian-Graff, Dorothea Maria Henriette (Henrietta, Henrica, Henricie)",,,,Gxell,"Dorothea Maria Henrica","Gxell, Dorothea Maria Henrica","Gxell Dorothea Maria Henrica £ Merian Dorothea Maria Gxell Dorothea Maria Henrica Gsell Dorothea Maria Henrica (Maria Dorotea)#Gsell Dorothea Maria Henrica Maria Dorotea Xell Dorothea Maria Henrica Gsell-Graf Dorothea Maria Henrietta#Gsell Graf Dorothea Maria Henrietta Graafen Dorothea Maria Graff Dorothea Maria Henrietta Hendriks Dorothea Maria Henriette Xsel Dorothea Maria Henrica Hendricks Dorothea Maria Henriette Ksell Dorothea Maria Henrica Xsell Dorothea Maria Henrica Graf Dorothea Maria Henrietta Hendrix Dorothea Maria Henriette Gsellscha ",14,4,0,0,"9681803,9685298,9685303,9653116,9685113,9685119,9685139,9685179,9793888,",,3,1678-1743,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,"Malerei, Kupferstich",,D,,,"Gxell, Dorothea Maria Henrica",135901561,http://d-nb.info/gnd/135901561,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Merian-Graff,%20Dorothea Maria Henriette%22%20OR%20%22Dorothea Maria Henriette%20Merian-Graff%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Merian-Graff&token_firstname=Dorothea Maria Henriette",http://www.deutsche-biographie.de/pnd135901561.html,SIK,PLÜSS,05.03.1998,I,SIK,PLÜSS,05.03.1998,12394114,9788815,"Merian [Familie] ([17. Jahrhundert - erstes Viertel 18. Jahrhundert])",>,,,Familienmitglied,12391664,9659150,"Merian-Graff, Dorothea Maria Henriette (Henrietta, Henrica, Henricie) (* 2.2.1678 Nürnberg (Taufe), + 5.5.1743 St.Petersburg)",P20,P20,
4029327,4029327,12385898,"Carloni, Carlo Innocenzo","carloni,carloinnocenzo",ITA,M,1686,1775,"* 1686/87 Scaria, $+$ 17.5.1775 Scaria","Pittore e frescante. Attivo in Austria, Germania, Cecoslovacchia e Svizzera. Composizioni allegoriche, temi religiosi e ritratti. Membro della famiglia di artisti Carloni da Scaria. Figlio di Giovanni Battista Carloni",1704,1775,J,Carloni,"Carlo Innocenzo","Carloni, Carlo Innocenzo  [Carlone, Carlo Innicenzo]","Carloni Carlo Innocenzo £ Carlone Carlo Innicenzo",13,7,0,0,,,6,1686-1775,**,"Entrata del dizionario",05.08.2015,,,"1,11,6,13,2,14,4,5,12,0,10,9,",,,,,,,"Carloni, Carlo Innocenzo",118967282,http://d-nb.info/gnd/118967282,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Carloni,%20Carlo Innocenzo%22%20OR%20%22Carlo Innocenzo%20Carloni%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Carloni&token_firstname=Carlo Innocenzo",http://www.deutsche-biographie.de/pnd118967282.html,SIK,PLÜSS,02.12.1997,U,SIK,PLÜSS,02.12.1997,12393170,9655460,"Carloni [Famiglia] ([seconda metà del XVI secolo - XVIII secolo])",>,,,Familienmitglied,12385898,4029327,"Carloni, Carlo Innocenzo (* 1687 Scaria, + 17.5.1775)",P20,P20,
9659494,4029409,12384871,"Scipione da Carone > Casella, Scipione",scipionedacarone,ITA,,1525,1551,"* prima del 1525, $+$ dopo il 1551 Palermo","Casella, Scipione",,,,"Scipione da Carone",,"Scipione da Carone","Scipione da Carone  £ Scipione da Carone ",,,0,0,,,4,1525-1551,*,"Entrata del dizionario",14.09.2011,,,"1,11,6,13,2,14,4,5,12,0,10,9,",,scultura,"Carona (TI)",CH,,,"Scipione da Carone",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Casella,%20Scipione%22%20OR%20%22Scipione%20Casella%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Casella&token_firstname=Scipione,,SIK,PLÜSS,04.09.1997,U,SIK,PLÜSS,13.03.1998,12394990,9718873,"Casella [Famiglia] ([Inizio XV - XIX secolo])",>,,,Familienmitglied,12384871,4029409,"Casella, Scipione (* prima del 1525, + 1551 Palermo)",P20,P20,
4030755,4030753,12385984,"Crauer, Hans Georg (II., der Jüngere) > Krauer, Hans Georg (II., der Jüngere)","crauer,hansgeorg",DEU,,1700,1730,"* vor 1700, $+$ nach 1730","Krauer, Hans Georg (II., der Jüngere)",,,,Crauer,"Hans Georg","Crauer, Hans Georg (II., der Jüngere)","Crauer Hans Georg (II., der Jüngere)#Crauer Hans Georg (II., der Juengere)#Crauer Hans Georg II., der Jüngere#Crauer Hans Georg II., der Juengere £ Krauwer Hans Georg (II., der Jüngere)#Krauwer Hans Georg (II., der Juengere)#Krauwer Hans Georg II., der Jüngere#Krauwer Hans Georg II., der Juengere Crauer Hans Georg (II., der Jüngere)#Crauer Hans Georg (II., der Juengere)#Crauer Hans Georg II., der Jüngere#Crauer Hans Georg II., der Juengere",1,,0,0,,,2,1700-1730,*,Lexikon-Eintrag,30.07.2013,,,"1,11,6,13,14,2,4,5,12,0,10,9,",,Malerei,,,,,"Crauer, Hans Georg (II., der Jüngere)",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Krauer,%20Hans Georg%22%20OR%20%22Hans Georg%20Krauer%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Krauer&token_firstname=Hans Georg",,SIK,PLÜSS,17.12.1997,I,SIK,PLÜSS,17.12.1997,12391341,9668197,"Krauer [Familie] ([Mitte 17. - Ende 19. Jahrhundert])",>,,,Familienmitglied,12385984,4030753,"Krauer, Hans Georg [II., der Jüngere] (* vor 1700, + nach 1730)",P20,P20,
9751867,9751866,12394929,"Baan, Ulrich (der Jüngere) > Ban, Ulrich (II., der Jüngere)","baan,ulrich",DEU,,1510,1576,"* 1510 Zürich, $+$ vor 1576","Ban, Ulrich (II., der Jüngere)",,,,Baan,Ulrich,"Baan, Ulrich (der Jüngere)","Baan Ulrich (der Jüngere)#Baan Ulrich (der Juengere)#Baan Ulrich der Jüngere#Baan Ulrich der Juengere £ Bann Ulrich (der Jüngere)#Bann Ulrich (der Juengere)#Bann Ulrich der Jüngere#Bann Ulrich der Juengere Baan Ulrich (der Jüngere)#Baan Ulrich (der Juengere)#Baan Ulrich der Jüngere#Baan Ulrich der Juengere Pan Ulrich (der Jüngere)#Pan Ulrich (der Juengere)#Pan Ulrich der Jüngere#Pan Ulrich der Juengere",1,1,0,0,,,6,1510-1576,**,Lexikon-Eintrag,23.04.2015,,,"1,11,6,13,2,14,4,5,0,12,10,9,",,"Glasmalerei, Malerei, Glasarbeiten",Zürich,CH,,,"Baan, Ulrich (der Jüngere)",131880969,http://d-nb.info/gnd/131880969,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Ban,%20Ulrich%22%20OR%20%22Ulrich%20Ban%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Ban&token_firstname=Ulrich,http://www.deutsche-biographie.de/pnd131880969.html,SIK,PLÜSS,08.12.1997,I,SIK,PLÜSS,08.12.1997,12394694,9751800,"Ban [Familie] ([16. Jahrhundert])",>,,,Familienmitglied,12394929,9751866,"Ban, Ulrich [der Jüngere] (* 1510 Zürich, + vor 1576)",P20,P20,
4029916,4023087,12379712,"Huaut, François > Huaud, François","huaut,francois",FRA,,1701,1729,"* 8.11.1701 Genève, $+$ 20.7.1729 Genève","Huaud, François",,,,Huaut,François,"Huaut, François","Huaut François#Huaut Francois £ Huaut François#Huaut Francois Huault François#Huault Francois",,,0,0,,,3,1701-1729,**,"Entrée de dictionnaire",14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,"peinture, émail",Genève,CH,,,"Huaut, François",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Huaud,%20François%22%20OR%20%22François%20Huaud%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Huaud&token_firstname=François,,SIK,EGLI,11.08.1997,U,SIK,EGLI,11.03.1998,12393172,9710972,"Huaud [famille] ([deuxième quart du XVII!e - première moitié du XVIII!e siècle])",>,,,Familienmitglied,12379712,4023087,"Huaud, François (* 8.11.1701 Genève, + 20.7.1729 Genève)",P20,P20,
