RECNR,HAUPTNR,LEMMA_RECNR,NAMIDENT,ALPHABET,SPRCODE,GESCHLECHT,GEBJAHR,TODJAHR,LEBENSDATEN,VITAZEILE,AKTIVBEGINN,AKTIVENDE,KUENSTLER,NAME,VORNAME,NAMENSANZEIGE,NAMENSSUCHE,LITERATUR,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LIT_AUSWAHL,WERK_AUSWAHL,LEXIKA,LEBENSJAHRE,RATING,RATING_PROMPT,BEARBEITUNGSSTAND,ARTIKELPFADWORD,ARTIKELPFADPDF,KONTEXT_IDS,ARTIKEL_AUTOR,GATTUNGEN,BUERGERORT,NATIONALITAET,ARCHIVHINWEIS,ARTIKEL_DATUM,NAMENSANZEIGE2,PND,PND_URL,URL_TEXT,SIK_ISEA_URL,NEBIS_URL,EAN_URL,NDB_URL,INSERTINST,INSERTER,INSERTDATE,LASTACTION,LASTINSTITUT,LASTUSER,LASTDATE,OBJEKTNR,OBJEKTHAUPTNR,OBJEKTKURZFORM,RELATOR,RELATOR_BEMERKUNG,VERWEISZEICHEN,VERWEISTEXT,VERWEIS_OBJEKTNR,VERWEIS_OBJEKTHAUPTNR,VERWEIS_KURZFORM,OBJEKT_TABLE,VERWEIS_OBJEKT_TABLE,SETPOS
9729899,9729899,12394655,"Casella, Giacomo","casella,giacomo",ITA,M,1620,1667,"* 21.9.1620 Carona, $+$ 1667 Torino","Pittore. Affresco. Soggetti religiosi e ritratti. Dal 1646 collaborazione con il cugino Andrea Casella. Membro della famiglia di artisti Casella",1638,1667,J,Casella,Giacomo,"Casella, Giacomo ","Casella Giacomo ",1,,0,0,,,3,1620-1667,**,"Entrata del dizionario",14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,"pittura, affresco","Carona (TI)","CH, I",,,"Casella, Giacomo",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Casella,%20Giacomo%22%20OR%20%22Giacomo%20Casella%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Casella&token_firstname=Giacomo,,SIK,PLÜSS,09.10.1997,U,SIK,PLÜSS,13.03.1998,12394990,9718873,"Casella [Famiglia] ([Inizio XV - XIX secolo])",>,,,Familienmitglied,12394655,9729899,"Casella, Giacomo ([1622] , + 1667 Torino)",P20,P20,
12636540,12636540,12636541,"Reumann, Helge","reumann,helge",DEU,M,1966,,"* 26.1.1966 Uster","Grafiker, lebt in Genf. Zusammenarbeit mit Xavier Robel als «Elvis Studio».",1984,2065,J,Reumann,Helge,"Reumann, Helge ","Reumann Helge ",1,1,0,0,,,0,1966,~,Nachweis,05.08.2015,,,"0,",,,,,,,"Reumann, Helge",138284660,http://d-nb.info/gnd/138284660,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Reumann,%20Helge%22%20OR%20%22Helge%20Reumann%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Reumann&token_firstname=Helge,http://www.deutsche-biographie.de/pnd138284660.html,SIK,FAVRE,"23.12.2008 12:28:16",I,SIK,FAVRE,"23.12.2008 12:28:16",12720028,12720028,,>,,,Gruppenmitglied,12636540,12636540,"Reumann, Helge",P20,P20,
13553483,13553483,13553484,"Kueng, Sarah","kueng,sarah",DEU,F,1981,,"* 1981",,1999,2080,J,Kueng,Sarah,"Kueng, Sarah ","Kueng Sarah ",,,0,0,,,0,1981,~,Nachweis,06.06.2012,,,"0,",,,,,,,"Kueng, Sarah",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Kueng,%20Sarah%22%20OR%20%22Sarah%20Kueng%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Kueng&token_firstname=Sarah,,SIK,SIMEON,"06.06.2012 11:51:55",I,SIK,SIMEON,"06.06.2012 11:51:55",13553475,13553475,,>,,,Gruppenmitglied,13553483,13553483,"Kueng, Sarah",P20,P20,
11509202,11509202,12402978,"Chapuisat, Cyril","chapuisat,cyril",FRA,M,1976,,"* 15.4.1976 Bienne","Co-fondateur du collectif «Les frères Chapuisat» crée en 2001",1994,2075,J,Chapuisat,Cyril,"Chapuisat, Cyril ","Chapuisat Cyril ",,2,0,0,,,0,1976,*,"Entrée de dictionnaire",25.04.2014,,,"1,11,6,13,2,14,4,5,10,0,12,9,",,,"Aclens (VD), Chêne-Bougeries (GE)",CH,,,"Chapuisat, Cyril",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Chapuisat,%20Cyril%22%20OR%20%22Cyril%20Chapuisat%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Chapuisat&token_firstname=Cyril,,SIK,EPELBAUM,"06.05.2014 15:49:35",I,SIK,EPELBAUM,"06.05.2014 15:49:35",12409782,12233522,,>,,,Familienmitglied,11509202,11509202,"Chapuisat, Cyril",P20,P20,3
4023245,4023245,12378679,"Girardet, Léon","girardet,leon",FRA,M,1856,1895,"* 1856 Versailles, $+$ 12.1895 Paris","Peintre de genre et graveur. Elève d'Alexandre Cabanel à Paris. Membre de la famille d'artistes Girardet. Fils de Paul Girardet",1874,1895,J,Girardet,Léon,"Girardet, Léon ","Girardet Léon#Girardet Leon ",1,1,0,0,,,4,1856-1895,**,"Entrée de dictionnaire",14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,,,,,,"Girardet, Léon",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Girardet,%20Léon%22%20OR%20%22Léon%20Girardet%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Girardet&token_firstname=Léon,,SIK,EGLI,24.03.1998,I,SIK,EGLI,24.03.1998,12392426,9711890,"Girardet [Famille] ([Dernier quart du XVIII!e-première moitié du XX!e siècle])",>,,,Familienmitglied,12378679,4023245,"Girardet, Léon (* 1857 Versailles, + 12.1895 Paris)",P20,P20,
4023283,4023283,12380503,"Schmid, Martin","schmid,martin",DEU,M,1786,1842,"* 26.5.1786 Schwyz, $+$ 30.10.1842 Schwyz","Porträt- und Miniaturenmaler. Bruder von David Alois und Franz Schmid",1804,1842,J,Schmid,"Joseph Martin","Schmid, Martin ","Schmid Martin#Schmid Joseph Martin Schmid Joseph Martin ",4,,0,0,,,4,1786-1842,**,Lexikon-Eintrag,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,,Schwyz,CH,,,"Schmid, Martin",11941113X,http://d-nb.info/gnd/11941113X,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Schmid,%20Martin%22%20OR%20%22Martin%20Schmid%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Schmid&token_firstname=Martin,http://www.deutsche-biographie.de/pnd11941113X.html,SIK,TOMASCHETT,"20.07.2009 16:35:11",I,SIK,TOMASCHETT,"20.07.2009 16:35:11",12402710,11181386,,>,,,Familienmitglied,4023283,4023283,"Schmid, Martin",P20,P20,
13881581,13881581,13881582,"Jahic, Admir","jahic,admir",DEU,M,,,,"Seit 2006 Zusammenarbeit mit Comenius Roethlisberger",,,J,Jahic,Admir,"Jahic, Admir ","Jahic Admir ",,,0,0,,,0,,~,Nachweis,23.10.2015,,,"0,",,,,,,,"Jahic, Admir",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Jahic,%20Admir%22%20OR%20%22Admir%20Jahic%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Jahic&token_firstname=Admir,,SIK,BEYERLE,"21.01.2014 10:13:25",U,SIK,BEYERLE,"07.12.2015 15:06:02",13881587,13881587,,>,,,Gruppenmitglied,13881581,13881581,"Jahic, Admir",P20,P20,
13703594,13703594,13703595,"Casella, Alvise","casella,alvise",ITA,M,1549,1587,"[1549 ], 1587","Scultore e lapicida documentato dal 1549. Attivo in Friuli, segnatamente nelle parrocchiali di Rorai Grande e Castelnovo.  Membro della famiglia di artisti Casella. Figlio di Donato Casella",1567,1587,J,Casella,Alvise,"Casella, Alvise ","Casella Alvise ",1,,0,0,,,1,1549-1587,*,"Entrata del dizionario",28.10.2012,,,"1,11,6,13,2,14,4,5,10,0,12,9,",,"decorazione artistica di edifici, scultura",,,,,"Casella, Alvise",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Casella,%20Alvise%22%20OR%20%22Alvise%20Casella%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Casella&token_firstname=Alvise,,SIK,EPELBAUM,"02.11.2012 16:25:06",I,SIK,EPELBAUM,"02.11.2012 16:25:06",12394990,9718873,"Casella [Famiglia] ([Inizio XV - XIX secolo])",>,,,Familienmitglied,13703594,13703594,"Casella, Alvise",P20,P20,15
11525149,11525149,12403445,"Lehrenkrauss, Elke","lehrenkrauss,elke",DEU,F,,,,Video-Künstlerin,,,J,Lehrenkrauss,Elke,"Lehrenkrauss, Elke ","Lehrenkrauss Elke ",,2,0,0,,,0,,~,Nachweis,14.09.2011,,,"0,",,,,,,,"Lehrenkrauss, Elke",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Lehrenkrauss,%20Elke%22%20OR%20%22Elke%20Lehrenkrauss%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Lehrenkrauss&token_firstname=Elke,,SIK,WELTI,"10.12.2013 16:31:49",I,SIK,WELTI,"10.12.2013 16:31:49",13870416,13870416,,>,,,Gruppenmitglied,11525149,11525149,"Lehrenkrauss, Elke",P20,P20,
13852053,13852053,13852054,"Brantschen, Jonathan","brantschen,jonathan",DEU,M,1981,,"* 1981 Fiesch","Zusammenarbeit mit Jocelyn Marchington und Joschi Herczeg als Produktionsgemeinschaft JocJonJosch",1999,2080,J,Brantschen,Jonathan,"Brantschen, Jonathan ","Brantschen Jonathan ",1,1,0,0,,,0,1981,~,Nachweis,04.11.2013,,,"0,",,,,,,,"Brantschen, Jonathan",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Brantschen,%20Jonathan%22%20OR%20%22Jonathan%20Brantschen%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Brantschen&token_firstname=Jonathan,,SIK,BEYERLE,"04.11.2013 11:39:54",I,SIK,BEYERLE,"04.11.2013 11:39:54",13852091,13852091,,>,,,Gruppenmitglied,13852053,13852053,"Brantschen, Jonathan",P20,P20,
9789694,9789694,12393503,"Ligari, Vittoria","ligari,vittoria",DEU,F,1713,0,"* 14.2.1713, $+$ ?","Malerin. Mitglied der Künstlerfamilie Ligari. Tochter von Pietro Ligari",1731,0,J,Ligari,Vittoria,"Ligari, Vittoria ","Ligari Vittoria ",,,0,0,,,3,1713-0,*,Lexikon-Eintrag,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,Malerei,,CH,,,"Ligari, Vittoria",135620635,http://d-nb.info/gnd/135620635,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Ligari,%20Vittoria%22%20OR%20%22Vittoria%20Ligari%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Ligari&token_firstname=Vittoria,http://www.deutsche-biographie.de/pnd135620635.html,SIK,PLÜSS,06.03.1998,I,SIK,PLÜSS,06.03.1998,12393502,9789676,"Ligari [Familie] ([18. Jahrhundert])",>,,,Familienmitglied,12393503,9789694,"Ligari, Vittoria (* 14.2.1713, + ?)",P20,P20,
9745872,9745872,12394469,"Pfau, Johann Jodokus","pfau,johannjodokus",DEU,M,1570,1599,"* 27.11.1570 Winterthur, $+$ um 1599 Winterthur","Hafner. Mitglied der Künstlerfamilie Pfau. Sohn von Ludwig Pfau I.",1588,1599,J,Pfau,"Johann Jodokus","Pfau, Johann Jodokus  [Pfauw, Johann Jodokus]","Pfau Johann Jodokus £ Pfauw Johann Jodokus",,,0,0,,,1,1570-1599,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,Keramik,Winterthur,CH,,,"Pfau, Johann Jodokus",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Pfau,%20Johann Jodokus%22%20OR%20%22Johann Jodokus%20Pfau%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Pfau&token_firstname=Johann Jodokus",,SIK,PLÜSS,25.11.1997,U,SIK,PLÜSS,25.11.1997,12379804,4023172,"Pfau [Familie] ([Mitte 16. - Anfang 18. Jahrhundert])",>,,,Familienmitglied,12394469,9745872,"Pfau, Johann Jodokus (* 27.11.1570 Winterthur, + um 1599 Winterthur)",P20,P20,
4029155,4029155,12384983,"Huggler, Johann","huggler,johann",DEU,M,1834,1913,"* 1834 Schwanden bei Brienz, $+$ 4.10.1913 Brienz","Holzschnitzer. Vater von Albert, Hans und Peter Huggler",1852,1913,J,Huggler,Johann,"Huggler, Johann ","Huggler Johann ",,,0,0,,,3,1834-1913,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,0,12,10,9,",,,,,,,"Huggler, Johann",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Huggler,%20Johann%22%20OR%20%22Johann%20Huggler%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Huggler&token_firstname=Johann,,SIK,EGLI,11.08.1997,I,SIK,EGLI,11.08.1997,12392462,9710733,"Huggler ([Mitte 19. - letztes Viertel 20. Jahrhundert])",>,,,Familienmitglied,12384983,4029155,"Huggler, Johann (* 1834 Schwanden bei Brienz, + 4.10.1913 Brienz)",P20,P20,
12967984,12967984,12967985,"Bruni, Dimitri","bruni,dimitri",DEU,M,1970,,"* 5.8.1970",,1988,2069,J,Bruni,Dimitri,"Bruni, Dimitri ","Bruni Dimitri ",,,0,0,,,0,1970,~,Nachweis,21.12.2011,,,"0,",,,,,,,"Bruni, Dimitri",,,www.norm.to,www.norm.to,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Bruni,%20Dimitri%22%20OR%20%22Dimitri%20Bruni%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Bruni&token_firstname=Dimitri,,SIK,FERAUD,"19.07.2010 09:57:17",I,SIK,FERAUD,"19.07.2010 09:57:17",11513788,11513788,,>,,,Gruppenmitglied,12967984,12967984,"Bruni, Dimitri",P20,P20,
4023278,4023278,12380500,"Schmid, David Alois","schmid,davidalois",DEU,M,1791,1861,"* 9.2.1791 Schwyz, $+$ 2.4.1861 Schwyz","Aquarellmaler, Panoramenzeichner, Kupferstecher und Lithograf. Landschaften, Ortsansichten und Trachten. Bruder von Franz und Martin Schmid",1809,1861,J,Schmid,"David Alois","Schmid, David Alois ","Schmid David Alois ",22,6,0,0,,,4,1791-1861,**,Lexikon-Eintrag,23.04.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,,Schwyz,CH,,,"Schmid, David Alois",127964932,http://d-nb.info/gnd/127964932,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Schmid,%20David Alois%22%20OR%20%22David Alois%20Schmid%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Schmid&token_firstname=David Alois",http://www.deutsche-biographie.de/pnd127964932.html,SIK,TOMASCHETT,"20.07.2009 16:34:43",I,SIK,TOMASCHETT,"20.07.2009 16:34:43",12402710,11181386,,>,,,Familienmitglied,4023278,4023278,"Schmid, David Alois",P20,P20,
4030729,4030729,12386854,"König, Lily","koenig,lily",DEU,F,1799,1823,"* 1799 Bern, [1.12.1823 Friedrichsdorf]","Malerin. 1818 Aquarellporträt nach einer Studie ihres Vaters Niklaus König an der Berner Kunstausstellung. Unter Lily ist wahrscheinlich Katharina Elisabeth zu verstehen. Mitglied der Künstlerfamilie König",1817,1823,J,König,Lily,"König, Lily  [König, Katharina Elisabeth]","König Lily#Koenig Lily £ König Katharina Elisabeth#Koenig Katharina Elisabeth",,,0,0,,,2,1799-1823,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,Malerei,,CH,,,"König, Lily",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22König,%20Lily%22%20OR%20%22Lily%20König%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=König&token_firstname=Lily,,SIK,EGLI,11.08.1997,I,SIK,EGLI,11.08.1997,12392939,9710646,"König ([Ende 18. - Anfang 19. Jahrhundert])",>,,,Familienmitglied,12386854,4030729,"König, Lily (* 1799 Bern, [1.12.1823 Friedrichsdorf])",P20,P20,
11630956,4022296,12378156,"Joos, Hildegard > Jeniczek, Hildegarde","joos, hildegard",FRA,,1909,2005,"* 7.5.1909 Vienne, $+$ 17.1.2005","Jeniczek, Hildegarde",,,,Joos,Hildegard,"Joos, Hildegard","Joos Hildegard £ Joos Hildegard Gabriel Hildegarde",,,0,0,,,2,1909-2005,*,"Entrée de dictionnaire",14.09.2011,,,"1,11,6,13,14,2,5,4,0,12,9,10,",,"peinture à l'acryl, peinture, sculpture, installation",,A,,,"Joos, Hildegard",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Jeniczek,%20Hildegarde%22%20OR%20%22Hildegarde%20Jeniczek%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Jeniczek&token_firstname=Hildegarde,,SIK,PLÜSS,28.04.1998,I,SIK,PLÜSS,28.04.1998,12394931,9720349,"Joos, Hildegarde et Harold",>,,,Gruppenmitglied,12378156,4022296,"Jeniczek, Hildegarde (* 7.5.1909 Vienne)",P20,P20,
9749646,4029379,12384280,"Carlone, Giovanni Battista > Carloni, Giovanni Battista","carlone,giovannibattista",ITA,,1642,1721,"* 1642 Scaria, $+$ 1721 Scaria","Carloni, Giovanni Battista",,,,Carlone,"Giovanni Battista","Carlone, Giovanni Battista","Carlone Giovanni Battista £ Carlone Giovanni Battista",3,,0,0,,,4,1642-1721,**,"Entrata del dizionario",05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,,,I,,,"Carlone, Giovanni Battista",12216394X,http://d-nb.info/gnd/12216394X,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Carloni,%20Giovanni Battista%22%20OR%20%22Giovanni Battista%20Carloni%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Carloni&token_firstname=Giovanni Battista",http://www.deutsche-biographie.de/pnd12216394X.html,SIK,PLÜSS,02.12.1997,U,SIK,PLÜSS,02.12.1997,12393170,9655460,"Carloni [Famiglia] ([seconda metà del XVI secolo - XVIII secolo])",>,,,Familienmitglied,12384280,4029379,"Carloni, Giovanni Battista (* 1642 Scaria, + 1721 Scaria)",P20,P20,
9746317,9746316,12393001,"Pfauw, Hans Heinrich (III.) > Pfau, Hans Heinrich (III.)","pfauw,hansheinrich",DEU,,1642,1719,"* 27.3.1642 Winterthur, $+$ 1.5.1719 Winterthur","Pfau, Hans Heinrich (III.)",,,,Pfauw,"Hans Heinrich","Pfauw, Hans Heinrich (III.)","Pfauw Hans Heinrich (III.)#Pfauw Hans Heinrich III. £ Pfauw Hans Heinrich (III.)#Pfauw Hans Heinrich III.",2,1,0,0,,,4,1642-1719,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,0,12,10,9,",,"Malerei, Keramik, Radierung",Winterthur,CH,,,"Pfauw, Hans Heinrich (III.)",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Pfau,%20Hans Heinrich%22%20OR%20%22Hans Heinrich%20Pfau%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Pfau&token_firstname=Hans Heinrich",,SIK,PLÜSS,25.11.1997,U,SIK,PLÜSS,25.11.1997,12379804,4023172,"Pfau [Familie] ([Mitte 16. - Anfang 18. Jahrhundert])",>,,,Familienmitglied,12393001,9746316,"Pfau, Hans Heinrich [III.] (* 27.3.1642 Winterthur, + 1.5.1719 Winterthur)",P20,P20,
9764318,9764317,12394972,"Crauer, Franz Karl > Krauer, Franz Karl","crauer,franzkarl",DEU,,1691,1745,"* 1691 Luzern, $+$ 7.8.1745","Krauer, Franz Karl",,,,Crauer,"Franz Karl","Crauer, Franz Karl","Crauer Franz Karl £ Krauwer Franz Carl Crauer Franz Karl",,,0,0,,,3,1691-1745,*,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,14,2,4,5,0,12,10,9,",,Münzen,,CH,,,"Crauer, Franz Karl",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Krauer,%20Franz Karl%22%20OR%20%22Franz Karl%20Krauer%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Krauer&token_firstname=Franz Karl",,SIK,PLÜSS,17.12.1997,U,SIK,PLÜSS,17.12.1997,12391341,9668197,"Krauer [Familie] ([Mitte 17. - Ende 19. Jahrhundert])",>,,,Familienmitglied,12394972,9764317,"Krauer, Franz Karl (* 1691 Luzern, + 7.8.1745)",P20,P20,
9793518,9793517,12395957,"Obersteg, Martin (III.) > Obersteg, Martin (der Jüngere)","obersteg,martin",DEU,,1761,1826,"[* 1761 Stans, $+$ 1826 Stans]","Obersteg, Martin (der Jüngere)",,,,Obersteg,Martin,"Obersteg, Martin (III.)","Obersteg Martin (III.)#Obersteg Martin III. £ Obersteg Martin (III.)#Obersteg Martin III.",2,,0,0,,,4,1761-1826,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,0,12,10,9,",,Malerei,,,,,"Obersteg, Martin (III.)",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Obersteg,%20Martin%22%20OR%20%22Martin%20Obersteg%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Obersteg&token_firstname=Martin,,SIK,PLÜSS,23.03.1998,I,SIK,PLÜSS,23.03.1998,12392606,9640339,"Obersteg [Familie] ([18.-erstes Viertel 19 Jahrhundert])",>,,,Familienmitglied,12395957,9793517,"Obersteg, Martin [der Jüngere] (* 1761 Stans ?, + 1826 Stans)",P20,P20,
4029427,4022693,12379642,"Salesius, Franz Sales > Amlehn, Franz Sales","salesius,franzsales",DEU,,1838,1917,"* 29.1.1838 Sursee, $+$ 20.7.1917 Sursee","Amlehn, Franz Sales",,,,Salesius,"Franz Sales","Salesius, Franz Sales","Salesius Franz Sales £ Salesius Franz Sales",8,1,0,0,NULL,,5,1838-1917,***,Lexikon-Artikel,05.08.2015,,,"1,11,6,13,14,2,4,5,0,12,9,10,",,"Skulptur, Brunnenskulptur, Denkmal","Sursee (LU)",CH,,,"Salesius, Franz Sales",1017140928,http://d-nb.info/gnd/1017140928,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Amlehn,%20Sales%22%20OR%20%22Sales%20Amlehn%22",http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Amlehn&token_firstname=Sales,http://www.deutsche-biographie.de/pnd1017140928.html,SIK,PLÜSS,25.11.1997,I,SIK,PLÜSS,25.11.1997,12393285,9747051,"Amlehn [Familie] ([Mitte 19. - Mitte 20. Jahrhundert])",>,,,Familienmitglied,12379642,4022693,"Amlehn, Franz Sales (* 29.1.1838 Sursee, + 20.7.1917 Sursee)",P20,P20,
11126835,11126829,12401526,"Wiederkehr, Caspar Joseph > Widerkehr, Kaspar Josef","wiederkehr, caspar joseph",DEU,,1709,1769,"* 1709 Mellingen, $+$ 1769 Mellingen","Widerkehr, Kaspar Josef",,,,Wiederkehr,"Caspar Joseph","Wiederkehr, Caspar Joseph","Wiederkehr Caspar Joseph £ Wiederkehr Caspar Joseph",11,2,0,0,,,2,1709-1769,**,Lexikon-Eintrag,14.09.2011,,,"1,11,6,13,2,14,4,5,10,0,12,9,",,"Angewandte Kunst, Holzskulptur","Mellingen (AG)",CH,,,"Wiederkehr, Caspar Joseph",,,,,"http://recherche.nebis.ch/nebis/action/search.do?&fn=search&vid=NEBIS&mode=Basic&scp.scps=scope&3A&vl(309313494UI1)=all_items&vl(freeText0)=%22Widerkehr,%20Kaspar Josef%22%20OR%20%22Kaspar Josef%20Widerkehr%22","http://www.european-art.net/eingang_besucher/index.cfm?token_lastname=Widerkehr&token_firstname=Kaspar Josef",,SIK,TOMASCHETT,"20.07.2009 16:45:28",I,SIK,TOMASCHETT,"20.07.2009 16:45:28",12402771,11181484,,>,,,Familienmitglied,11126829,11126829,"Widerkehr, Kaspar Josef",P20,P20,
