WERK,WERK_JAHR,URHEBER,SPRACHE,GESCHLECHT,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LITERATUR,RATING,PLZ
11558903,1998,4005833,1,2,53,2,0,40,3,8000
11558949,2003,4005833,1,2,53,2,0,40,3,8000
11559027,2001,4005833,1,2,53,2,0,40,3,8000
11622870,0,4000030,2,1,62,0,0,94,4,2500
11622870,0,4000030,2,1,62,0,0,94,4,1288
11557048,1979,4000260,1,1,40,0,0,80,3,7166
11635436,1910,4001031,1,1,52,0,0,62,3,9500
11635436,1910,4001031,1,1,52,0,0,62,3,4347
11635436,1910,4001031,1,1,52,0,0,62,3,8610
11635436,1910,4001031,1,1,52,0,0,62,3,8800
11562370,0,4000260,1,1,40,0,0,80,3,7166
11761815,1992,4000565,3,1,60,0,0,48,3,6925
11761815,1992,4000565,3,1,60,0,0,48,3,6830
11761815,1992,4000565,3,1,60,0,0,48,3,9000
11635464,1920,4001031,1,1,52,0,0,62,3,9500
11635464,1920,4001031,1,1,52,0,0,62,3,4347
11635464,1920,4001031,1,1,52,0,0,62,3,8610
11635464,1920,4001031,1,1,52,0,0,62,3,8800
11611080,1992,4002408,1,1,42,0,0,47,3,6000
11536080,1997,4000766,1,1,145,0,1,162,4,8000
11623108,0,4000030,2,1,62,0,0,94,4,2500
11623108,0,4000030,2,1,62,0,0,94,4,1288
11443831,1999,4002307,1,2,70,0,0,77,3,3000
11529248,1993,4001143,3,1,40,0,0,42,3,6500
11529258,1993,4001143,3,1,40,0,0,42,3,6500
11529270,2000,4001143,3,1,40,0,0,42,3,6500
11443684,1990,4002307,1,2,70,0,0,77,3,3000
11490250,2001,9840277,1,2,1,0,0,1,0,1700
11490250,2001,9840277,1,2,1,0,0,1,0,9434
11490250,2001,9840277,1,2,1,0,0,1,0,5736
11490250,2001,9840277,1,2,1,0,0,1,0,79098
11486221,1923,4023429,2,1,90,0,0,129,4,1200
11486221,1923,4023429,2,1,90,0,0,129,4,1232
11492731,1988,4003486,2,1,17,0,0,19,3,1227
11449076,2002,4021179,1,2,33,0,0,43,3,6215
11449076,2002,4021179,1,2,33,0,0,43,3,4400
11449134,2004,4021179,1,2,33,0,0,43,3,6215
11449134,2004,4021179,1,2,33,0,0,43,3,4400
11436390,1998,4000614,1,2,48,0,0,27,3,8000
11533298,1970,4000766,1,1,145,0,1,162,4,8000
11468190,1998,4000399,2,1,20,0,0,24,3,1700
11462048,1856,4022905,2,1,12,0,0,28,5,75015
11462048,1856,4022905,2,1,12,0,0,28,5,2400
11462048,1856,4022905,2,1,12,0,0,28,5,75000
11533388,1976,4000766,1,1,145,0,1,162,4,8000
11533731,1998,4000766,1,1,145,0,1,162,4,8000
11491005,2004,11490468,4,2,1,0,0,1,0,10000
11491005,2004,11490468,4,2,1,0,0,1,0,17403
11535221,1990,4005207,1,1,142,1,18,130,4,8000
11496956,1906,4001031,1,1,52,0,0,62,3,9500
11496956,1906,4001031,1,1,52,0,0,62,3,4347
11496956,1906,4001031,1,1,52,0,0,62,3,8610
11496956,1906,4001031,1,1,52,0,0,62,3,8800
11244651,1982,4000072,1,1,256,0,0,385,5,3000
11149843,1936,4000040,1,1,52,1,0,80,5,1000
11149843,1936,4000040,1,1,52,1,0,80,5,8267
11310363,1964,4000359,3,1,44,0,0,43,3,6612
11310363,1964,4000359,3,1,44,0,0,43,3,20144
11556574,1913,4000064,1,1,37,0,0,58,3,4000
11192314,1907,4000020,2,1,71,0,0,109,4,1200
11436618,1984,4000614,1,2,48,0,0,27,3,8000
11509416,1987,4000844,1,1,52,0,0,38,3,8400
11509436,1992,4000844,1,1,52,0,0,38,3,8400
11509449,2005,4000844,1,1,52,0,0,38,3,8400
11509462,2004,4000844,1,1,52,0,0,38,3,8400
11434758,1895,4003676,3,1,49,0,0,53,4,6950
11434758,1895,4003676,3,1,49,0,0,53,4,6900
11624310,2005,4004973,1,1,19,0,0,22,3,8000
11159803,0,4022997,1,1,32,0,0,48,2,3000
11159803,0,4022997,1,1,32,0,0,48,2,3074
11159803,0,4022997,1,1,32,0,0,48,2,1787
11646093,1998,4002408,1,1,42,0,0,47,3,6000
11159079,0,4022822,2,1,43,0,0,95,4,1200
11159094,0,4022822,2,1,43,0,0,95,4,1200
11636763,1953,4001031,1,1,52,0,0,62,3,9500
11636763,1953,4001031,1,1,52,0,0,62,3,4347
11636763,1953,4001031,1,1,52,0,0,62,3,8610
11636763,1953,4001031,1,1,52,0,0,62,3,8800
11529293,2005,4001143,3,1,40,0,0,42,3,6500
11529302,2005,4001143,3,1,40,0,0,42,3,6500
11490398,1990,4003486,2,1,17,0,0,19,3,1227
11287733,1849,4022846,1,1,24,0,0,59,4,4000
11288103,1860,4022846,1,1,24,0,0,59,4,4000
11195393,0,4022822,2,1,43,0,0,95,4,1200
11494722,2005,4003026,2,1,49,0,0,55,3,1522
11240775,1985,4000072,1,1,256,0,0,385,5,3000
11240797,1992,4000072,1,1,256,0,0,385,5,3000
11441769,1982,4000614,1,2,48,0,0,27,3,8000
12042545,1940,4026070,3,1,7,0,0,6,3,6900
12083762,1968,4001263,1,2,22,0,0,20,3,1000
12083762,1968,4001263,1,2,22,0,0,20,3,8000
12086994,1978,4001263,1,2,22,0,0,20,3,1000
12086994,1978,4001263,1,2,22,0,0,20,3,8000
12087017,1986,4001263,1,2,22,0,0,20,3,1000
12087017,1986,4001263,1,2,22,0,0,20,3,8000
11929198,1991,4004854,2,1,34,0,0,27,3,1200
11929266,1992,4004854,2,1,34,0,0,27,3,1200
12087093,1998,4001263,1,2,22,0,0,20,3,1000
12087093,1998,4001263,1,2,22,0,0,20,3,8000
11927730,1978,4000350,1,1,20,0,0,11,3,7000
11928052,1976,4000350,1,1,20,0,0,11,3,7000
11978089,1997,4001084,2,1,48,0,0,61,3,1000
11978089,1997,4001084,2,1,48,0,0,61,3,9434
11929409,1996,4004854,2,1,34,0,0,27,3,1200
11944024,2006,4000350,1,1,20,0,0,11,3,7000
11982405,1961,4001125,1,1,62,0,0,53,3,9000
11982405,1961,4001125,1,1,62,0,0,53,3,9050
11982405,1961,4001125,1,1,62,0,0,53,3,2942
11982405,1961,4001125,1,1,62,0,0,53,3,6144
11982405,1961,4001125,1,1,62,0,0,53,3,8487
11982470,1946,4001125,1,1,62,0,0,53,3,9000
11982470,1946,4001125,1,1,62,0,0,53,3,9050
11982470,1946,4001125,1,1,62,0,0,53,3,2942
11982470,1946,4001125,1,1,62,0,0,53,3,6144
11982470,1946,4001125,1,1,62,0,0,53,3,8487
11535252,1990,4005207,1,1,142,1,18,130,4,8000
11490123,2003,4021179,1,2,33,0,0,43,3,6215
11490123,2003,4021179,1,2,33,0,0,43,3,4400
11490138,2002,4021179,1,2,33,0,0,43,3,6215
11490138,2002,4021179,1,2,33,0,0,43,3,4400
11490177,1999,9840277,1,2,1,0,0,1,0,1700
11490177,1999,9840277,1,2,1,0,0,1,0,9434
11490177,1999,9840277,1,2,1,0,0,1,0,5736
11490177,1999,9840277,1,2,1,0,0,1,0,79098
12012389,1910,4022997,1,1,32,0,0,48,2,3000
12012389,1910,4022997,1,1,32,0,0,48,2,3074
12012389,1910,4022997,1,1,32,0,0,48,2,1787
11990258,1905,4025566,3,1,34,0,0,41,3,6500
11990258,1905,4025566,3,1,34,0,0,41,3,6512
11490261,2004,9840277,1,2,1,0,0,1,0,1700
11490261,2004,9840277,1,2,1,0,0,1,0,9434
11490261,2004,9840277,1,2,1,0,0,1,0,5736
11490261,2004,9840277,1,2,1,0,0,1,0,79098
11999763,1984,4000359,3,1,44,0,0,43,3,6612
11999763,1984,4000359,3,1,44,0,0,43,3,20144
11999795,1942,4002545,3,1,25,0,0,22,3,20144
11999795,1942,4002545,3,1,25,0,0,22,3,6850
11978115,1995,4001084,2,1,48,0,0,61,3,1000
11978115,1995,4001084,2,1,48,0,0,61,3,9434
11978161,1999,4001084,2,1,48,0,0,61,3,1000
11978161,1999,4001084,2,1,48,0,0,61,3,9434
11434701,1910,4003676,3,1,49,0,0,53,4,6950
11434701,1910,4003676,3,1,49,0,0,53,4,6900
11507695,1979,4000844,1,1,52,0,0,38,3,8400
12224672,1939,4000359,3,1,44,0,0,43,3,6612
12224672,1939,4000359,3,1,44,0,0,43,3,20144
12224686,1958,4000359,3,1,44,0,0,43,3,6612
12224686,1958,4000359,3,1,44,0,0,43,3,20144
12224710,1970,4000359,3,1,44,0,0,43,3,6612
12224710,1970,4000359,3,1,44,0,0,43,3,20144
11201216,1998,11201080,1,2,0,0,0,1,0,8453
12297613,1957,4000419,2,1,30,0,0,51,3,1950
12297613,1957,4000419,2,1,30,0,0,51,3,1200
12029316,0,4022900,1,1,28,0,0,54,4,4500
12029316,0,4022900,1,1,28,0,0,54,4,8000
12038072,1985,4000520,3,1,38,0,0,40,3,6300
12038072,1985,4000520,3,1,38,0,0,40,3,6900
12083656,1967,4001263,1,2,22,0,0,20,3,1000
12083656,1967,4001263,1,2,22,0,0,20,3,8000
12083669,1966,4001263,1,2,22,0,0,20,3,1000
12083669,1966,4001263,1,2,22,0,0,20,3,8000
12009998,1970,4000257,1,1,36,0,0,23,3,4000
11990132,1994,4002109,3,1,30,0,0,32,3,6500
11990132,1994,4002109,3,1,30,0,0,32,3,6850
11990142,1964,4002109,3,1,30,0,0,32,3,6500
11990142,1964,4002109,3,1,30,0,0,32,3,6850
11999845,1955,4001448,3,1,10,0,0,16,3,6500
11999845,1955,4001448,3,1,10,0,0,16,3,5600
11773856,1967,4002109,3,1,30,0,0,32,3,6500
11773856,1967,4002109,3,1,30,0,0,32,3,6850
11728743,1957,4000299,1,1,81,0,0,87,4,3000
11728759,1992,4021674,1,1,2,0,0,9,3,3000
11743901,1750,4022938,3,1,5,0,0,19,4,6914
11754932,1910,4022749,1,1,62,0,0,77,4,8816
11754932,1910,4022749,1,1,62,0,0,77,4,8000
11754932,1910,4022749,1,1,62,0,0,77,4,8000
11764151,1901,4022997,1,1,32,0,0,48,2,3000
11764151,1901,4022997,1,1,32,0,0,48,2,3074
11764151,1901,4022997,1,1,32,0,0,48,2,1787
11773416,1933,4001204,3,1,33,0,0,41,3,4000
11773416,1933,4001204,3,1,33,0,0,41,3,6900
11773416,1933,4001204,3,1,33,0,0,41,3,31057
11769860,1911,4022997,1,1,32,0,0,48,2,3000
11769860,1911,4022997,1,1,32,0,0,48,2,3074
11769860,1911,4022997,1,1,32,0,0,48,2,1787
11770028,1918,4022997,1,1,32,0,0,48,2,3000
11770028,1918,4022997,1,1,32,0,0,48,2,3074
11770028,1918,4022997,1,1,32,0,0,48,2,1787
11773424,2001,10542315,2,1,30,0,0,35,3,1200
11773666,2002,10542315,2,1,30,0,0,35,3,1200
11773747,1998,10542315,2,1,30,0,0,35,3,1200
11773765,2001,10542315,2,1,30,0,0,35,3,1200
11773795,2003,10542315,2,1,30,0,0,35,3,1200
11743877,1745,4022938,3,1,5,0,0,19,4,6914
11743889,1750,4022938,3,1,5,0,0,19,4,6914
11680911,1966,4001031,1,1,52,0,0,62,3,9500
11680911,1966,4001031,1,1,52,0,0,62,3,4347
11680911,1966,4001031,1,1,52,0,0,62,3,8610
11680911,1966,4001031,1,1,52,0,0,62,3,8800
11754956,1882,9845009,1,1,4,0,0,9,0,6037
11754956,1882,9845009,1,1,4,0,0,9,0,9434
11755006,1911,4022749,1,1,62,0,0,77,4,8816
11755006,1911,4022749,1,1,62,0,0,77,4,8000
11755006,1911,4022749,1,1,62,0,0,77,4,8000
11748602,1970,4000198,3,1,126,0,0,120,4,6675
11748626,1977,4000198,3,1,126,0,0,120,4,6675
11749251,2003,4004993,1,1,135,0,0,111,3,9500
11749251,2003,4004993,1,1,135,0,0,111,3,4347
12010678,1948,4000257,1,1,36,0,0,23,3,4000
11681020,1946,4002295,1,1,105,0,0,90,4,8000
11723495,1999,4000211,2,2,38,0,0,32,3,1000
11723495,1999,4000211,2,2,38,0,0,32,3,2000
11723495,1999,4000211,2,2,38,0,0,32,3,9434
11723520,2004,4000211,2,2,38,0,0,32,3,1000
11723520,2004,4000211,2,2,38,0,0,32,3,2000
11723520,2004,4000211,2,2,38,0,0,32,3,9434
11709646,1955,4000359,3,1,44,0,0,43,3,6612
11709646,1955,4000359,3,1,44,0,0,43,3,20144
11676100,2000,10018824,1,1,59,0,0,71,3,8000
11676828,2000,10018824,1,1,59,0,0,71,3,8000
11724568,1988,4002296,2,1,189,0,0,177,4,3000
11724568,1988,4002296,2,1,189,0,0,177,4,3000
11724712,1995,4002296,2,1,189,0,0,177,4,3000
11724712,1995,4002296,2,1,189,0,0,177,4,3000
11724666,1962,4000188,1,2,146,0,0,277,4,4800
11724666,1962,4000188,1,2,146,0,0,277,4,14600
11724752,1961,4000188,1,2,146,0,0,277,4,4800
11724752,1961,4000188,1,2,146,0,0,277,4,14600
11731251,1917,4023259,1,1,2,0,0,9,3,8133
11731251,1917,4023259,1,1,2,0,0,9,3,8272
11734261,1928,4023429,2,1,90,0,0,129,4,1200
11734261,1928,4023429,2,1,90,0,0,129,4,1232
11748662,0,4000198,3,1,126,0,0,120,4,6675
11723429,1994,4000211,2,2,38,0,0,32,3,1000
11723429,1994,4000211,2,2,38,0,0,32,3,2000
11723429,1994,4000211,2,2,38,0,0,32,3,9434
11725805,1960,4000188,1,2,146,0,0,277,4,4800
11725805,1960,4000188,1,2,146,0,0,277,4,14600
11726079,1977,4000188,1,2,146,0,0,277,4,4800
11726079,1977,4000188,1,2,146,0,0,277,4,14600
11726270,1968,4000188,1,2,146,0,0,277,4,4800
11726270,1968,4000188,1,2,146,0,0,277,4,14600
11725243,1929,4023443,1,1,19,0,0,24,3,4000
11725243,1929,4023443,1,1,19,0,0,24,3,8847
11725243,1929,4023443,1,1,19,0,0,24,3,8132
11725287,1974,4005565,1,1,8,0,0,42,3,9500
11725287,1974,4005565,1,1,8,0,0,42,3,4347
11725287,1974,4005565,1,1,8,0,0,42,3,9630
11723622,2004,4000549,2,2,10,0,0,9,3,1000
11723622,2004,4000549,2,2,10,0,0,9,3,9434
11736330,1997,4003248,2,1,35,0,0,39,3,2500
11736389,1997,4003248,2,1,35,0,0,39,3,2500
11736605,2000,4003248,2,1,35,0,0,39,3,2500
11724809,1997,4002296,2,1,189,0,0,177,4,3000
11724809,1997,4002296,2,1,189,0,0,177,4,3000
11736216,1990,4003248,2,1,35,0,0,39,3,2500
11736253,1993,4003248,2,1,35,0,0,39,3,2500
11745891,2003,4004993,1,1,135,0,0,111,3,9500
11745891,2003,4004993,1,1,135,0,0,111,3,4347
11746188,1987,4004993,1,1,135,0,0,111,3,9500
11746188,1987,4004993,1,1,135,0,0,111,3,4347
11744649,1911,4022749,1,1,62,0,0,77,4,8816
11744649,1911,4022749,1,1,62,0,0,77,4,8000
11744649,1911,4022749,1,1,62,0,0,77,4,8000
11773947,1957,4001448,3,1,10,0,0,16,3,6500
11773947,1957,4001448,3,1,10,0,0,16,3,5600
11773967,1910,4025566,3,1,34,0,0,41,3,6500
11773967,1910,4025566,3,1,34,0,0,41,3,6512
11769075,1901,4022997,1,1,32,0,0,48,2,3000
11769075,1901,4022997,1,1,32,0,0,48,2,3074
11769075,1901,4022997,1,1,32,0,0,48,2,1787
11780793,1645,4022885,3,1,1,0,0,6,3,6982
11780793,1645,4022885,3,1,1,0,0,6,3,20144
11701542,1995,4001402,2,1,36,0,0,39,3,1200
11701542,1995,4001402,2,1,36,0,0,39,3,1286
11727983,1951,4023384,2,1,33,0,0,50,4,1000
11727983,1951,4023384,2,1,33,0,0,50,4,9434
11748717,1997,4000198,3,1,126,0,0,120,4,6675
11724393,1996,4002296,2,1,189,0,0,177,4,3000
11724393,1996,4002296,2,1,189,0,0,177,4,3000
11724454,1988,4002296,2,1,189,0,0,177,4,3000
11724454,1988,4002296,2,1,189,0,0,177,4,3000
11723640,2006,4000549,2,2,10,0,0,9,3,1000
11723640,2006,4000549,2,2,10,0,0,9,3,9434
11723662,2001,4000549,2,2,10,0,0,9,3,1000
11723662,2001,4000549,2,2,10,0,0,9,3,9434
11728188,1918,4023416,1,1,36,0,0,42,3,4000
11773324,1957,4002545,3,1,25,0,0,22,3,20144
11773324,1957,4002545,3,1,25,0,0,22,3,6850
11727406,1997,4001690,1,1,49,0,0,46,3,9100
11727406,1997,4001690,1,1,49,0,0,46,3,9434
11723709,2003,4000549,2,2,10,0,0,9,3,1000
11723709,2003,4000549,2,2,10,0,0,9,3,9434
11723965,1975,4001690,1,1,49,0,0,46,3,9100
11723965,1975,4001690,1,1,49,0,0,46,3,9434
11724027,1989,4001690,1,1,49,0,0,46,3,9100
11724027,1989,4001690,1,1,49,0,0,46,3,9434
11983735,1962,4000520,3,1,38,0,0,40,3,6300
11983735,1962,4000520,3,1,38,0,0,40,3,6900
11744583,0,4001031,1,1,52,0,0,62,3,9500
11744583,0,4001031,1,1,52,0,0,62,3,4347
11744583,0,4001031,1,1,52,0,0,62,3,8610
11744583,0,4001031,1,1,52,0,0,62,3,8800
12431588,1964,4001896,1,1,84,0,2,113,4,4600
12431588,1964,4001896,1,1,84,0,2,113,4,4600
12431683,1962,4001896,1,1,84,0,2,113,4,4600
12431683,1962,4001896,1,1,84,0,2,113,4,4600
12431828,1960,4001896,1,1,84,0,2,113,4,4600
12431828,1960,4001896,1,1,84,0,2,113,4,4600
12431937,1960,4001896,1,1,84,0,2,113,4,4600
12431937,1960,4001896,1,1,84,0,2,113,4,4600
12435490,1940,4000260,1,1,40,0,0,80,3,7166
12430768,1823,4002469,2,1,0,0,0,4,2,2000
12433537,2004,4001896,1,1,84,0,2,113,4,4600
12433537,2004,4001896,1,1,84,0,2,113,4,4600
12430797,2007,4001117,1,1,80,0,0,48,3,8000
12432495,1957,4023414,2,1,42,0,0,41,3,1200
12432505,1971,4002059,1,1,74,0,0,88,4,7000
12432505,1971,4002059,1,1,74,0,0,88,4,8000
12431840,1966,4001896,1,1,84,0,2,113,4,4600
12431840,1966,4001896,1,1,84,0,2,113,4,4600
12431856,1965,4001896,1,1,84,0,2,113,4,4600
12431856,1965,4001896,1,1,84,0,2,113,4,4600
11775797,1910,4022997,1,1,32,0,0,48,2,3000
11775797,1910,4022997,1,1,32,0,0,48,2,3074
11775797,1910,4022997,1,1,32,0,0,48,2,1787
11774061,1940,4002535,3,1,26,0,0,29,3,6648
11780803,1863,4022861,3,1,12,0,0,26,3,6900
12320851,1925,4023406,1,1,29,0,0,41,3,4112
12320851,1925,4023406,1,1,29,0,0,41,3,3400
12320851,1925,4023406,1,1,29,0,0,41,3,8458
12320851,1925,4023406,1,1,29,0,0,41,3,5736
12459713,1913,4025537,1,1,76,0,0,87,5,6200
12459713,1913,4025537,1,1,76,0,0,87,5,5400
12459713,1913,4025537,1,1,76,0,0,87,5,5400
12459713,1913,4025537,1,1,76,0,0,87,5,2500
14107522,1897,4023259,1,1,2,0,0,9,3,8133
14107522,1897,4023259,1,1,2,0,0,9,3,8272
12484276,1806,4022976,1,1,7,0,0,22,3,9500
12484276,1806,4022976,1,1,7,0,0,22,3,4347
12484276,1806,4022976,1,1,7,0,0,22,3,8800
12525308,1912,4000050,2,1,64,0,0,82,3,1071
12525308,1912,4000050,2,1,64,0,0,82,3,8000
12436753,1913,4000050,2,1,64,0,0,82,3,1071
12436753,1913,4000050,2,1,64,0,0,82,3,8000
12436770,1929,4000050,2,1,64,0,0,82,3,1071
12436770,1929,4000050,2,1,64,0,0,82,3,8000
12436777,1917,4000050,2,1,64,0,0,82,3,1071
12436777,1917,4000050,2,1,64,0,0,82,3,8000
12431295,1966,4001896,1,1,84,0,2,113,4,4600
12431295,1966,4001896,1,1,84,0,2,113,4,4600
11780683,1624,4022885,3,1,1,0,0,6,3,6982
11780683,1624,4022885,3,1,1,0,0,6,3,20144
12419611,1989,4001952,1,1,98,0,0,77,3,4854
12419634,1986,4001952,1,1,98,0,0,77,3,4854
12431336,1966,4001896,1,1,84,0,2,113,4,4600
12431336,1966,4001896,1,1,84,0,2,113,4,4600
12431391,1971,4001896,1,1,84,0,2,113,4,4600
12431391,1971,4001896,1,1,84,0,2,113,4,4600
12431493,1978,4001896,1,1,84,0,2,113,4,4600
12431493,1978,4001896,1,1,84,0,2,113,4,4600
12431502,1961,4001896,1,1,84,0,2,113,4,4600
12431502,1961,4001896,1,1,84,0,2,113,4,4600
11780708,1630,4022885,3,1,1,0,0,6,3,6982
11780708,1630,4022885,3,1,1,0,0,6,3,20144
11708954,1865,4023008,1,1,6,0,0,11,3,22100
11708954,1865,4023008,1,1,6,0,0,11,3,22100
11708954,1865,4023008,1,1,6,0,0,11,3,8320
12431565,1986,4001896,1,1,84,0,2,113,4,4600
12431565,1986,4001896,1,1,84,0,2,113,4,4600
11701436,1988,4001402,2,1,36,0,0,39,3,1200
11701436,1988,4001402,2,1,36,0,0,39,3,1286
11701491,1987,4001402,2,1,36,0,0,39,3,1200
11701491,1987,4001402,2,1,36,0,0,39,3,1286
12010127,1980,4000257,1,1,36,0,0,23,3,4000
12010144,1982,4000257,1,1,36,0,0,23,3,4000
12422269,1945,4000050,2,1,64,0,0,82,3,1071
12422269,1945,4000050,2,1,64,0,0,82,3,8000
11726429,1966,4023414,2,1,42,0,0,41,3,1200
11726516,1965,4023414,2,1,42,0,0,41,3,1200
11744465,0,4022749,1,1,62,0,0,77,4,8816
11744465,0,4022749,1,1,62,0,0,77,4,8000
11744465,0,4022749,1,1,62,0,0,77,4,8000
11744523,1914,4001031,1,1,52,0,0,62,3,9500
11744523,1914,4001031,1,1,52,0,0,62,3,4347
11744523,1914,4001031,1,1,52,0,0,62,3,8610
11744523,1914,4001031,1,1,52,0,0,62,3,8800
12364009,1948,4000307,3,1,24,0,0,25,3,6850
12364009,1948,4000307,3,1,24,0,0,25,3,6340
11727724,1784,4022930,2,1,7,0,0,29,4,1200
11744655,1911,4022749,1,1,62,0,0,77,4,8816
11744655,1911,4022749,1,1,62,0,0,77,4,8000
11744655,1911,4022749,1,1,62,0,0,77,4,8000
11744673,1911,4022749,1,1,62,0,0,77,4,8816
11744673,1911,4022749,1,1,62,0,0,77,4,8000
11744673,1911,4022749,1,1,62,0,0,77,4,8000
12116006,2006,4000147,1,1,60,0,0,45,3,1000
12116151,1971,4002059,1,1,74,0,0,88,4,7000
12116151,1971,4002059,1,1,74,0,0,88,4,8000
12428895,1988,4004993,1,1,135,0,0,111,3,9500
12428895,1988,4004993,1,1,135,0,0,111,3,4347
12280165,1993,4021179,1,2,33,0,0,43,3,6215
12280165,1993,4021179,1,2,33,0,0,43,3,4400
12107569,1981,4000359,3,1,44,0,0,43,3,6612
12107569,1981,4000359,3,1,44,0,0,43,3,20144
12107275,1924,4023402,1,1,48,0,0,62,4,4000
13901562,1906,4022823,2,1,40,0,0,75,4,1000
13901562,1906,4022823,2,1,40,0,0,75,4,1180
13901562,1906,4022823,2,1,40,0,0,75,4,9434
12141302,1860,4022826,1,1,10,0,0,22,3,8000
12283700,1997,4021179,1,2,33,0,0,43,3,6215
12283700,1997,4021179,1,2,33,0,0,43,3,4400
12283721,1994,4021179,1,2,33,0,0,43,3,6215
12283721,1994,4021179,1,2,33,0,0,43,3,4400
12283962,2006,4021179,1,2,33,0,0,43,3,6215
12283962,2006,4021179,1,2,33,0,0,43,3,4400
12284028,2007,4021179,1,2,33,0,0,43,3,6215
12284028,2007,4021179,1,2,33,0,0,43,3,4400
12433427,1975,4000319,1,1,195,0,0,227,4,6000
12107211,1946,4023384,2,1,33,0,0,50,4,1000
12107211,1946,4023384,2,1,33,0,0,50,4,9434
13942347,2005,4005207,1,1,142,1,18,130,4,8000
12222963,1953,4001669,1,1,74,0,0,86,3,3074
12222963,1953,4001669,1,1,74,0,0,86,3,3000
12222963,1953,4001669,1,1,74,0,0,86,3,3400
12222963,1953,4001669,1,1,74,0,0,86,3,8458
12222963,1953,4001669,1,1,74,0,0,86,3,5736
12222963,1953,4001669,1,1,74,0,0,86,3,3074
12222963,1953,4001669,1,1,74,0,0,86,3,1787
12431032,1925,4000050,2,1,64,0,0,82,3,1071
12431032,1925,4000050,2,1,64,0,0,82,3,8000
12431046,1915,4000050,2,1,64,0,0,82,3,1071
12431046,1915,4000050,2,1,64,0,0,82,3,8000
12431057,1984,4000419,2,1,30,0,0,51,3,1950
12431057,1984,4000419,2,1,30,0,0,51,3,1200
12223096,1978,4001669,1,1,74,0,0,86,3,3074
12223096,1978,4001669,1,1,74,0,0,86,3,3000
12223096,1978,4001669,1,1,74,0,0,86,3,3400
12223096,1978,4001669,1,1,74,0,0,86,3,8458
12223096,1978,4001669,1,1,74,0,0,86,3,5736
12223096,1978,4001669,1,1,74,0,0,86,3,3074
12223096,1978,4001669,1,1,74,0,0,86,3,1787
12223145,1991,4001669,1,1,74,0,0,86,3,3074
12223145,1991,4001669,1,1,74,0,0,86,3,3000
12223145,1991,4001669,1,1,74,0,0,86,3,3400
12223145,1991,4001669,1,1,74,0,0,86,3,8458
12223145,1991,4001669,1,1,74,0,0,86,3,5736
12223145,1991,4001669,1,1,74,0,0,86,3,3074
12223145,1991,4001669,1,1,74,0,0,86,3,1787
12223158,2000,4001669,1,1,74,0,0,86,3,3074
12223158,2000,4001669,1,1,74,0,0,86,3,3000
12223158,2000,4001669,1,1,74,0,0,86,3,3400
12223158,2000,4001669,1,1,74,0,0,86,3,8458
12223158,2000,4001669,1,1,74,0,0,86,3,5736
12223158,2000,4001669,1,1,74,0,0,86,3,3074
12223158,2000,4001669,1,1,74,0,0,86,3,1787
12733997,1953,4000188,1,2,146,0,0,277,4,4800
12733997,1953,4000188,1,2,146,0,0,277,4,14600
12856885,1958,4000188,1,2,146,0,0,277,4,4800
12856885,1958,4000188,1,2,146,0,0,277,4,14600
12142880,1981,4021003,1,1,9,0,0,6,3,8750
12142956,1987,4021003,1,1,9,0,0,6,3,8750
12142999,1991,4021003,1,1,9,0,0,6,3,8750
12120328,1989,4001918,1,1,28,0,0,24,3,6000
12283778,2001,4021179,1,2,33,0,0,43,3,6215
12283778,2001,4021179,1,2,33,0,0,43,3,4400
12283804,2002,4021179,1,2,33,0,0,43,3,6215
12283804,2002,4021179,1,2,33,0,0,43,3,4400
12283922,2005,4021179,1,2,33,0,0,43,3,6215
12283922,2005,4021179,1,2,33,0,0,43,3,4400
12433566,1998,4001896,1,1,84,0,2,113,4,4600
12433566,1998,4001896,1,1,84,0,2,113,4,4600
12240127,1975,4001318,1,1,20,0,0,31,3,8000
12240306,1978,4001464,1,1,84,0,0,76,3,3000
12240306,1978,4001464,1,1,84,0,0,76,3,4415
12240306,1978,4001464,1,1,84,0,0,76,3,6005
12240306,1978,4001464,1,1,84,0,0,76,3,9434
12240306,1978,4001464,1,1,84,0,0,76,3,3274
12110904,1992,4000214,1,1,44,0,0,24,3,9450
12111002,1994,4000214,1,1,44,0,0,24,3,9450
12111082,1989,4000214,1,1,44,0,0,24,3,9450
12111198,2001,4000214,1,1,44,0,0,24,3,9450
12094501,2002,4000147,1,1,60,0,0,45,3,1000
13982315,1686,4023147,1,1,12,0,1,51,4,8000
12309533,1974,4002109,3,1,30,0,0,32,3,6500
12309533,1974,4002109,3,1,30,0,0,32,3,6850
12364057,1641,4022885,3,1,1,0,0,6,3,6982
12364057,1641,4022885,3,1,1,0,0,6,3,20144
12364646,1958,4000299,1,1,81,0,0,87,4,3000
12298374,2004,4001117,1,1,80,0,0,48,3,8000
12364981,1856,4022822,2,1,43,0,0,95,4,1200
12237591,1924,4023402,1,1,48,0,0,62,4,4000
12237627,1915,4023402,1,1,48,0,0,62,4,4000
12116861,1982,4000309,1,1,71,0,0,66,3,1700
12116861,1982,4000309,1,1,71,0,0,66,3,9434
12116861,1982,4000309,1,1,71,0,0,66,3,5736
12116861,1982,4000309,1,1,71,0,0,66,3,79098
