WERK,WERK_JAHR,URHEBER,SPRACHE,GESCHLECHT,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LITERATUR,RATING,PLZ
13683710,1924,4025361,1,1,2,0,0,1,1,4400
13681748,1844,4022825,1,1,150,0,0,274,5,4000
13717265,1979,4000766,1,1,145,0,1,162,4,8000
6013034,1928,4023384,2,1,33,0,0,50,4,1000
6013034,1928,4023384,2,1,33,0,0,50,4,9434
9802848,1914,4000030,2,1,62,0,0,94,4,2500
9802848,1914,4000030,2,1,62,0,0,94,4,1288
6004081,1914,4000020,2,1,71,0,0,109,4,1200
6004682,1911,4000030,2,1,62,0,0,94,4,2500
6004682,1911,4000030,2,1,62,0,0,94,4,1288
10937125,2000,4001004,1,1,66,0,0,77,3,6370
10937125,2000,4001004,1,1,66,0,0,77,3,8458
10937125,2000,4001004,1,1,66,0,0,77,3,4436
13878761,1975,4001464,1,1,84,0,0,76,3,3000
13878761,1975,4001464,1,1,84,0,0,76,3,4415
13878761,1975,4001464,1,1,84,0,0,76,3,6005
13878761,1975,4001464,1,1,84,0,0,76,3,9434
13878761,1975,4001464,1,1,84,0,0,76,3,3274
14008263,2014,4001143,3,1,40,0,0,42,3,6500
12296747,2006,4001117,1,1,80,0,0,48,3,8000
10073322,1914,4023477,1,1,24,0,0,30,3,5000
10073322,1914,4023477,1,1,24,0,0,30,3,9434
10501426,1958,4000928,1,1,75,0,0,86,4,7000
13983500,1884,4005539,1,1,4,0,0,8,3,7503
11468178,1980,4000399,2,1,20,0,0,24,3,1700
11241110,1993,4000072,1,1,256,0,0,385,5,3000
14072631,1851,4022905,2,1,12,0,0,28,5,75015
14072631,1851,4022905,2,1,12,0,0,28,5,2400
14072631,1851,4022905,2,1,12,0,0,28,5,75000
11533619,1992,4000766,1,1,145,0,1,162,4,8000
11724730,1984,4002296,2,1,189,0,0,177,4,3000
11724730,1984,4002296,2,1,189,0,0,177,4,3000
11444239,1986,4002307,1,2,70,0,0,77,3,3000
11999743,1983,4000565,3,1,60,0,0,48,3,6925
11999743,1983,4000565,3,1,60,0,0,48,3,6830
11999743,1983,4000565,3,1,60,0,0,48,3,9000
14091967,1902,4022753,1,1,32,0,0,32,3,8712
14091967,1902,4022753,1,1,32,0,0,32,3,8703
12320817,1924,4023402,1,1,48,0,0,62,4,4000
12094568,2004,4000147,1,1,60,0,0,45,3,1000
12685228,1969,4001669,1,1,74,0,0,86,3,3074
12685228,1969,4001669,1,1,74,0,0,86,3,3000
12685228,1969,4001669,1,1,74,0,0,86,3,3400
12685228,1969,4001669,1,1,74,0,0,86,3,8458
12685228,1969,4001669,1,1,74,0,0,86,3,5736
12685228,1969,4001669,1,1,74,0,0,86,3,3074
12685228,1969,4001669,1,1,74,0,0,86,3,1787
12852036,1990,4000533,1,1,57,0,0,54,4,8000
11773479,1939,4001448,3,1,10,0,0,16,3,6500
11773479,1939,4001448,3,1,10,0,0,16,3,5600
11724628,1957,4000188,1,2,146,0,0,277,4,4800
11724628,1957,4000188,1,2,146,0,0,277,4,14600
11724646,1988,4002296,2,1,189,0,0,177,4,3000
11724646,1988,4002296,2,1,189,0,0,177,4,3000
11734370,1904,4023429,2,1,90,0,0,129,4,1200
11734370,1904,4023429,2,1,90,0,0,129,4,1232
11773977,1930,4025566,3,1,34,0,0,41,3,6500
11773977,1930,4025566,3,1,34,0,0,41,3,6512
13996104,1968,4001318,1,1,20,0,0,31,3,8000
14160993,1812,4022930,2,1,7,0,0,29,4,1200
6012127,1945,4000314,1,1,53,0,0,64,4,3000
6012590,1930,4023424,1,1,18,0,0,37,3,8000
6014576,1865,4022827,1,1,65,0,0,107,4,6440
6014576,1865,4022827,1,1,65,0,0,107,4,4532
12431429,1858,4022900,1,1,28,0,0,54,4,4500
12431429,1858,4022900,1,1,28,0,0,54,4,8000
12431544,1983,4001896,1,1,84,0,2,113,4,4600
12431544,1983,4001896,1,1,84,0,2,113,4,4600
11701475,1992,4001402,2,1,36,0,0,39,3,1200
11701475,1992,4001402,2,1,36,0,0,39,3,1286
9623838,1921,4023429,2,1,90,0,0,129,4,1200
9623838,1921,4023429,2,1,90,0,0,129,4,1232
12431192,1965,4001896,1,1,84,0,2,113,4,4600
12431192,1965,4001896,1,1,84,0,2,113,4,4600
12363932,1960,4023806,3,1,22,0,0,23,3,1200
12363932,1960,4023806,3,1,22,0,0,23,3,1787
12431006,1910,4000020,2,1,71,0,0,109,4,1200
12707380,1858,4022900,1,1,28,0,0,54,4,4500
12707380,1858,4022900,1,1,28,0,0,54,4,8000
6012926,1888,4022827,1,1,65,0,0,107,4,6440
6012926,1888,4022827,1,1,65,0,0,107,4,4532
6012506,1913,4000030,2,1,62,0,0,94,4,2500
6012506,1913,4000030,2,1,62,0,0,94,4,1288
6012962,1866,4022827,1,1,65,0,0,107,4,6440
6012962,1866,4022827,1,1,65,0,0,107,4,4532
9889869,1960,4001469,1,1,35,0,0,44,3,8000
9889869,1960,4001469,1,1,35,0,0,44,3,4000
9884141,1936,4023416,1,1,36,0,0,42,3,4000
9884456,1973,4000316,1,1,20,0,0,21,3,3000
9899334,1992,4001142,2,2,19,0,0,17,3,1950
12597961,1996,4000072,1,1,256,0,0,385,5,3000
12669261,0,4000040,1,1,52,1,0,80,5,1000
12669261,0,4000040,1,1,52,1,0,80,5,8267
12720217,1926,4026070,3,1,7,0,0,6,3,6900
12694481,1765,4022976,1,1,7,0,0,22,3,9500
12694481,1765,4022976,1,1,7,0,0,22,3,4347
12694481,1765,4022976,1,1,7,0,0,22,3,8800
9956898,1786,4022917,1,1,14,0,0,33,3,8000
9997497,1803,4022934,2,1,15,0,0,42,4,1426
9997497,1803,4022934,2,1,15,0,0,42,4,2000
9899617,1967,4002545,3,1,25,0,0,22,3,20144
9899617,1967,4002545,3,1,25,0,0,22,3,6850
9908000,1918,4022823,2,1,40,0,0,75,4,1000
9908000,1918,4022823,2,1,40,0,0,75,4,1180
9908000,1918,4022823,2,1,40,0,0,75,4,9434
9923008,1785,4022891,2,1,3,0,0,14,3,1200
9923008,1785,4022891,2,1,3,0,0,14,3,1430
9923008,1785,4022891,2,1,3,0,0,14,3,1110
9926849,1976,4001952,1,1,98,0,0,77,3,4854
12611717,1954,4001125,1,1,62,0,0,53,3,9000
12611717,1954,4001125,1,1,62,0,0,53,3,9050
12611717,1954,4001125,1,1,62,0,0,53,3,2942
12611717,1954,4001125,1,1,62,0,0,53,3,6144
12611717,1954,4001125,1,1,62,0,0,53,3,8487
12584982,1882,4023269,1,1,2,0,0,3,3,5600
12584982,1882,4023269,1,1,2,0,0,3,3,8000
12584982,1882,4023269,1,1,2,0,0,3,3,5736
12476280,1890,4022823,2,1,40,0,0,75,4,1000
12476280,1890,4022823,2,1,40,0,0,75,4,1180
12476280,1890,4022823,2,1,40,0,0,75,4,9434
12625399,1923,4022823,2,1,40,0,0,75,4,1000
12625399,1923,4022823,2,1,40,0,0,75,4,1180
12625399,1923,4022823,2,1,40,0,0,75,4,9434
10303108,1908,4022823,2,1,40,0,0,75,4,1000
10303108,1908,4022823,2,1,40,0,0,75,4,1180
10303108,1908,4022823,2,1,40,0,0,75,4,9434
13865396,1928,4002436,1,1,25,0,0,35,3,4000
9923721,1976,4000316,1,1,20,0,0,21,3,3000
9975157,1946,4002545,3,1,25,0,0,22,3,20144
9975157,1946,4002545,3,1,25,0,0,22,3,6850
12493178,1864,4023201,1,1,5,0,0,11,3,4000
12487567,1937,4000061,2,1,24,0,0,69,4,2000
12475777,1898,4025566,3,1,34,0,0,41,3,6500
12475777,1898,4025566,3,1,34,0,0,41,3,6512
11533237,1954,4000766,1,1,145,0,1,162,4,8000
11982182,1973,4001125,1,1,62,0,0,53,3,9000
11982182,1973,4001125,1,1,62,0,0,53,3,9050
11982182,1973,4001125,1,1,62,0,0,53,3,2942
11982182,1973,4001125,1,1,62,0,0,53,3,6144
11982182,1973,4001125,1,1,62,0,0,53,3,8487
11942275,2006,4001117,1,1,80,0,0,48,3,8000
10051714,1914,4023424,1,1,18,0,0,37,3,8000
10073183,1911,4023477,1,1,24,0,0,30,3,5000
10073183,1911,4023477,1,1,24,0,0,30,3,9434
10124027,1949,4000066,1,1,62,0,0,82,4,6000
12773930,1957,4000188,1,2,146,0,0,277,4,4800
12773930,1957,4000188,1,2,146,0,0,277,4,14600
12866051,1968,4000188,1,2,146,0,0,277,4,4800
12866051,1968,4000188,1,2,146,0,0,277,4,14600
12888882,1972,4000188,1,2,146,0,0,277,4,4800
12888882,1972,4000188,1,2,146,0,0,277,4,14600
14071892,1932,4000040,1,1,52,1,0,80,5,1000
14071892,1932,4000040,1,1,52,1,0,80,5,8267
12901649,1957,4000188,1,2,146,0,0,277,4,4800
12901649,1957,4000188,1,2,146,0,0,277,4,14600
12853590,1958,4000188,1,2,146,0,0,277,4,4800
12853590,1958,4000188,1,2,146,0,0,277,4,14600
11724441,1990,4002296,2,1,189,0,0,177,4,3000
11724441,1990,4002296,2,1,189,0,0,177,4,3000
12431643,1959,4001896,1,1,84,0,2,113,4,4600
12431643,1959,4001896,1,1,84,0,2,113,4,4600
12456336,1972,4000260,1,1,40,0,0,80,3,7166
12309288,1913,4022997,1,1,32,0,0,48,2,3000
12309288,1913,4022997,1,1,32,0,0,48,2,3074
12309288,1913,4022997,1,1,32,0,0,48,2,1787
10152559,1941,4000602,1,1,40,0,0,51,4,3000
10152559,1941,4000602,1,1,40,0,0,51,4,8000
12852743,1991,4001464,1,1,84,0,0,76,3,3000
12852743,1991,4001464,1,1,84,0,0,76,3,4415
12852743,1991,4001464,1,1,84,0,0,76,3,6005
12852743,1991,4001464,1,1,84,0,0,76,3,9434
12852743,1991,4001464,1,1,84,0,0,76,3,3274
6011830,1991,4000516,1,1,62,0,4,43,3,2500
6011830,1991,4000516,1,1,62,0,4,43,3,3989
12534045,1765,4022976,1,1,7,0,0,22,3,9500
12534045,1765,4022976,1,1,7,0,0,22,3,4347
12534045,1765,4022976,1,1,7,0,0,22,3,8800
12767809,1956,4000188,1,2,146,0,0,277,4,4800
12767809,1956,4000188,1,2,146,0,0,277,4,14600
12879368,1906,4023605,1,1,5,0,0,11,3,9500
12879368,1906,4023605,1,1,5,0,0,11,3,4347
12879368,1906,4023605,1,1,5,0,0,11,3,8625
12879368,1906,4023605,1,1,5,0,0,11,3,9434
12879368,1906,4023605,1,1,5,0,0,11,3,8625
12956369,1975,4000188,1,2,146,0,0,277,4,4800
12956369,1975,4000188,1,2,146,0,0,277,4,14600
12912479,2009,4000516,1,1,62,0,4,43,3,2500
12912479,2009,4000516,1,1,62,0,4,43,3,3989
12982720,2007,4000445,1,1,25,0,0,34,3,6000
12982720,2007,4000445,1,1,25,0,0,34,3,6010
13885863,1919,4022870,2,1,17,0,0,36,4,75015
13885863,1919,4022870,2,1,17,0,0,36,4,1000
13885863,1919,4022870,2,1,17,0,0,36,4,9434
13885863,1919,4022870,2,1,17,0,0,36,4,75000
12818367,2007,4000319,1,1,195,0,0,227,4,6000
12994476,1975,4002260,2,1,11,0,0,10,2,8810
12994476,1975,4002260,2,1,11,0,0,10,2,1700
10395492,1950,4000040,1,1,52,1,0,80,5,1000
10395492,1950,4000040,1,1,52,1,0,80,5,8267
12901691,1969,4000188,1,2,146,0,0,277,4,4800
12901691,1969,4000188,1,2,146,0,0,277,4,14600
12989105,1982,4000188,1,2,146,0,0,277,4,4800
12989105,1982,4000188,1,2,146,0,0,277,4,14600
13144791,1913,4023469,2,1,17,0,0,28,3,1325
13144791,1913,4023469,2,1,17,0,0,28,3,1000
13144791,1913,4023469,2,1,17,0,0,28,3,9434
13063993,1994,4004627,1,1,127,0,0,112,4,8000
14076067,0,14107398,1,1,0,0,0,0,0,1000
11037607,1995,4005207,1,1,142,1,18,130,4,8000
13271265,1937,4000071,1,1,74,0,0,83,4,6654
13271265,1937,4000071,1,1,74,0,0,83,4,3000
14132482,1751,4032191,1,1,4,0,0,14,3,3400
14132482,1751,4032191,1,1,4,0,0,14,3,8458
14132482,1751,4032191,1,1,4,0,0,14,3,9434
14132482,1751,4032191,1,1,4,0,0,14,3,5736
14083254,1935,4023424,1,1,18,0,0,37,3,8000
13760987,1974,4001669,1,1,74,0,0,86,3,3074
13760987,1974,4001669,1,1,74,0,0,86,3,3000
13760987,1974,4001669,1,1,74,0,0,86,3,3400
13760987,1974,4001669,1,1,74,0,0,86,3,8458
13760987,1974,4001669,1,1,74,0,0,86,3,5736
13760987,1974,4001669,1,1,74,0,0,86,3,3074
13760987,1974,4001669,1,1,74,0,0,86,3,1787
13869792,1959,4002019,1,1,31,0,0,29,3,8000
13869792,1959,4002019,1,1,31,0,0,29,3,6600
14179721,2013,4000533,1,1,57,0,0,54,4,8000
14179548,1998,4000533,1,1,57,0,0,54,4,8000
10023713,1973,4001464,1,1,84,0,0,76,3,3000
10023713,1973,4001464,1,1,84,0,0,76,3,4415
10023713,1973,4001464,1,1,84,0,0,76,3,6005
10023713,1973,4001464,1,1,84,0,0,76,3,9434
10023713,1973,4001464,1,1,84,0,0,76,3,3274
13895278,1994,4001464,1,1,84,0,0,76,3,3000
13895278,1994,4001464,1,1,84,0,0,76,3,4415
13895278,1994,4001464,1,1,84,0,0,76,3,6005
13895278,1994,4001464,1,1,84,0,0,76,3,9434
13895278,1994,4001464,1,1,84,0,0,76,3,3274
10051476,1904,4023424,1,1,18,0,0,37,3,8000
10051699,1904,4023424,1,1,18,0,0,37,3,8000
10122834,1913,4000067,1,1,68,0,0,88,4,8000
10122834,1913,4000067,1,1,68,0,0,88,4,8458
10158627,1977,4000602,1,1,40,0,0,51,4,3000
10158627,1977,4000602,1,1,40,0,0,51,4,8000
12280133,1990,4021179,1,2,33,0,0,43,3,6215
12280133,1990,4021179,1,2,33,0,0,43,3,4400
12956373,1975,4000188,1,2,146,0,0,277,4,4800
12956373,1975,4000188,1,2,146,0,0,277,4,14600
12633677,1991,4005207,1,1,142,1,18,130,4,8000
12720174,1944,4026070,3,1,7,0,0,6,3,6900
12967501,1990,4000188,1,2,146,0,0,277,4,4800
12967501,1990,4000188,1,2,146,0,0,277,4,14600
12970114,1988,4000072,1,1,256,0,0,385,5,3000
10296789,1909,4002535,3,1,26,0,0,29,3,6648
6001275,1960,4000257,1,1,36,0,0,23,3,4000
10359367,0,4023384,2,1,33,0,0,50,4,1000
10359367,0,4023384,2,1,33,0,0,50,4,9434
11944000,1999,4000350,1,1,20,0,0,11,3,7000
12801373,1954,4000188,1,2,146,0,0,277,4,4800
12801373,1954,4000188,1,2,146,0,0,277,4,14600
13298553,1956,4002295,1,1,105,0,0,90,4,8000
12888862,1965,4000188,1,2,146,0,0,277,4,4800
12888862,1965,4000188,1,2,146,0,0,277,4,14600
13835245,1997,4001464,1,1,84,0,0,76,3,3000
13835245,1997,4001464,1,1,84,0,0,76,3,4415
13835245,1997,4001464,1,1,84,0,0,76,3,6005
13835245,1997,4001464,1,1,84,0,0,76,3,9434
13835245,1997,4001464,1,1,84,0,0,76,3,3274
12864724,1930,4023384,2,1,33,0,0,50,4,1000
12864724,1930,4023384,2,1,33,0,0,50,4,9434
13839477,1957,4002295,1,1,105,0,0,90,4,8000
13722671,1999,4004627,1,1,127,0,0,112,4,8000
13756802,1928,4000040,1,1,52,1,0,80,5,1000
13756802,1928,4000040,1,1,52,1,0,80,5,8267
13722742,2012,4004627,1,1,127,0,0,112,4,8000
6003798,1932,4023636,1,1,20,0,0,31,4,5000
6003798,1932,4023636,1,1,20,0,0,31,4,6900
6003798,1932,4023636,1,1,20,0,0,31,4,9434
6004056,1944,4000020,2,1,71,0,0,109,4,1200
6004338,0,4000020,2,1,71,0,0,109,4,1200
10950065,1989,4000221,1,1,60,0,0,81,4,7000
10926363,1973,4001004,1,1,66,0,0,77,3,6370
10926363,1973,4001004,1,1,66,0,0,77,3,8458
10926363,1973,4001004,1,1,66,0,0,77,3,4436
12767256,1954,4000188,1,2,146,0,0,277,4,4800
12767256,1954,4000188,1,2,146,0,0,277,4,14600
12773961,1958,4000188,1,2,146,0,0,277,4,4800
12773961,1958,4000188,1,2,146,0,0,277,4,14600
12735190,1959,4000188,1,2,146,0,0,277,4,4800
12735190,1959,4000188,1,2,146,0,0,277,4,14600
13722412,1991,4004627,1,1,127,0,0,112,4,8000
13720839,1979,4022382,1,2,149,1,0,123,4,6300
6004184,1945,4000020,2,1,71,0,0,109,4,1200
6003733,1931,4023636,1,1,20,0,0,31,4,5000
6003733,1931,4023636,1,1,20,0,0,31,4,6900
6003733,1931,4023636,1,1,20,0,0,31,4,9434
12852097,1991,4000533,1,1,57,0,0,54,4,8000
14002966,1933,4000040,1,1,52,1,0,80,5,1000
14002966,1933,4000040,1,1,52,1,0,80,5,8267
11625692,1965,4001078,2,1,7,0,0,8,3,1000
11625692,1965,4001078,2,1,7,0,0,8,3,1255
11625692,1965,4001078,2,1,7,0,0,8,3,9434
13170609,1955,4025944,1,1,4,0,0,7,3,9000
13170609,1955,4025944,1,1,4,0,0,7,3,2942
13170609,1955,4025944,1,1,4,0,0,7,3,8424
12852068,1993,4000533,1,1,57,0,0,54,4,8000
12871585,1963,4000188,1,2,146,0,0,277,4,4800
12871585,1963,4000188,1,2,146,0,0,277,4,14600
14083387,1917,4023424,1,1,18,0,0,37,3,8000
14088829,1904,4000050,2,1,64,0,0,82,3,1071
14088829,1904,4000050,2,1,64,0,0,82,3,8000
14083135,1916,4023424,1,1,18,0,0,37,3,8000
6004674,1934,4000030,2,1,62,0,0,94,4,2500
6004674,1934,4000030,2,1,62,0,0,94,4,1288
6004568,1919,4000029,1,1,42,0,0,64,4,8534
6004568,1919,4000029,1,1,42,0,0,64,4,5608
11444007,1977,4002307,1,2,70,0,0,77,3,3000
6003451,1780,4022976,1,1,7,0,0,22,3,9500
6003451,1780,4022976,1,1,7,0,0,22,3,4347
6003451,1780,4022976,1,1,7,0,0,22,3,8800
6003818,1930,4023636,1,1,20,0,0,31,4,5000
6003818,1930,4023636,1,1,20,0,0,31,4,6900
6003818,1930,4023636,1,1,20,0,0,31,4,9434
6004272,1918,4000020,2,1,71,0,0,109,4,1200
6003738,1953,4023636,1,1,20,0,0,31,4,5000
6003738,1953,4023636,1,1,20,0,0,31,4,6900
6003738,1953,4023636,1,1,20,0,0,31,4,9434
11244692,1983,4000072,1,1,256,0,0,385,5,3000
11556604,1914,4000064,1,1,37,0,0,58,3,4000
12853010,1984,4001464,1,1,84,0,0,76,3,3000
12853010,1984,4001464,1,1,84,0,0,76,3,4415
12853010,1984,4001464,1,1,84,0,0,76,3,6005
12853010,1984,4001464,1,1,84,0,0,76,3,9434
12853010,1984,4001464,1,1,84,0,0,76,3,3274
14076523,1906,4022749,1,1,62,0,0,77,4,8816
14076523,1906,4022749,1,1,62,0,0,77,4,8000
14076523,1906,4022749,1,1,62,0,0,77,4,8000
14089989,1946,4000059,1,1,33,0,0,63,3,3000
6012130,1946,4000314,1,1,53,0,0,64,4,3000
6012097,1929,4000314,1,1,53,0,0,64,4,3000
13170516,1941,4025944,1,1,4,0,0,7,3,9000
13170516,1941,4025944,1,1,4,0,0,7,3,2942
13170516,1941,4025944,1,1,4,0,0,7,3,8424
14076469,1906,4022749,1,1,62,0,0,77,4,8816
14076469,1906,4022749,1,1,62,0,0,77,4,8000
14076469,1906,4022749,1,1,62,0,0,77,4,8000
9789146,1917,4000040,1,1,52,1,0,80,5,1000
9789146,1917,4000040,1,1,52,1,0,80,5,8267
9789185,1930,4000040,1,1,52,1,0,80,5,1000
9789185,1930,4000040,1,1,52,1,0,80,5,8267
11978102,1990,4001084,2,1,48,0,0,61,3,1000
11978102,1990,4001084,2,1,48,0,0,61,3,9434
12033777,1917,4000064,1,1,37,0,0,58,3,4000
12970224,1988,4000072,1,1,256,0,0,385,5,3000
12982838,2008,4000445,1,1,25,0,0,34,3,6000
12982838,2008,4000445,1,1,25,0,0,34,3,6010
9884478,1964,4001125,1,1,62,0,0,53,3,9000
9884478,1964,4001125,1,1,62,0,0,53,3,9050
9884478,1964,4001125,1,1,62,0,0,53,3,2942
9884478,1964,4001125,1,1,62,0,0,53,3,6144
9884478,1964,4001125,1,1,62,0,0,53,3,8487
13845162,1989,4002368,1,2,68,0,0,88,4,6330
13845162,1989,4002368,1,2,68,0,0,88,4,9434
13845162,1989,4002368,1,2,68,0,0,88,4,5644
9893835,1963,4002109,3,1,30,0,0,32,3,6500
9893835,1963,4002109,3,1,30,0,0,32,3,6850
9928187,1939,4000064,1,1,37,0,0,58,3,4000
11723508,2004,4000211,2,2,38,0,0,32,3,1000
11723508,2004,4000211,2,2,38,0,0,32,3,2000
11723508,2004,4000211,2,2,38,0,0,32,3,9434
11736272,1996,4003248,2,1,35,0,0,39,3,2500
11726559,1950,4023414,2,1,42,0,0,41,3,1200
9909271,1999,4003012,2,1,108,0,0,63,3,2000
9922970,1983,4004993,1,1,135,0,0,111,3,9500
9922970,1983,4004993,1,1,135,0,0,111,3,4347
9940042,1926,4000040,1,1,52,1,0,80,5,1000
9940042,1926,4000040,1,1,52,1,0,80,5,8267
13170362,1911,4025944,1,1,4,0,0,7,3,9000
13170362,1911,4025944,1,1,4,0,0,7,3,2942
13170362,1911,4025944,1,1,4,0,0,7,3,8424
10005280,1907,4022753,1,1,32,0,0,32,3,8712
10005280,1907,4022753,1,1,32,0,0,32,3,8703
12436784,1936,4000050,2,1,64,0,0,82,3,1071
12436784,1936,4000050,2,1,64,0,0,82,3,8000
11726394,1968,4023414,2,1,42,0,0,41,3,1200
12431138,1965,4001896,1,1,84,0,2,113,4,4600
12431138,1965,4001896,1,1,84,0,2,113,4,4600
6013434,1912,4022828,1,1,103,0,0,164,4,3800
6013434,1912,4022828,1,1,103,0,0,164,4,3400
6013434,1912,4022828,1,1,103,0,0,164,4,8458
6013434,1912,4022828,1,1,103,0,0,164,4,5736
6013403,1914,4022828,1,1,103,0,0,164,4,3800
6013403,1914,4022828,1,1,103,0,0,164,4,3400
6013403,1914,4022828,1,1,103,0,0,164,4,8458
6013403,1914,4022828,1,1,103,0,0,164,4,5736
6013358,1905,4022828,1,1,103,0,0,164,4,3800
6013358,1905,4022828,1,1,103,0,0,164,4,3400
6013358,1905,4022828,1,1,103,0,0,164,4,8458
6013358,1905,4022828,1,1,103,0,0,164,4,5736
6004322,0,4000020,2,1,71,0,0,109,4,1200
14180765,1538,13986301,1,1,2,0,0,10,4,5736
14180765,1538,13986301,1,1,2,0,0,10,4,97990
13720862,1984,4022382,1,2,149,1,0,123,4,6300
6012124,1943,4000314,1,1,53,0,0,64,4,3000
6013397,1911,4022828,1,1,103,0,0,164,4,3800
6013397,1911,4022828,1,1,103,0,0,164,4,3400
6013397,1911,4022828,1,1,103,0,0,164,4,8458
6013397,1911,4022828,1,1,103,0,0,164,4,5736
6013367,0,4022828,1,1,103,0,0,164,4,3800
6013367,0,4022828,1,1,103,0,0,164,4,3400
6013367,0,4022828,1,1,103,0,0,164,4,8458
6013367,0,4022828,1,1,103,0,0,164,4,5736
11558665,1988,4005833,1,2,53,2,0,40,3,8000
6010059,1961,4005574,1,1,125,0,0,126,5,8636
6010059,1961,4005574,1,1,125,0,0,126,5,1227
6010059,1961,4005574,1,1,125,0,0,126,5,9044
13802656,2012,4006081,1,2,26,0,0,17,2,9434
13802656,2012,4006081,1,2,26,0,0,17,2,5736
13802656,2012,4006081,1,2,26,0,0,17,2,4242
6007478,1930,4000040,1,1,52,1,0,80,5,1000
6007478,1930,4000040,1,1,52,1,0,80,5,8267
13148206,2006,4003516,1,1,36,0,1,38,3,3000
6012988,1921,4023384,2,1,33,0,0,50,4,1000
6012988,1921,4023384,2,1,33,0,0,50,4,9434
6013443,1912,4022828,1,1,103,0,0,164,4,3800
6013443,1912,4022828,1,1,103,0,0,164,4,3400
6013443,1912,4022828,1,1,103,0,0,164,4,8458
6013443,1912,4022828,1,1,103,0,0,164,4,5736
13144447,1993,4003516,1,1,36,0,1,38,3,3000
6013419,1912,4022828,1,1,103,0,0,164,4,3800
6013419,1912,4022828,1,1,103,0,0,164,4,3400
6013419,1912,4022828,1,1,103,0,0,164,4,8458
6013419,1912,4022828,1,1,103,0,0,164,4,5736
6013426,1907,4022828,1,1,103,0,0,164,4,3800
6013426,1907,4022828,1,1,103,0,0,164,4,3400
6013426,1907,4022828,1,1,103,0,0,164,4,8458
6013426,1907,4022828,1,1,103,0,0,164,4,5736
6013194,1846,4022827,1,1,65,0,0,107,4,6440
6013194,1846,4022827,1,1,65,0,0,107,4,4532
6013713,1858,4022827,1,1,65,0,0,107,4,6440
6013713,1858,4022827,1,1,65,0,0,107,4,4532
13204307,0,4023269,1,1,2,0,0,3,3,5600
13204307,0,4023269,1,1,2,0,0,3,3,8000
13204307,0,4023269,1,1,2,0,0,3,3,5736
6012508,1910,4000030,2,1,62,0,0,94,4,2500
6012508,1910,4000030,2,1,62,0,0,94,4,1288
6014094,1867,4022827,1,1,65,0,0,107,4,6440
6014094,1867,4022827,1,1,65,0,0,107,4,4532
6014007,1846,4022827,1,1,65,0,0,107,4,6440
6014007,1846,4022827,1,1,65,0,0,107,4,4532
6012953,1854,4022827,1,1,65,0,0,107,4,6440
6012953,1854,4022827,1,1,65,0,0,107,4,4532
6012956,1879,4022827,1,1,65,0,0,107,4,6440
6012956,1879,4022827,1,1,65,0,0,107,4,4532
6013175,1919,4023384,2,1,33,0,0,50,4,1000
6013175,1919,4023384,2,1,33,0,0,50,4,9434
6014550,1858,4022827,1,1,65,0,0,107,4,6440
6014550,1858,4022827,1,1,65,0,0,107,4,4532
6014564,1863,4022827,1,1,65,0,0,107,4,6440
6014564,1863,4022827,1,1,65,0,0,107,4,4532
6014023,1876,4022827,1,1,65,0,0,107,4,6440
6014023,1876,4022827,1,1,65,0,0,107,4,4532
6008867,1941,4000040,1,1,52,1,0,80,5,1000
6008867,1941,4000040,1,1,52,1,0,80,5,8267
6012070,1923,4000071,1,1,74,0,0,83,4,6654
6012070,1923,4000071,1,1,74,0,0,83,4,3000
6012075,1925,4000071,1,1,74,0,0,83,4,6654
6012075,1925,4000071,1,1,74,0,0,83,4,3000
6012339,1907,4022753,1,1,32,0,0,32,3,8712
6012339,1907,4022753,1,1,32,0,0,32,3,8703
9580084,1878,4022827,1,1,65,0,0,107,4,6440
9580084,1878,4022827,1,1,65,0,0,107,4,4532
6014554,1867,4022827,1,1,65,0,0,107,4,6440
6014554,1867,4022827,1,1,65,0,0,107,4,4532
9587767,1870,4022827,1,1,65,0,0,107,4,6440
9587767,1870,4022827,1,1,65,0,0,107,4,4532
13778226,1959,13790366,1,1,0,0,0,0,0,10000
13778226,1959,13790366,1,1,0,0,0,0,0,17403
9572406,1876,4022827,1,1,65,0,0,107,4,6440
9572406,1876,4022827,1,1,65,0,0,107,4,4532
6007388,1918,4000020,2,1,71,0,0,109,4,1200
6012514,1911,4000030,2,1,62,0,0,94,4,2500
6012514,1911,4000030,2,1,62,0,0,94,4,1288
6012510,1953,4000030,2,1,62,0,0,94,4,2500
6012510,1953,4000030,2,1,62,0,0,94,4,1288
6006060,1686,4022858,2,1,2,0,0,12,4,1200
6004695,1922,4000030,2,1,62,0,0,94,4,2500
6004695,1922,4000030,2,1,62,0,0,94,4,1288
6004698,1931,4000030,2,1,62,0,0,94,4,2500
6004698,1931,4000030,2,1,62,0,0,94,4,1288
6012501,1911,4000030,2,1,62,0,0,94,4,2500
6012501,1911,4000030,2,1,62,0,0,94,4,1288
6008884,1940,4000040,1,1,52,1,0,80,5,1000
6008884,1940,4000040,1,1,52,1,0,80,5,8267
13829285,1819,4023023,1,2,9,0,0,20,3,78467
6004669,1935,4000030,2,1,62,0,0,94,4,2500
6004669,1935,4000030,2,1,62,0,0,94,4,1288
6012150,1952,4000314,1,1,53,0,0,64,4,3000
