Objektbez,Jahr,namident,sprcode,Geschlecht,gebjahr,todjahr,ausstellungen,events,performances,literatur,rating,NATIONALITAET
Ölmalerei,1948,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1937,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1944,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1942,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1929,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1927,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1937,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1932,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1932,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1934,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1935,"Dietrich, Adolf",DEU,M,1877,1957,52,1,0,80,*****,CH
Ölmalerei,1907,"Pfister, Albert",DEU,M,1884,1978,32,0,0,32,***,CH
Ölmalerei,1953,"Pfister, Albert",DEU,M,1884,1978,32,0,0,32,***,CH
Ölmalerei,1940,"Pfister, Albert",DEU,M,1884,1978,32,0,0,32,***,CH
Ölmalerei,1907,"Pfister, Albert",DEU,M,1884,1978,32,0,0,32,***,CH
Kreidezeichnung,1975,"Pfister, Albert",DEU,M,1884,1978,32,0,0,32,***,CH
Betonplastik,1984,"Fischli / Weiss",DEU,M,1979,2012,219,1,0,296,*****,CH
"Foto Art",1998,"Fischli / Weiss",DEU,M,1979,2012,219,1,0,296,*****,CH
Installation,1997,"Honegger, Gottfried",DEU,M,1917,2016,145,0,1,162,****,CH
Ölmalerei,1965,"Honegger, Gottfried",DEU,M,1917,2016,145,0,1,162,****,CH
Mischtechnik,1978,"Lecoultre, Jean",FRA,M,1930,,48,0,0,61,***,CH
Ölmalerei,1946,"Hunziker, Max",DEU,M,1901,1976,32,0,0,44,***,CH
Gipsplastik,1973,"Hunziker, Max",DEU,M,1901,1976,32,0,0,44,***,CH
Ölmalerei,1945,"Hunziker, Max",DEU,M,1901,1976,32,0,0,44,***,CH
grafica,1934,"Patocchi, Aldo",ITA,M,1907,1986,33,0,0,41,***,CH
Acrylmalerei,1979,"Krüsi, Hans",DEU,M,1920,1995,27,0,0,34,***,CH
Zeichnung,1938,"Krüsi, Hans",DEU,M,1920,1995,27,0,0,34,***,CH
Ölmalerei,1740,"Petrini, Giuseppe Antonio (Il Cavalier Petrini)",ITA,M,1677,1759,5,0,0,19,****,CH
Ölmalerei,,"Petrini, Giuseppe Antonio (Il Cavalier Petrini)",ITA,M,1677,1759,5,0,0,19,****,CH
Acrylmalerei,1968,"Müller-Brittnau, Willy",DEU,M,1938,2003,58,0,0,65,***,CH
Ölmalerei,1968,"Müller-Brittnau, Willy",DEU,M,1938,2003,58,0,0,65,***,CH
Ölmalerei,1992,"Pola, Paolo",DEU,M,1942,,63,0,0,30,***,CH
Ölmalerei,1937,"Baumberger, Otto",DEU,M,1889,1961,42,0,0,64,****,CH
Lithographie,1913,"Baumberger, Otto",DEU,M,1889,1961,42,0,0,64,****,CH
Zeichnung,1918,"Baumberger, Otto",DEU,M,1889,1961,42,0,0,64,****,CH
Lithographie,1925,"Baumberger, Otto",DEU,M,1889,1961,42,0,0,64,****,CH
Temperamalerei,1940,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Malerei,1881,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
tempera,1908,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Mischtechnik,,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Temperamalerei,,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
aquarelle,1907,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
tempera,1881,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
aquarelle,1881,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
tempera,1911,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
tempera,1900,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Aquarell,,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Ölmalerei,,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Gouache,1930,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Gouache,1930,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Ölmalerei,1892,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Temperamalerei,,"Biéler, Ernest",FRA,M,1863,1948,40,0,0,75,****,CH
Temperamalerei,1931,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Ölmalerei,1934,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Tuschezeichnung,1946,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Gouache,1931,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Zeichnung,1921,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Gouache,1921,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Mischtechnik,1921,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Ölmalerei,1944,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Mischtechnik,1953,"Moos, Max von",DEU,M,1903,1979,62,0,0,82,****,CH
Aquarell,1870,"Corrodi, Salomon",DEU,M,1810,1892,6,0,0,11,***,CH
Aquarell,1849,"Corrodi, Salomon",DEU,M,1810,1892,6,0,0,11,***,CH
Plastik,1970,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Textilkunst,1955,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Plastik,1993,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Plastik,1968,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Kohlezeichnung,1956,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Plastik,1969,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Textilkunst,1959,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Kohlezeichnung,1953,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Buchgestaltung,1954,"Aeppli, Eva",DEU,F,1925,2015,146,0,0,277,****,CH
Ölmalerei,1922,"Neuhaus, Werner",DEU,M,1897,1934,29,0,0,41,***,CH
Ölmalerei,1924,"Neuhaus, Werner",DEU,M,1897,1934,29,0,0,41,***,CH
Ölmalerei,1922,"Neuhaus, Werner",DEU,M,1897,1934,29,0,0,41,***,CH
Ölmalerei,1914,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1904,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1911,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1910,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1914,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1885,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1906,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1908,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1905,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1913,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1913,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1914,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1910,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
Ölmalerei,1915,"Buri, Max Alfred",DEU,M,1868,1915,103,0,0,164,****,CH
"peinture à l'huile",1800,"Sablet, Jacques",FRA,M,1749,1803,7,0,0,14,****,CH
Skulptur,1667,"Guggenbichler, Johann Meinrad",DEU,M,1649,1723,,0,0,5,***,
Ölmalerei,1860,"Bosshardt, Johann Caspar",DEU,M,1823,1887,3,0,0,7,****,CH
Ölmalerei,1874,"Bosshardt, Johann Caspar",DEU,M,1823,1887,3,0,0,7,****,CH
Ölmalerei,1824,"Müller, Johannes",DEU,M,1806,1897,6,0,0,16,***,CH
Ölmalerei,1966,"Anüll, Ian",DEU,M,1948,,99,0,0,89,****,CH
Ölmalerei,1966,"Anüll, Ian",DEU,M,1948,,99,0,0,89,****,CH
Aquarell,1966,"Anüll, Ian",DEU,M,1948,,99,0,0,89,****,CH
Aquarell,1966,"Anüll, Ian",DEU,M,1948,,99,0,0,89,****,CH
Aquarell,1966,"Anüll, Ian",DEU,M,1948,,99,0,0,89,****,CH
Ölmalerei,1929,"Sulzbachner, Max",DEU,M,1904,1985,25,0,0,35,***,CH
Ölmalerei,1924,"Sulzbachner, Max",DEU,M,1904,1985,25,0,0,35,***,CH
Gouache,1984,"Stocker, Ludwig",DEU,M,1932,,49,0,0,46,***,CH
Zeichnung,,"Meyer, Conrad (Konrad)",DEU,M,1618,1689,12,0,1,51,****,CH
Zeichnung,,"Meyer, Conrad (Konrad)",DEU,M,1618,1689,12,0,1,51,****,CH
Pastell,1945,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
Ölmalerei,1966,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
Ölmalerei,1947,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
Ölmalerei,1956,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
gouache,1955,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
Ölmalerei,1947,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
Ölmalerei,1980,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
gouache,,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
gouache,1940,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
gouache,1955,"Carigiet, Alois",DEU,M,1902,1985,40,0,0,80,***,CH
Ölmalerei,1741,"Schalch, Johann (Jan) Jakob (Jacob)",DEU,M,1723,1789,6,0,0,11,***,CH
"peinture à l'huile",1841,"Castan, Elisée (Elysée) Jules Gustave",FRA,M,1823,1892,24,0,0,28,***,CH
sculpture,1922,"Reymond, Edmond Casimir",FRA,M,1893,1969,17,0,0,28,***,CH
Ölmalerei,1912,"Renggli, Eduard Johann",DEU,M,1882,1939,8,0,0,17,***,CH
Ölmalerei,1824,"Koch, Joseph Anton",DEU,M,1768,1839,35,0,0,54,****,A
Ölmalerei,1952,"Liner, Carl (junior)",DEU,M,1914,1997,62,0,0,53,***,CH
Zeichnung,1972,"Liner, Carl (junior)",DEU,M,1914,1997,62,0,0,53,***,CH
Ölmalerei,1949,"Liner, Carl (junior)",DEU,M,1914,1997,62,0,0,53,***,CH
Ölmalerei,1686,"Huber, Johann Rudolf (der Ältere)",DEU,M,1668,1748,9,0,0,22,****,CH
Ölmalerei,1735,"Huber, Johann Rudolf (der Ältere)",DEU,M,1668,1748,9,0,0,22,****,CH
Ölmalerei,1894,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1892,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1892,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Zeichnung,1898,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1879,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Aquarell,,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1874,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1886,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
"pittura ad olio",1880,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1880,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1889,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1885,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1886,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1884,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,,"Segantini, Giovanni Battista Emmanuele Maria",DEU,M,1858,1899,106,0,0,173,*****,staatenlos
Ölmalerei,1879,"Frölicher, Otto",DEU,M,1840,1890,28,0,0,54,****,CH
Ölmalerei,1858,"Frölicher, Otto",DEU,M,1840,1890,28,0,0,54,****,CH
"peinture à l'huile",1983,"Müller, Grégoire",FRA,M,1947,,26,0,0,53,***,CH
"peinture à l'huile",2000,"Müller, Grégoire",FRA,M,1947,,26,0,0,53,***,CH
"peinture à l'huile",1998,"Müller, Grégoire",FRA,M,1947,,26,0,0,53,***,CH
"peinture à l'huile",1992,"Müller, Grégoire",FRA,M,1947,,26,0,0,53,***,CH
"peinture à l'huile",1994,"Müller, Grégoire",FRA,M,1947,,26,0,0,53,***,CH
Betonplastik,1967,"Vivarelli, Carlo",DEU,M,1919,1986,20,0,0,31,***,CH
Ölmalerei,1890,"Ritter, Caspar",DEU,M,1861,1923,2,0,0,9,***,CH
Eisenplastik,1940,"Wotruba, Fritz",DEU,M,1907,1975,17,0,0,23,****,A
Ölmalerei,1969,"Püschel, Secondo",DEU,M,1931,1997,22,0,0,12,***,CH
Ölmalerei,1864,"Ciseri, Antonio",ITA,M,1821,1891,12,0,0,31,*****,"CH, I"
Ölmalerei,1908,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1919,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1921,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1907,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1909,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1906,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1911,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
gravure,1925,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1913,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
Mischtechnik,1912,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
"peinture à l'huile",1915,"Vallet, Edouard-Eugène-Francis",FRA,M,1876,1929,90,0,0,129,****,"CH, F"
Mischtechnik,1989,"Dickerhof, Urs",DEU,M,1941,,62,0,0,49,***,CH
Ölmalerei,1995,"Fries, Pia",DEU,F,1955,,33,0,0,43,***,CH
Ölmalerei,1991,"Fries, Pia",DEU,F,1955,,33,0,0,43,***,CH
Plakat,1912,"Mangold, Burkhard",DEU,M,1873,1950,37,0,0,58,***,CH
Plakat,1910,"Mangold, Burkhard",DEU,M,1873,1950,37,0,0,58,***,CH
Ölmalerei,1895,"Walser, Karl (Carl) Edmund",DEU,M,1877,1943,20,0,0,43,****,CH
Aquarell,1894,"Walser, Karl (Carl) Edmund",DEU,M,1877,1943,20,0,0,43,****,CH
Temperamalerei,1939,"Gessner, Robert S.",DEU,M,1908,1982,31,0,0,29,***,CH
Gouache,1936,"Gessner, Robert S.",DEU,M,1908,1982,31,0,0,29,***,CH
Gouache,1941,"Gessner, Robert S.",DEU,M,1908,1982,31,0,0,29,***,CH
Temperamalerei,1938,"Gessner, Robert S.",DEU,M,1908,1982,31,0,0,29,***,CH
Temperamalerei,1939,"Gessner, Robert S.",DEU,M,1908,1982,31,0,0,29,***,CH
Ölmalerei,1974,"Gessner, Robert S.",DEU,M,1908,1982,31,0,0,29,***,CH
sérigraphie,1976,"Huber, Hans-Rudolf",FRA,M,1936,2008,24,0,0,31,***,CH
"peinture à l'acryl",1954,"Huber, Hans-Rudolf",FRA,M,1936,2008,24,0,0,31,***,CH
dessin,1986,"Huber, Hans-Rudolf",FRA,M,1936,2008,24,0,0,31,***,CH
Acrylmalerei,1987,"Mosset, Olivier",FRA,M,1944,,189,0,0,177,****,CH
Acrylmalerei,1966,"Mosset, Olivier",FRA,M,1944,,189,0,0,177,****,CH
Ölmalerei,1991,"Witschi, Hans",DEU,M,1954,,28,0,0,24,***,CH
"pittura ad olio",1898,"Sartori, Augusto",ITA,M,1880,1957,34,0,0,41,***,CH
"pittura ad olio",1898,"Sartori, Augusto",ITA,M,1880,1957,34,0,0,41,***,CH
Ölmalerei,1831,"Huber, Jakob Wilhelm",DEU,M,1787,1871,3,0,0,5,***,CH
Ölmalerei,1808,"Huber, Jakob Wilhelm",DEU,M,1787,1871,3,0,0,5,***,CH
Ölmalerei,1969,"Fries, Willy",DEU,M,1907,1980,8,0,0,42,***,CH
Zeichnung,1934,"Fries, Willy",DEU,M,1907,1980,8,0,0,42,***,CH
Ölmalerei,1935,"Ballmer, Karl",DEU,M,1891,1958,20,0,0,31,****,CH
Mischtechnik,1920,"Ballmer, Karl",DEU,M,1891,1958,20,0,0,31,****,CH
Mischtechnik,1930,"Ballmer, Karl",DEU,M,1891,1958,20,0,0,31,****,CH
Ölmalerei,1925,"Ballmer, Karl",DEU,M,1891,1958,20,0,0,31,****,CH
Ölmalerei,1917,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1925,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1936,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1905,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1909,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1937,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1911,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1929,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1910,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1957,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
Ölmalerei,1936,"Berger, Hans",FRA,M,1882,1977,62,0,0,94,****,CH
"pittura ad olio",1897,"Aerni, Franz Theodor",DEU,M,1853,1918,1,0,0,3,**,CH
Ölmalerei,1876,"Aerni, Franz Theodor",DEU,M,1853,1918,1,0,0,3,**,CH
Aquatinta,1996,"LeWitt, Sol",DEU,M,1928,2007,4,0,0,3,~,
Acrylmalerei,1979,"Baer, Peter",DEU,M,1936,,17,0,0,21,***,CH
Mischtechnik,1999,"Ehrismann, Walter",DEU,M,1943,,20,0,0,11,***,CH
"bronze relief",1863,"Bovy, Jean-François-Antoine",FRA,M,1795,1877,2,0,0,7,**,"CH, F"
Fotografie,1960,"Unbekannt, 20. Jahrhundert",DEU,,1901,2000,,0,0,NULL,~,
,1916,"Unbekannt, 20. Jahrhundert",DEU,,1901,2000,,0,0,NULL,~,
Ölmalerei,1888,"Keller, Albert von",DEU,M,1844,1920,10,0,0,20,***,"CH, D"
Ölmalerei,1890,"Keller, Albert von",DEU,M,1844,1920,10,0,0,20,***,"CH, D"
Ölmalerei,1894,"Keller, Albert von",DEU,M,1844,1920,10,0,0,20,***,"CH, D"
Ölmalerei,1910,"Keller, Albert von",DEU,M,1844,1920,10,0,0,20,***,"CH, D"
Ölmalerei,1908,"Keller, Albert von",DEU,M,1844,1920,10,0,0,20,***,"CH, D"
Ölmalerei,1904,"Boss, Eduard",DEU,M,1873,1958,32,0,0,48,**,CH
Aquarell,1903,"Boss, Eduard",DEU,M,1873,1958,32,0,0,48,**,CH
Mischtechnik,1912,"Boss, Eduard",DEU,M,1873,1958,32,0,0,48,**,CH
Zeichnung,1906,"Puy, Jean",DEU,M,1876,1960,1,0,0,1,~,F
Ölmalerei,1849,"Lavieille, Eugène",FRA,M,1820,1889,,0,0,NULL,~,
"pittura ad olio",1977,"Amici, Gianfranco",ITA,M,1932,,1,0,0,1,~,
Zeichnung,1933,"Feininger, Lyonel",DEU,M,1871,1956,1,0,0,1,~,
Zeichnung,1523,"Schweiger, Jörg",DEU,M,1470,1533,1,0,0,2,*,
Ölmalerei,1917,"Matisse, Henri",DEU,M,1869,1954,7,0,0,9,~,F
Zeichnung,1973,"Darboven, Hanne",DEU,F,1941,,4,0,0,1,~,D
"pittura ad olio",1997,"Mury, Francine",ITA,F,1947,,48,0,0,27,***,CH
"dessin au crayon",,"Vibert, Pierre-Eugène",FRA,M,1875,1937,13,0,0,19,***,CH
"peinture à l'huile",1886,"Girardet, Léopold-Henri",FRA,M,1848,1917,7,0,0,10,**,
"peinture à l'huile",1888,"Girardet, Léopold-Henri",FRA,M,1848,1917,7,0,0,10,**,
Zeichnung,1883,"Rodin, Auguste",FRA,M,1840,1917,7,0,0,9,~,
Malerei,1948,"Fontana, Lucio",DEU,M,1899,1968,13,0,0,5,~,I
Malerei,1952,"Kreuzberg, Pitt",DEU,M,1888,1966,,0,0,NULL,~,
affresco,1500,"Antonio da Tradate",ITA,M,1492,1510,,0,0,19,***,
Ölmalerei,1930,"Schoellhorn, Hans",DEU,M,1892,1982,17,0,0,25,**,CH
Ölmalerei,1876,"Koradi, Hermann David Salomon > Corrodi, Hermann David Salomon",DEU,,1844,1905,2,0,0,10,***,
"dessin aux crayons de couleur",1924,"Corbaz, Aloyse > Aloïse",FRA,,1886,1964,174,0,0,180,****,CH
"dessin aux crayons de couleur",1941,"Corbaz, Aloyse > Aloïse",FRA,,1886,1964,174,0,0,180,****,CH
"dessin aux crayons de couleur",1924,"Corbaz, Aloyse > Aloïse",FRA,,1886,1964,174,0,0,180,****,CH
"dessin aux crayons de couleur",1956,"Corbaz, Aloyse > Aloïse",FRA,,1886,1964,174,0,0,180,****,CH
"dessin à la craie",1960,"Corbaz, Aloyse > Aloïse",FRA,,1886,1964,174,0,0,180,****,CH
"dessin aux crayons de couleur",1951,"Corbaz, Aloyse > Aloïse",FRA,,1886,1964,174,0,0,180,****,CH
"dessin aux crayons de couleur",1951,"Corbaz, Aloyse > Aloïse",FRA,,1886,1964,174,0,0,180,****,CH
Ölmalerei,1948,"Hindenlang, Charles > Hindenlang, Karl Heinrich",DEU,,1894,1960,36,0,0,42,***,CH
Ölmalerei,1924,"Hindenlang, Charles > Hindenlang, Karl Heinrich",DEU,,1894,1960,36,0,0,42,***,CH
Ölmalerei,1919,"Hindenlang, Charles > Hindenlang, Karl Heinrich",DEU,,1894,1960,36,0,0,42,***,CH
Ölmalerei,1942,"Hindenlang, Charles > Hindenlang, Karl Heinrich",DEU,,1894,1960,36,0,0,42,***,CH
Ölmalerei,1920,"Hindenlang, Charles > Hindenlang, Karl Heinrich",DEU,,1894,1960,36,0,0,42,***,CH
Mischtechnik,1938,"Penta > Kunz, Emma",DEU,,1892,1963,27,0,0,34,***,CH
Mischtechnik,1938,"Penta > Kunz, Emma",DEU,,1892,1963,27,0,0,34,***,CH
Mischtechnik,1938,"Penta > Kunz, Emma",DEU,,1892,1963,27,0,0,34,***,CH
Zeichnung,1938,"Penta > Kunz, Emma",DEU,,1892,1963,27,0,0,34,***,CH
"peinture à l'acryl",1992,"Pagnard, René > Myrha, René",FRA,,1939,,44,0,0,47,***,CH
Ölmalerei,1816,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1772,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1796,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1788,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1767,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1809,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1792,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1788,"Reinhardt, Joseph > Reinhard, Josef",DEU,,1749,1824,17,0,0,63,****,CH
Ölmalerei,1628,"Giovanni della Voltolina > Serodine, Giovanni",ITA,,1600,1630,6,0,0,20,*****,CH
Aquarell,,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1809,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1813,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1820,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1815,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1815,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1807,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1781,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1781,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1781,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
Ölmalerei,1781,"Bidermann, Johann Jakob > Biedermann, Johann Jakob",DEU,,1763,1830,25,0,0,57,****,CH
