HAUPTNR,JAHR,URHAUPTNR,SPRCODE,GESCHLECHT,AUSSTELLUNGEN,EVENTS,PER2OR1ANCES,LITERATUR,RATING,PLZ
12861774,1946,4022676,2,0,174,0,0,180,4,1188
12861774,1946,4022676,2,0,174,0,0,180,4,1000
12861774,1946,4022676,2,0,174,0,0,180,4,9434
12824400,1924,4022676,2,0,174,0,0,180,4,1188
12824400,1924,4022676,2,0,174,0,0,180,4,1000
12824400,1924,4022676,2,0,174,0,0,180,4,9434
12824417,1960,4022676,2,0,174,0,0,180,4,1188
12824417,1960,4022676,2,0,174,0,0,180,4,1000
12824417,1960,4022676,2,0,174,0,0,180,4,9434
12840017,1925,4022676,2,0,174,0,0,180,4,1188
12840017,1925,4022676,2,0,174,0,0,180,4,1000
12840017,1925,4022676,2,0,174,0,0,180,4,9434
12840053,1924,4022676,2,0,174,0,0,180,4,1188
12840053,1924,4022676,2,0,174,0,0,180,4,1000
12840053,1924,4022676,2,0,174,0,0,180,4,9434
12819027,1941,4022676,2,0,174,0,0,180,4,1188
12819027,1941,4022676,2,0,174,0,0,180,4,1000
12819027,1941,4022676,2,0,174,0,0,180,4,9434
12915046,1948,4022676,2,0,174,0,0,180,4,1188
12915046,1948,4022676,2,0,174,0,0,180,4,1000
12915046,1948,4022676,2,0,174,0,0,180,4,9434
12950013,1941,4022676,2,0,174,0,0,180,4,1188
12950013,1941,4022676,2,0,174,0,0,180,4,1000
12950013,1941,4022676,2,0,174,0,0,180,4,9434
12812945,1941,4022676,2,0,174,0,0,180,4,1188
12812945,1941,4022676,2,0,174,0,0,180,4,1000
12812945,1941,4022676,2,0,174,0,0,180,4,9434
12774352,1941,4022676,2,0,174,0,0,180,4,1188
12774352,1941,4022676,2,0,174,0,0,180,4,1000
12774352,1941,4022676,2,0,174,0,0,180,4,9434
12758413,1959,4022676,2,0,174,0,0,180,4,1188
12758413,1959,4022676,2,0,174,0,0,180,4,1000
12758413,1959,4022676,2,0,174,0,0,180,4,9434
12860632,1946,4022676,2,0,174,0,0,180,4,1188
12860632,1946,4022676,2,0,174,0,0,180,4,1000
12860632,1946,4022676,2,0,174,0,0,180,4,9434
12947979,1960,4022676,2,0,174,0,0,180,4,1188
12947979,1960,4022676,2,0,174,0,0,180,4,1000
12947979,1960,4022676,2,0,174,0,0,180,4,9434
10009970,1798,4022942,1,0,17,0,0,63,4,6000
10009970,1798,4022942,1,0,17,0,0,63,4,9434
10009970,1798,4022942,1,0,17,0,0,63,4,6000
10009970,1798,4022942,1,0,17,0,0,63,4,9434
10833379,1979,4002372,1,1,30,0,0,33,3,3000
10833379,1979,4002372,1,1,30,0,0,33,3,8400
12281280,1514,4022816,1,0,67,0,0,435,5,3000
12799730,1951,4022676,2,0,174,0,0,180,4,1188
12799730,1951,4022676,2,0,174,0,0,180,4,1000
12799730,1951,4022676,2,0,174,0,0,180,4,9434
12286458,1520,4022816,1,0,67,0,0,435,5,3000
12686992,1926,4001811,1,0,14,0,0,20,3,6000
13177241,1950,4022676,2,0,174,0,0,180,4,1188
13177241,1950,4022676,2,0,174,0,0,180,4,1000
13177241,1950,4022676,2,0,174,0,0,180,4,9434
12855424,1981,4000353,1,2,80,0,0,93,3,8000
12829897,1943,4022676,2,0,174,0,0,180,4,1188
12829897,1943,4022676,2,0,174,0,0,180,4,1000
12829897,1943,4022676,2,0,174,0,0,180,4,9434
12846013,1941,4022676,2,0,174,0,0,180,4,1188
12846013,1941,4022676,2,0,174,0,0,180,4,1000
12846013,1941,4022676,2,0,174,0,0,180,4,9434
12845991,1941,4022676,2,0,174,0,0,180,4,1188
12845991,1941,4022676,2,0,174,0,0,180,4,1000
12845991,1941,4022676,2,0,174,0,0,180,4,9434
12848808,1941,4022676,2,0,174,0,0,180,4,1188
12848808,1941,4022676,2,0,174,0,0,180,4,1000
12848808,1941,4022676,2,0,174,0,0,180,4,9434
12798572,1924,4022676,2,0,174,0,0,180,4,1188
12798572,1924,4022676,2,0,174,0,0,180,4,1000
12798572,1924,4022676,2,0,174,0,0,180,4,9434
12847493,1951,4022676,2,0,174,0,0,180,4,1188
12847493,1951,4022676,2,0,174,0,0,180,4,1000
12847493,1951,4022676,2,0,174,0,0,180,4,9434
11159240,0,4000052,2,1,17,0,0,19,2,1200
12817528,1951,4022676,2,0,174,0,0,180,4,1188
12817528,1951,4022676,2,0,174,0,0,180,4,1000
12817528,1951,4022676,2,0,174,0,0,180,4,9434
12793051,1960,4005040,1,0,25,0,0,31,2,6300
12793051,1960,4005040,1,0,25,0,0,31,2,6314
13100117,1960,4022676,2,0,174,0,0,180,4,1188
13100117,1960,4022676,2,0,174,0,0,180,4,1000
13100117,1960,4022676,2,0,174,0,0,180,4,9434
12789305,1941,4022676,2,0,174,0,0,180,4,1188
12789305,1941,4022676,2,0,174,0,0,180,4,1000
12789305,1941,4022676,2,0,174,0,0,180,4,9434
12701098,1942,4022676,2,0,174,0,0,180,4,1188
12701098,1942,4022676,2,0,174,0,0,180,4,1000
12701098,1942,4022676,2,0,174,0,0,180,4,9434
13045016,1941,4022676,2,0,174,0,0,180,4,1188
13045016,1941,4022676,2,0,174,0,0,180,4,1000
13045016,1941,4022676,2,0,174,0,0,180,4,9434
12930383,1960,4022676,2,0,174,0,0,180,4,1188
12930383,1960,4022676,2,0,174,0,0,180,4,1000
12930383,1960,4022676,2,0,174,0,0,180,4,9434
12756879,1951,4022676,2,0,174,0,0,180,4,1188
12756879,1951,4022676,2,0,174,0,0,180,4,1000
12756879,1951,4022676,2,0,174,0,0,180,4,9434
12959861,1960,4022676,2,0,174,0,0,180,4,1188
12959861,1960,4022676,2,0,174,0,0,180,4,1000
12959861,1960,4022676,2,0,174,0,0,180,4,9434
12895990,1946,4022676,2,0,174,0,0,180,4,1188
12895990,1946,4022676,2,0,174,0,0,180,4,1000
12895990,1946,4022676,2,0,174,0,0,180,4,9434
12963137,1960,4022676,2,0,174,0,0,180,4,1188
12963137,1960,4022676,2,0,174,0,0,180,4,1000
12963137,1960,4022676,2,0,174,0,0,180,4,9434
12727168,1941,4022676,2,0,174,0,0,180,4,1188
12727168,1941,4022676,2,0,174,0,0,180,4,1000
12727168,1941,4022676,2,0,174,0,0,180,4,9434
12758133,1941,4022676,2,0,174,0,0,180,4,1188
12758133,1941,4022676,2,0,174,0,0,180,4,1000
12758133,1941,4022676,2,0,174,0,0,180,4,9434
12855359,1947,4022676,2,0,174,0,0,180,4,1188
12855359,1947,4022676,2,0,174,0,0,180,4,1000
12855359,1947,4022676,2,0,174,0,0,180,4,9434
13100124,1960,4022676,2,0,174,0,0,180,4,1188
13100124,1960,4022676,2,0,174,0,0,180,4,1000
13100124,1960,4022676,2,0,174,0,0,180,4,9434
6008519,1849,4000009,1,1,82,0,0,203,5,3232
6014331,1855,4022827,1,0,65,0,0,107,4,6440
6014331,1855,4022827,1,0,65,0,0,107,4,4532
9937167,1806,4022830,1,0,17,0,0,43,4,9500
9937167,1806,4022830,1,0,17,0,0,43,4,4347
9937167,1806,4022830,1,0,17,0,0,43,4,8640
9937167,1806,4022830,1,0,17,0,0,43,4,8766
9937167,1806,4022830,1,0,17,0,0,43,4,6490
12010611,2002,4005871,2,0,17,0,0,29,3,1920
12817713,1941,4022676,2,0,174,0,0,180,4,1188
12817713,1941,4022676,2,0,174,0,0,180,4,1000
12817713,1941,4022676,2,0,174,0,0,180,4,9434
13240494,1953,4022676,2,0,174,0,0,180,4,1188
13240494,1953,4022676,2,0,174,0,0,180,4,1000
13240494,1953,4022676,2,0,174,0,0,180,4,9434
12788738,1951,4022676,2,0,174,0,0,180,4,1188
12788738,1951,4022676,2,0,174,0,0,180,4,1000
12788738,1951,4022676,2,0,174,0,0,180,4,9434
12785330,1951,4022676,2,0,174,0,0,180,4,1188
12785330,1951,4022676,2,0,174,0,0,180,4,1000
12785330,1951,4022676,2,0,174,0,0,180,4,9434
12806740,1941,4022676,2,0,174,0,0,180,4,1188
12806740,1941,4022676,2,0,174,0,0,180,4,1000
12806740,1941,4022676,2,0,174,0,0,180,4,9434
12793021,1966,4005040,1,0,25,0,0,31,2,6300
12793021,1966,4005040,1,0,25,0,0,31,2,6314
11235936,1964,4000282,1,1,70,0,0,81,4,8000
11235936,1964,4000282,1,1,70,0,0,81,4,8610
11287597,1986,4001037,1,0,53,0,0,50,3,8000
12824328,1960,4022676,2,0,174,0,0,180,4,1188
12824328,1960,4022676,2,0,174,0,0,180,4,1000
12824328,1960,4022676,2,0,174,0,0,180,4,9434
12744448,1941,4022676,2,0,174,0,0,180,4,1188
12744448,1941,4022676,2,0,174,0,0,180,4,1000
12744448,1941,4022676,2,0,174,0,0,180,4,9434
12858561,1954,4022676,2,0,174,0,0,180,4,1188
12858561,1954,4022676,2,0,174,0,0,180,4,1000
12858561,1954,4022676,2,0,174,0,0,180,4,9434
12845995,1941,4022676,2,0,174,0,0,180,4,1188
12845995,1941,4022676,2,0,174,0,0,180,4,1000
12845995,1941,4022676,2,0,174,0,0,180,4,9434
6002065,1907,4000009,1,1,82,0,0,203,5,3232
6002386,1908,4000009,1,1,82,0,0,203,5,3232
6003428,1974,4000428,2,1,291,1,3,276,4,1200
6003411,1979,4000428,2,1,291,1,3,276,4,1200
12006776,2002,4006661,1,2,40,0,0,17,3,9490
12184191,2001,4001882,2,1,19,0,0,20,3,1000
12184191,2001,4001882,2,1,19,0,0,20,3,9434
12814115,1943,4022676,2,0,174,0,0,180,4,1188
12814115,1943,4022676,2,0,174,0,0,180,4,1000
12814115,1943,4022676,2,0,174,0,0,180,4,9434
13011649,1948,4022676,2,0,174,0,0,180,4,1188
13011649,1948,4022676,2,0,174,0,0,180,4,1000
13011649,1948,4022676,2,0,174,0,0,180,4,9434
12945691,1953,4022676,2,0,174,0,0,180,4,1188
12945691,1953,4022676,2,0,174,0,0,180,4,1000
12945691,1953,4022676,2,0,174,0,0,180,4,9434
13011879,1946,4022676,2,0,174,0,0,180,4,1188
13011879,1946,4022676,2,0,174,0,0,180,4,1000
13011879,1946,4022676,2,0,174,0,0,180,4,9434
12814639,1948,4022676,2,0,174,0,0,180,4,1188
12814639,1948,4022676,2,0,174,0,0,180,4,1000
12814639,1948,4022676,2,0,174,0,0,180,4,9434
13321356,1951,4022676,2,0,174,0,0,180,4,1188
13321356,1951,4022676,2,0,174,0,0,180,4,1000
13321356,1951,4022676,2,0,174,0,0,180,4,9434
13014558,1960,4022676,2,0,174,0,0,180,4,1188
13014558,1960,4022676,2,0,174,0,0,180,4,1000
13014558,1960,4022676,2,0,174,0,0,180,4,9434
13142357,1960,4022676,2,0,174,0,0,180,4,1188
13142357,1960,4022676,2,0,174,0,0,180,4,1000
13142357,1960,4022676,2,0,174,0,0,180,4,9434
12861738,1946,4022676,2,0,174,0,0,180,4,1188
12861738,1946,4022676,2,0,174,0,0,180,4,1000
12861738,1946,4022676,2,0,174,0,0,180,4,9434
12997905,1960,4022676,2,0,174,0,0,180,4,1188
12997905,1960,4022676,2,0,174,0,0,180,4,1000
12997905,1960,4022676,2,0,174,0,0,180,4,9434
12963114,1960,4022676,2,0,174,0,0,180,4,1188
12963114,1960,4022676,2,0,174,0,0,180,4,1000
12963114,1960,4022676,2,0,174,0,0,180,4,9434
12727672,1960,4022676,2,0,174,0,0,180,4,1188
12727672,1960,4022676,2,0,174,0,0,180,4,1000
12727672,1960,4022676,2,0,174,0,0,180,4,9434
13140534,1950,4022676,2,0,174,0,0,180,4,1188
13140534,1950,4022676,2,0,174,0,0,180,4,1000
13140534,1950,4022676,2,0,174,0,0,180,4,9434
12845984,1941,4022676,2,0,174,0,0,180,4,1188
12845984,1941,4022676,2,0,174,0,0,180,4,1000
12845984,1941,4022676,2,0,174,0,0,180,4,9434
13177405,1941,4022676,2,0,174,0,0,180,4,1188
13177405,1941,4022676,2,0,174,0,0,180,4,1000
13177405,1941,4022676,2,0,174,0,0,180,4,9434
12825007,1941,4022676,2,0,174,0,0,180,4,1188
12825007,1941,4022676,2,0,174,0,0,180,4,1000
12825007,1941,4022676,2,0,174,0,0,180,4,9434
12758401,1951,4022676,2,0,174,0,0,180,4,1188
12758401,1951,4022676,2,0,174,0,0,180,4,1000
12758401,1951,4022676,2,0,174,0,0,180,4,9434
12796343,1941,4022676,2,0,174,0,0,180,4,1188
12796343,1941,4022676,2,0,174,0,0,180,4,1000
12796343,1941,4022676,2,0,174,0,0,180,4,9434
12860876,1518,4022816,1,0,67,0,0,435,5,3000
12482820,1528,4023042,1,0,9,0,0,32,3,8000
12482820,1528,4023042,1,0,9,0,0,32,3,8000
6002095,1904,4000009,1,1,82,0,0,203,5,3232
13562816,1519,4023053,1,1,6,0,0,17,3,4000
6002822,0,4000009,1,1,82,0,0,203,5,3232
12746464,1924,4022676,2,0,174,0,0,180,4,1188
12746464,1924,4022676,2,0,174,0,0,180,4,1000
12746464,1924,4022676,2,0,174,0,0,180,4,9434
12757607,1951,4022676,2,0,174,0,0,180,4,1188
12757607,1951,4022676,2,0,174,0,0,180,4,1000
12757607,1951,4022676,2,0,174,0,0,180,4,9434
12899951,1951,4022676,2,0,174,0,0,180,4,1188
12899951,1951,4022676,2,0,174,0,0,180,4,1000
12899951,1951,4022676,2,0,174,0,0,180,4,9434
12757276,1954,4022676,2,0,174,0,0,180,4,1188
12757276,1954,4022676,2,0,174,0,0,180,4,1000
12757276,1954,4022676,2,0,174,0,0,180,4,9434
13198451,1941,4022676,2,0,174,0,0,180,4,1188
13198451,1941,4022676,2,0,174,0,0,180,4,1000
13198451,1941,4022676,2,0,174,0,0,180,4,9434
12805002,1963,4022676,2,0,174,0,0,180,4,1188
12805002,1963,4022676,2,0,174,0,0,180,4,1000
12805002,1963,4022676,2,0,174,0,0,180,4,9434
12894524,1946,4022676,2,0,174,0,0,180,4,1188
12894524,1946,4022676,2,0,174,0,0,180,4,1000
12894524,1946,4022676,2,0,174,0,0,180,4,9434
12860631,1946,4022676,2,0,174,0,0,180,4,1188
12860631,1946,4022676,2,0,174,0,0,180,4,1000
12860631,1946,4022676,2,0,174,0,0,180,4,9434
12942436,1960,4022676,2,0,174,0,0,180,4,1188
12942436,1960,4022676,2,0,174,0,0,180,4,1000
12942436,1960,4022676,2,0,174,0,0,180,4,9434
12942286,1960,4022676,2,0,174,0,0,180,4,1188
12942286,1960,4022676,2,0,174,0,0,180,4,1000
12942286,1960,4022676,2,0,174,0,0,180,4,9434
12819006,1941,4022676,2,0,174,0,0,180,4,1188
12819006,1941,4022676,2,0,174,0,0,180,4,1000
12819006,1941,4022676,2,0,174,0,0,180,4,9434
12814176,1943,4022676,2,0,174,0,0,180,4,1188
12814176,1943,4022676,2,0,174,0,0,180,4,1000
12814176,1943,4022676,2,0,174,0,0,180,4,9434
9572642,1810,4022903,1,1,12,0,0,19,3,8000
9591972,1782,4022903,1,1,12,0,0,19,3,8000
9681352,1938,4023387,1,1,133,0,0,193,5,7605
9681352,1938,4023387,1,1,133,0,0,193,5,8000
12758420,1959,4022676,2,0,174,0,0,180,4,1188
12758420,1959,4022676,2,0,174,0,0,180,4,1000
12758420,1959,4022676,2,0,174,0,0,180,4,9434
12861762,1946,4022676,2,0,174,0,0,180,4,1188
12861762,1946,4022676,2,0,174,0,0,180,4,1000
12861762,1946,4022676,2,0,174,0,0,180,4,9434
12900183,1960,4022676,2,0,174,0,0,180,4,1188
12900183,1960,4022676,2,0,174,0,0,180,4,1000
12900183,1960,4022676,2,0,174,0,0,180,4,9434
12894297,1964,4022676,2,0,174,0,0,180,4,1188
12894297,1964,4022676,2,0,174,0,0,180,4,1000
12894297,1964,4022676,2,0,174,0,0,180,4,9434
12791587,1951,4022676,2,0,174,0,0,180,4,1188
12791587,1951,4022676,2,0,174,0,0,180,4,1000
12791587,1951,4022676,2,0,174,0,0,180,4,9434
12785126,1924,4022676,2,0,174,0,0,180,4,1188
12785126,1924,4022676,2,0,174,0,0,180,4,1000
12785126,1924,4022676,2,0,174,0,0,180,4,9434
12727237,1960,4022676,2,0,174,0,0,180,4,1188
12727237,1960,4022676,2,0,174,0,0,180,4,1000
12727237,1960,4022676,2,0,174,0,0,180,4,9434
12961286,1960,4022676,2,0,174,0,0,180,4,1188
12961286,1960,4022676,2,0,174,0,0,180,4,1000
12961286,1960,4022676,2,0,174,0,0,180,4,9434
12962463,1917,4022676,2,0,174,0,0,180,4,1188
12962463,1917,4022676,2,0,174,0,0,180,4,1000
12962463,1917,4022676,2,0,174,0,0,180,4,9434
12823354,1947,4022676,2,0,174,0,0,180,4,1188
12823354,1947,4022676,2,0,174,0,0,180,4,1000
12823354,1947,4022676,2,0,174,0,0,180,4,9434
13016190,1950,4022676,2,0,174,0,0,180,4,1188
13016190,1950,4022676,2,0,174,0,0,180,4,1000
13016190,1950,4022676,2,0,174,0,0,180,4,9434
12961158,1960,4022676,2,0,174,0,0,180,4,1188
12961158,1960,4022676,2,0,174,0,0,180,4,1000
12961158,1960,4022676,2,0,174,0,0,180,4,9434
10246191,1949,4000053,1,1,84,1,0,104,4,8000
9932175,1898,4023412,2,1,30,0,0,66,4,1800
12750862,1951,4022676,2,0,174,0,0,180,4,1188
12750862,1951,4022676,2,0,174,0,0,180,4,1000
12750862,1951,4022676,2,0,174,0,0,180,4,9434
12702888,1942,4022676,2,0,174,0,0,180,4,1188
12702888,1942,4022676,2,0,174,0,0,180,4,1000
12702888,1942,4022676,2,0,174,0,0,180,4,9434
13176876,1948,4022676,2,0,174,0,0,180,4,1188
13176876,1948,4022676,2,0,174,0,0,180,4,1000
13176876,1948,4022676,2,0,174,0,0,180,4,9434
12822772,1941,4022676,2,0,174,0,0,180,4,1188
12822772,1941,4022676,2,0,174,0,0,180,4,1000
12822772,1941,4022676,2,0,174,0,0,180,4,9434
12948236,1941,4022676,2,0,174,0,0,180,4,1188
12948236,1941,4022676,2,0,174,0,0,180,4,1000
12948236,1941,4022676,2,0,174,0,0,180,4,9434
12236283,1516,4022816,1,0,67,0,0,435,5,3000
12694614,1791,4022935,1,1,6,0,0,21,3,3000
12694614,1791,4022935,1,1,6,0,0,21,3,9434
12279908,1507,4022816,1,0,67,0,0,435,5,3000
12719205,1924,4022676,2,0,174,0,0,180,4,1188
12719205,1924,4022676,2,0,174,0,0,180,4,1000
12719205,1924,4022676,2,0,174,0,0,180,4,9434
12773918,1951,4022676,2,0,174,0,0,180,4,1188
12773918,1951,4022676,2,0,174,0,0,180,4,1000
12773918,1951,4022676,2,0,174,0,0,180,4,9434
12766177,1951,4022676,2,0,174,0,0,180,4,1188
12766177,1951,4022676,2,0,174,0,0,180,4,1000
12766177,1951,4022676,2,0,174,0,0,180,4,9434
12756980,1951,4022676,2,0,174,0,0,180,4,1188
12756980,1951,4022676,2,0,174,0,0,180,4,1000
12756980,1951,4022676,2,0,174,0,0,180,4,9434
12783360,1960,4022676,2,0,174,0,0,180,4,1188
12783360,1960,4022676,2,0,174,0,0,180,4,1000
12783360,1960,4022676,2,0,174,0,0,180,4,9434
12824282,1944,4022676,2,0,174,0,0,180,4,1188
12824282,1944,4022676,2,0,174,0,0,180,4,1000
12824282,1944,4022676,2,0,174,0,0,180,4,9434
12962514,1935,4022676,2,0,174,0,0,180,4,1188
12962514,1935,4022676,2,0,174,0,0,180,4,1000
12962514,1935,4022676,2,0,174,0,0,180,4,9434
12930445,1960,4022676,2,0,174,0,0,180,4,1188
12930445,1960,4022676,2,0,174,0,0,180,4,1000
12930445,1960,4022676,2,0,174,0,0,180,4,9434
12766223,1924,4022676,2,0,174,0,0,180,4,1188
12766223,1924,4022676,2,0,174,0,0,180,4,1000
12766223,1924,4022676,2,0,174,0,0,180,4,9434
12727697,1941,4022676,2,0,174,0,0,180,4,1188
12727697,1941,4022676,2,0,174,0,0,180,4,1000
12727697,1941,4022676,2,0,174,0,0,180,4,9434
12674791,1951,4022676,2,0,174,0,0,180,4,1188
12674791,1951,4022676,2,0,174,0,0,180,4,1000
12674791,1951,4022676,2,0,174,0,0,180,4,9434
12796597,1951,4022676,2,0,174,0,0,180,4,1188
12796597,1951,4022676,2,0,174,0,0,180,4,1000
12796597,1951,4022676,2,0,174,0,0,180,4,9434
12727696,1941,4022676,2,0,174,0,0,180,4,1188
12727696,1941,4022676,2,0,174,0,0,180,4,1000
12727696,1941,4022676,2,0,174,0,0,180,4,9434
12806588,1951,4022676,2,0,174,0,0,180,4,1188
12806588,1951,4022676,2,0,174,0,0,180,4,1000
12806588,1951,4022676,2,0,174,0,0,180,4,9434
12817527,1951,4022676,2,0,174,0,0,180,4,1188
12817527,1951,4022676,2,0,174,0,0,180,4,1000
12817527,1951,4022676,2,0,174,0,0,180,4,9434
12812878,1941,4022676,2,0,174,0,0,180,4,1188
12812878,1941,4022676,2,0,174,0,0,180,4,1000
12812878,1941,4022676,2,0,174,0,0,180,4,9434
12745228,1951,4022676,2,0,174,0,0,180,4,1188
12745228,1951,4022676,2,0,174,0,0,180,4,1000
12745228,1951,4022676,2,0,174,0,0,180,4,9434
12861739,1946,4022676,2,0,174,0,0,180,4,1188
12861739,1946,4022676,2,0,174,0,0,180,4,1000
12861739,1946,4022676,2,0,174,0,0,180,4,9434
12757637,1951,4022676,2,0,174,0,0,180,4,1188
12757637,1951,4022676,2,0,174,0,0,180,4,1000
12757637,1951,4022676,2,0,174,0,0,180,4,9434
13104206,1948,4022676,2,0,174,0,0,180,4,1188
13104206,1948,4022676,2,0,174,0,0,180,4,1000
13104206,1948,4022676,2,0,174,0,0,180,4,9434
12773908,1951,4022676,2,0,174,0,0,180,4,1188
12773908,1951,4022676,2,0,174,0,0,180,4,1000
12773908,1951,4022676,2,0,174,0,0,180,4,9434
12721076,1951,4022676,2,0,174,0,0,180,4,1188
12721076,1951,4022676,2,0,174,0,0,180,4,1000
12721076,1951,4022676,2,0,174,0,0,180,4,9434
13816250,1495,4023139,1,0,2,0,0,24,4,8000
12888716,1941,4022676,2,0,174,0,0,180,4,1188
12888716,1941,4022676,2,0,174,0,0,180,4,1000
12888716,1941,4022676,2,0,174,0,0,180,4,9434
12857448,1948,4022676,2,0,174,0,0,180,4,1188
12857448,1948,4022676,2,0,174,0,0,180,4,1000
12857448,1948,4022676,2,0,174,0,0,180,4,9434
12861751,1946,4022676,2,0,174,0,0,180,4,1188
12861751,1946,4022676,2,0,174,0,0,180,4,1000
12861751,1946,4022676,2,0,174,0,0,180,4,9434
12744707,1951,4022676,2,0,174,0,0,180,4,1188
12744707,1951,4022676,2,0,174,0,0,180,4,1000
12744707,1951,4022676,2,0,174,0,0,180,4,9434
12823356,1947,4022676,2,0,174,0,0,180,4,1188
12823356,1947,4022676,2,0,174,0,0,180,4,1000
12823356,1947,4022676,2,0,174,0,0,180,4,9434
12727223,1949,4022676,2,0,174,0,0,180,4,1188
12727223,1949,4022676,2,0,174,0,0,180,4,1000
12727223,1949,4022676,2,0,174,0,0,180,4,9434
12812947,1941,4022676,2,0,174,0,0,180,4,1188
12812947,1941,4022676,2,0,174,0,0,180,4,1000
12812947,1941,4022676,2,0,174,0,0,180,4,9434
12811890,1941,4022676,2,0,174,0,0,180,4,1188
12811890,1941,4022676,2,0,174,0,0,180,4,1000
12811890,1941,4022676,2,0,174,0,0,180,4,9434
12757275,1941,4022676,2,0,174,0,0,180,4,1188
12757275,1941,4022676,2,0,174,0,0,180,4,1000
12757275,1941,4022676,2,0,174,0,0,180,4,9434
12945690,1953,4022676,2,0,174,0,0,180,4,1188
12945690,1953,4022676,2,0,174,0,0,180,4,1000
12945690,1953,4022676,2,0,174,0,0,180,4,9434
13687669,1518,4022809,1,1,50,0,0,121,5,4500
14026716,1808,4022863,1,0,25,0,0,57,4,8000
14026716,1808,4022863,1,0,25,0,0,57,4,8400
12823370,1947,4022676,2,0,174,0,0,180,4,1188
12823370,1947,4022676,2,0,174,0,0,180,4,1000
12823370,1947,4022676,2,0,174,0,0,180,4,9434
12894552,1946,4022676,2,0,174,0,0,180,4,1188
12894552,1946,4022676,2,0,174,0,0,180,4,1000
12894552,1946,4022676,2,0,174,0,0,180,4,9434
12843945,1941,4022676,2,0,174,0,0,180,4,1188
12843945,1941,4022676,2,0,174,0,0,180,4,1000
12843945,1941,4022676,2,0,174,0,0,180,4,9434
12814605,1948,4022676,2,0,174,0,0,180,4,1188
12814605,1948,4022676,2,0,174,0,0,180,4,1000
12814605,1948,4022676,2,0,174,0,0,180,4,9434
12900176,1924,4022676,2,0,174,0,0,180,4,1188
12900176,1924,4022676,2,0,174,0,0,180,4,1000
12900176,1924,4022676,2,0,174,0,0,180,4,9434
12894617,1942,4022676,2,0,174,0,0,180,4,1188
12894617,1942,4022676,2,0,174,0,0,180,4,1000
12894617,1942,4022676,2,0,174,0,0,180,4,9434
12936838,1942,4022676,2,0,174,0,0,180,4,1188
12936838,1942,4022676,2,0,174,0,0,180,4,1000
12936838,1942,4022676,2,0,174,0,0,180,4,9434
12818028,1943,4022676,2,0,174,0,0,180,4,1188
12818028,1943,4022676,2,0,174,0,0,180,4,1000
12818028,1943,4022676,2,0,174,0,0,180,4,9434
12727234,1949,4022676,2,0,174,0,0,180,4,1188
12727234,1949,4022676,2,0,174,0,0,180,4,1000
12727234,1949,4022676,2,0,174,0,0,180,4,9434
12815441,1942,4022676,2,0,174,0,0,180,4,1188
12815441,1942,4022676,2,0,174,0,0,180,4,1000
12815441,1942,4022676,2,0,174,0,0,180,4,9434
12930609,1960,4022676,2,0,174,0,0,180,4,1188
12930609,1960,4022676,2,0,174,0,0,180,4,1000
12930609,1960,4022676,2,0,174,0,0,180,4,9434
12309970,1649,4023104,1,0,6,0,0,38,4,3000
12309970,1649,4023104,1,0,6,0,0,38,4,9434
12309970,1649,4023104,1,0,6,0,0,38,4,5736
12430848,1890,4022945,1,0,16,0,0,29,4,1950
12430848,1890,4022945,1,0,16,0,0,29,4,3900
12853915,1927,4022676,2,0,174,0,0,180,4,1188
12853915,1927,4022676,2,0,174,0,0,180,4,1000
12853915,1927,4022676,2,0,174,0,0,180,4,9434
12888358,1955,4022676,2,0,174,0,0,180,4,1188
12888358,1955,4022676,2,0,174,0,0,180,4,1000
12888358,1955,4022676,2,0,174,0,0,180,4,9434
12861757,1946,4022676,2,0,174,0,0,180,4,1188
12861757,1946,4022676,2,0,174,0,0,180,4,1000
12861757,1946,4022676,2,0,174,0,0,180,4,9434
12900474,1960,4022676,2,0,174,0,0,180,4,1188
12900474,1960,4022676,2,0,174,0,0,180,4,1000
12900474,1960,4022676,2,0,174,0,0,180,4,9434
12856267,1929,4022676,2,0,174,0,0,180,4,1188
12856267,1929,4022676,2,0,174,0,0,180,4,1000
12856267,1929,4022676,2,0,174,0,0,180,4,9434
12888411,1949,4022676,2,0,174,0,0,180,4,1188
12888411,1949,4022676,2,0,174,0,0,180,4,1000
12888411,1949,4022676,2,0,174,0,0,180,4,9434
12824394,1960,4022676,2,0,174,0,0,180,4,1188
12824394,1960,4022676,2,0,174,0,0,180,4,1000
12824394,1960,4022676,2,0,174,0,0,180,4,9434
13011581,1948,4022676,2,0,174,0,0,180,4,1188
13011581,1948,4022676,2,0,174,0,0,180,4,1000
13011581,1948,4022676,2,0,174,0,0,180,4,9434
12979513,1951,4022676,2,0,174,0,0,180,4,1188
12979513,1951,4022676,2,0,174,0,0,180,4,1000
12979513,1951,4022676,2,0,174,0,0,180,4,9434
12783561,1960,4022676,2,0,174,0,0,180,4,1188
12783561,1960,4022676,2,0,174,0,0,180,4,1000
12783561,1960,4022676,2,0,174,0,0,180,4,9434
12825002,1941,4022676,2,0,174,0,0,180,4,1188
12825002,1941,4022676,2,0,174,0,0,180,4,1000
12825002,1941,4022676,2,0,174,0,0,180,4,9434
10007232,1875,4022945,1,0,16,0,0,29,4,1950
10007232,1875,4022945,1,0,16,0,0,29,4,3900
12141637,1970,4001490,1,1,17,0,0,15,3,4000
