HAUPTNR,JAHR,URHAUPTNR,SPRCODE,GESCHLECHT,AUSSTELLUNGEN,EVENTS,PER2OR1ANCES,LITERATUR,RATING,PLZ
10168966,1962,4000310,1,1,28,0,0,40,4,8000
10173775,1908,4000035,1,1,36,0,0,55,4,9500
10173775,1908,4000035,1,1,36,0,0,55,4,8580
10173775,1908,4000035,1,1,36,0,0,55,4,4347
10173840,1908,4000035,1,1,36,0,0,55,4,9500
10173840,1908,4000035,1,1,36,0,0,55,4,8580
10173840,1908,4000035,1,1,36,0,0,55,4,4347
10173453,1907,4000035,1,1,36,0,0,55,4,9500
10173453,1907,4000035,1,1,36,0,0,55,4,8580
10173453,1907,4000035,1,1,36,0,0,55,4,4347
10167852,1931,4000310,1,1,28,0,0,40,4,8000
10175020,1908,4000035,1,1,36,0,0,55,4,9500
10175020,1908,4000035,1,1,36,0,0,55,4,8580
10175020,1908,4000035,1,1,36,0,0,55,4,4347
10169393,1963,4000310,1,1,28,0,0,40,4,8000
10174734,1962,4000310,1,1,28,0,0,40,4,8000
10171108,1903,4000035,1,1,36,0,0,55,4,9500
10171108,1903,4000035,1,1,36,0,0,55,4,8580
10171108,1903,4000035,1,1,36,0,0,55,4,4347
6006633,1874,4000055,1,1,1380,0,0,2963,5,3000
6006633,1874,4000055,1,1,1380,0,0,2963,5,1200
6004941,1870,4000055,1,1,1380,0,0,2963,5,3000
6004941,1870,4000055,1,1,1380,0,0,2963,5,1200
10358931,1916,4000055,1,1,1380,0,0,2963,5,3000
10358931,1916,4000055,1,1,1380,0,0,2963,5,1200
10319618,1910,4000055,1,1,1380,0,0,2963,5,3000
10319618,1910,4000055,1,1,1380,0,0,2963,5,1200
6006155,1893,4000055,1,1,1380,0,0,2963,5,3000
6006155,1893,4000055,1,1,1380,0,0,2963,5,1200
10395226,1903,4000055,1,1,1380,0,0,2963,5,3000
10395226,1903,4000055,1,1,1380,0,0,2963,5,1200
10407411,1892,4000055,1,1,1380,0,0,2963,5,3000
10407411,1892,4000055,1,1,1380,0,0,2963,5,1200
6005939,1876,4000055,1,1,1380,0,0,2963,5,3000
6005939,1876,4000055,1,1,1380,0,0,2963,5,1200
10480057,1909,4000055,1,1,1380,0,0,2963,5,3000
10480057,1909,4000055,1,1,1380,0,0,2963,5,1200
10430610,1914,4000055,1,1,1380,0,0,2963,5,3000
10430610,1914,4000055,1,1,1380,0,0,2963,5,1200
12048144,2004,4004249,1,0,15,0,0,15,3,1000
12048144,2004,4004249,1,0,15,0,0,15,3,9434
11994939,2006,4032590,1,0,39,0,0,27,3,5000
11994939,2006,4032590,1,0,39,0,0,27,3,9434
11709368,1976,4026499,1,1,13,0,0,25,3,8000
11709368,1976,4026499,1,1,13,0,0,25,3,5047
11709368,1976,4026499,1,1,13,0,0,25,3,9044
11723693,1871,4000055,1,1,1380,0,0,2963,5,3000
11723693,1871,4000055,1,1,1380,0,0,2963,5,1200
11696474,1993,4004475,3,2,30,0,0,22,3,6982
11696474,1993,4004475,3,2,30,0,0,22,3,6990
10972614,1902,4000055,1,1,1380,0,0,2963,5,3000
10972614,1902,4000055,1,1,1380,0,0,2963,5,1200
6005089,1893,4000055,1,1,1380,0,0,2963,5,3000
6005089,1893,4000055,1,1,1380,0,0,2963,5,1200
11056114,1969,4000700,1,1,15,0,0,14,3,4000
11271362,1933,4023376,2,1,15,0,0,46,3,1200
11271362,1933,4023376,2,1,15,0,0,46,3,2300
11271362,1933,4023376,2,1,15,0,0,46,3,9434
11271362,1933,4023376,2,1,15,0,0,46,3,1308
11589229,1931,4000038,2,1,17,0,0,48,3,1200
11589229,1931,4000038,2,1,17,0,0,48,3,1000
11589229,1931,4000038,2,1,17,0,0,48,3,9434
11585549,1984,4000548,1,1,20,0,0,28,3,8000
11585549,1984,4000548,1,1,20,0,0,28,3,9434
11620282,2003,4004475,3,2,30,0,0,22,3,6982
11620282,2003,4004475,3,2,30,0,0,22,3,6990
11619540,1979,4001747,1,1,61,0,0,58,3,06100
11619540,1979,4001747,1,1,61,0,0,58,3,5000
11619540,1979,4001747,1,1,61,0,0,58,3,9434
11595092,1981,4000548,1,1,20,0,0,28,3,8000
11595092,1981,4000548,1,1,20,0,0,28,3,9434
11608648,1974,4000548,1,1,20,0,0,28,3,8000
11608648,1974,4000548,1,1,20,0,0,28,3,9434
12010578,2001,4005871,2,2,17,0,0,29,3,1920
12010622,2001,4005871,2,2,17,0,0,29,3,1920
12047672,2004,4004249,1,0,15,0,0,15,3,1000
12047672,2004,4004249,1,0,15,0,0,15,3,9434
11763002,2001,4004575,1,0,52,0,0,34,3,3000
11763002,2001,4004575,1,2,52,0,0,34,3,3000
11763002,2001,4004575,1,0,52,0,0,34,3,3000
11725222,1870,4000055,1,1,1380,0,0,2963,5,3000
11725222,1870,4000055,1,1,1380,0,0,2963,5,1200
11955170,2000,4003436,1,1,22,0,0,29,3,8000
6004776,1901,4000055,1,1,1380,0,0,2963,5,3000
6004776,1901,4000055,1,1,1380,0,0,2963,5,1200
11219128,1741,4002468,1,1,23,0,1,68,4,3000
11219128,1741,4002468,1,1,23,0,1,68,4,8400
11058012,1878,4000055,1,1,1380,0,0,2963,5,3000
11058012,1878,4000055,1,1,1380,0,0,2963,5,1200
6005045,1890,4000055,1,1,1380,0,0,2963,5,3000
6005045,1890,4000055,1,1,1380,0,0,2963,5,1200
11225698,1911,4000055,1,1,1380,0,0,2963,5,3000
11225698,1911,4000055,1,1,1380,0,0,2963,5,1200
11775731,1907,4023421,1,1,72,0,0,93,3,9500
11775731,1907,4023421,1,1,72,0,0,93,3,3000
11775731,1907,4023421,1,1,72,0,0,93,3,4347
11610648,1974,4000548,1,1,20,0,0,28,3,8000
11610648,1974,4000548,1,1,20,0,0,28,3,9434
11586289,1979,4000548,1,1,20,0,0,28,3,8000
11586289,1979,4000548,1,1,20,0,0,28,3,9434
11618595,1968,4001747,1,1,61,0,0,58,3,06100
11618595,1968,4001747,1,1,61,0,0,58,3,5000
11618595,1968,4001747,1,1,61,0,0,58,3,9434
12085477,1897,4000055,1,1,1380,0,0,2963,5,3000
12085477,1897,4000055,1,1,1380,0,0,2963,5,1200
11952478,1994,4004550,1,1,112,0,0,100,4,8000
11952932,1999,4004550,1,1,112,0,0,100,4,8000
11715913,1973,4000673,1,1,34,0,0,24,3,8400
11715913,1973,4000673,1,1,34,0,0,24,3,6415
11715913,1973,4000673,1,1,34,0,0,24,3,8460
11715913,1973,4000673,1,1,34,0,0,24,3,0
11226041,1885,4000055,1,1,1380,0,0,2963,5,3000
11226041,1885,4000055,1,1,1380,0,0,2963,5,1200
11068189,1912,4000055,1,1,1380,0,0,2963,5,3000
11068189,1912,4000055,1,1,1380,0,0,2963,5,1200
11068215,1912,4000055,1,1,1380,0,0,2963,5,3000
11068215,1912,4000055,1,1,1380,0,0,2963,5,1200
11585766,1980,4000548,1,1,20,0,0,28,3,8000
11585766,1980,4000548,1,1,20,0,0,28,3,9434
11631232,1908,4000055,1,1,1380,0,0,2963,5,3000
11631232,1908,4000055,1,1,1380,0,0,2963,5,1200
11612369,1923,4000018,2,0,68,0,0,118,4,1200
11612369,1923,4000018,2,0,68,0,0,118,4,1000
11612369,1923,4000018,2,0,68,0,0,118,4,9434
11608598,1974,4000548,1,1,20,0,0,28,3,8000
11608598,1974,4000548,1,1,20,0,0,28,3,9434
12044008,1992,4003522,3,1,17,0,0,16,3,6828
12044008,1992,4003522,3,1,17,0,0,16,3,6874
12010550,2002,4005871,2,2,17,0,0,29,3,1920
11997751,1871,4000055,1,1,1380,0,0,2963,5,3000
11997751,1871,4000055,1,1,1380,0,0,2963,5,1200
11983281,2004,4027544,2,0,60,0,0,52,3,1200
11983331,1995,4000537,2,1,30,0,0,27,3,1200
11715593,1990,4001178,2,1,15,0,0,20,3,1700
11068253,0,4000055,1,1,1380,0,0,2963,5,3000
11068253,0,4000055,1,1,1380,0,0,2963,5,1200
11274583,0,4000055,1,1,1380,0,0,2963,5,3000
11274583,0,4000055,1,1,1380,0,0,2963,5,1200
11735047,1883,4024965,3,1,5,0,0,16,3,6951
11735047,1883,4024965,3,1,5,0,0,16,3,20144
11584581,1982,4000548,1,1,20,0,0,28,3,8000
11584581,1982,4000548,1,1,20,0,0,28,3,9434
11586331,1978,4000548,1,1,20,0,0,28,3,8000
11586331,1978,4000548,1,1,20,0,0,28,3,9434
11735139,1860,4024965,3,1,5,0,0,16,3,6951
11735139,1860,4024965,3,1,5,0,0,16,3,20144
12084164,2004,4001334,3,1,44,0,0,29,3,6924
12048211,2004,4004249,1,0,15,0,0,15,3,1000
12048211,2004,4004249,1,0,15,0,0,15,3,9434
11926065,2006,4006358,2,2,28,0,0,18,3,1950
11824969,1988,4004249,1,0,15,0,0,15,3,1000
11824969,1988,4004249,1,0,15,0,0,15,3,9434
12047684,2004,4004249,1,0,15,0,0,15,3,1000
12047684,2004,4004249,1,0,15,0,0,15,3,9434
12047746,2004,4004249,1,0,15,0,0,15,3,1000
12047746,2004,4004249,1,0,15,0,0,15,3,9434
12047828,2004,4004249,1,0,15,0,0,15,3,1000
12047828,2004,4004249,1,0,15,0,0,15,3,9434
12048117,2003,4004249,1,0,15,0,0,15,3,1000
12048117,2003,4004249,1,0,15,0,0,15,3,9434
11709380,1973,4026499,1,1,13,0,0,25,3,8000
11709380,1973,4026499,1,1,13,0,0,25,3,5047
11709380,1973,4026499,1,1,13,0,0,25,3,9044
11986205,1960,4000007,1,1,28,0,0,26,3,7503
12042969,1874,4024965,3,1,5,0,0,16,3,6951
12042969,1874,4024965,3,1,5,0,0,16,3,20144
12304903,2007,4006658,2,1,51,0,0,28,3,1200
14043656,1891,4000055,1,1,1380,0,0,2963,5,3000
14043656,1891,4000055,1,1,1380,0,0,2963,5,1200
11271389,1930,4023376,2,1,15,0,0,46,3,1200
11271389,1930,4023376,2,1,15,0,0,46,3,2300
11271389,1930,4023376,2,1,15,0,0,46,3,9434
11271389,1930,4023376,2,1,15,0,0,46,3,1308
11271569,1930,4023376,2,1,15,0,0,46,3,1200
11271569,1930,4023376,2,1,15,0,0,46,3,2300
11271569,1930,4023376,2,1,15,0,0,46,3,9434
11271569,1930,4023376,2,1,15,0,0,46,3,1308
11586441,1982,4000548,1,1,20,0,0,28,3,8000
11586441,1982,4000548,1,1,20,0,0,28,3,9434
11586982,1981,4000548,1,1,20,0,0,28,3,8000
11586982,1981,4000548,1,1,20,0,0,28,3,9434
11989207,2002,4022375,1,2,27,0,0,33,3,8634
11989518,1983,4022375,1,2,27,0,0,33,3,8634
11976341,2005,4006173,1,1,76,0,0,41,3,8000
11990354,2003,4006732,1,1,70,0,0,41,3,9000
11990354,2003,4006732,1,1,70,0,0,41,3,2942
12364244,1647,4023359,3,0,3,0,0,9,3,22100
12364244,1647,4023359,3,0,3,0,0,9,3,22100
12364244,1647,4023359,3,0,3,0,0,9,3,6850
12306735,2004,4006620,1,1,77,0,0,92,3,5000
12306735,2004,4006620,1,1,77,0,0,92,3,9434
6005266,1902,4000055,1,1,1380,0,0,2963,5,3000
6005266,1902,4000055,1,1,1380,0,0,2963,5,1200
11611286,1880,4000055,1,1,1380,0,0,2963,5,3000
11611286,1880,4000055,1,1,1380,0,0,2963,5,1200
11608216,1985,4000548,1,1,20,0,0,28,3,8000
11608216,1985,4000548,1,1,20,0,0,28,3,9434
11505057,1979,4002032,1,1,110,0,1,117,4,3000
11484834,1909,4000035,1,1,36,0,0,55,4,9500
11484834,1909,4000035,1,1,36,0,0,55,4,8580
11484834,1909,4000035,1,1,36,0,0,55,4,4347
6004010,1934,4023376,2,1,15,0,0,46,3,1200
6004010,1934,4023376,2,1,15,0,0,46,3,2300
6004010,1934,4023376,2,1,15,0,0,46,3,9434
6004010,1934,4023376,2,1,15,0,0,46,3,1308
11990375,2003,4006732,1,1,70,0,0,41,3,9000
11990375,2003,4006732,1,1,70,0,0,41,3,2942
11955264,1997,4003436,1,1,22,0,0,29,3,8000
11999722,1935,4002104,3,1,28,0,0,25,3,6900
12018634,1984,4004857,1,1,166,0,2,121,3,8847
12018634,1984,4004857,1,1,166,0,2,121,3,8412
12018634,1984,4004857,1,1,166,0,2,121,3,8132
11711952,1968,4001755,1,1,60,0,0,79,4,8400
11711952,1968,4001755,1,1,60,0,0,79,4,6000
11773933,1887,4022893,3,1,46,0,0,55,4,6850
11773933,1887,4022893,3,1,46,0,0,55,4,6600
11718216,2006,4004550,1,1,112,0,0,100,4,8000
11728264,1938,4001286,1,1,24,0,0,21,3,6300
11273033,1932,4023376,2,1,15,0,0,46,3,1200
11273033,1932,4023376,2,1,15,0,0,46,3,2300
11273033,1932,4023376,2,1,15,0,0,46,3,9434
11273033,1932,4023376,2,1,15,0,0,46,3,1308
6004982,1898,4000055,1,1,1380,0,0,2963,5,3000
6004982,1898,4000055,1,1,1380,0,0,2963,5,1200
11587178,1915,4000055,1,1,1380,0,0,2963,5,3000
11587178,1915,4000055,1,1,1380,0,0,2963,5,1200
11595242,1972,4000548,1,1,20,0,0,28,3,8000
11595242,1972,4000548,1,1,20,0,0,28,3,9434
11295067,1900,4000055,1,1,1380,0,0,2963,5,3000
11295067,1900,4000055,1,1,1380,0,0,2963,5,1200
11434316,1976,4002027,1,1,52,0,0,57,3,9500
11434316,1976,4002027,1,1,52,0,0,57,3,4347
11434316,1976,4002027,1,1,52,0,0,57,3,8640
11540791,1936,4003548,1,1,28,1,0,26,3,8000
12019791,1998,4004857,1,1,166,0,2,121,3,8847
12019791,1998,4004857,1,1,166,0,2,121,3,8412
12019791,1998,4004857,1,1,166,0,2,121,3,8132
11989664,2001,10235376,1,1,65,2,3,47,3,3000
11989781,2004,10235376,1,1,65,2,3,47,3,3000
12306632,2004,4006620,1,1,77,0,0,92,3,5000
12306632,2004,4006620,1,1,77,0,0,92,3,9434
11542586,2004,4001592,1,1,26,0,0,28,3,8000
11543218,1980,4000548,1,1,20,0,0,28,3,8000
11543218,1980,4000548,1,1,20,0,0,28,3,9434
6005050,1891,4000055,1,1,1380,0,0,2963,5,3000
6005050,1891,4000055,1,1,1380,0,0,2963,5,1200
6005421,1885,4000055,1,1,1380,0,0,2963,5,3000
6005421,1885,4000055,1,1,1380,0,0,2963,5,1200
11535530,1986,4003755,2,1,66,0,0,48,3,8000
11295174,1900,4000055,1,1,1380,0,0,2963,5,3000
11295174,1900,4000055,1,1,1380,0,0,2963,5,1200
11497230,1897,4000055,1,1,1380,0,0,2963,5,3000
11497230,1897,4000055,1,1,1380,0,0,2963,5,1200
11541542,1946,4003548,1,1,28,1,0,26,3,8000
11990409,1996,4006732,1,1,70,0,0,41,3,9000
11990409,1996,4006732,1,1,70,0,0,41,3,2942
11541692,1963,4003548,1,1,28,1,0,26,3,8000
12420886,1784,4022925,2,1,10,0,0,17,3,1200
12299616,2002,4000306,1,1,63,0,0,76,3,1030
12299616,2002,4000306,1,1,63,0,0,76,3,1588
11058155,1898,4000055,1,1,1380,0,0,2963,5,3000
11058155,1898,4000055,1,1,1380,0,0,2963,5,1200
11058302,1872,4000055,1,1,1380,0,0,2963,5,3000
11058302,1872,4000055,1,1,1380,0,0,2963,5,1200
11265909,1903,4000055,1,1,1380,0,0,2963,5,3000
11265909,1903,4000055,1,1,1380,0,0,2963,5,1200
11500356,1908,4022972,1,1,11,0,0,30,3,76000
11500499,1886,4022972,1,1,11,0,0,30,3,76000
11541585,1945,4003548,1,1,28,1,0,26,3,8000
12042335,1888,4022893,3,1,46,0,0,55,4,6850
12042335,1888,4022893,3,1,46,0,0,55,4,6600
11881043,1926,4003964,2,1,10,0,0,18,3,2300
11881043,1926,4003964,2,1,10,0,0,18,3,9434
11881043,1926,4003964,2,1,10,0,0,18,3,1308
14041665,1879,4000055,1,1,1380,0,0,2963,5,3000
14041665,1879,4000055,1,1,1380,0,0,2963,5,1200
12029576,0,4000055,1,1,1380,0,0,2963,5,3000
12029576,0,4000055,1,1,1380,0,0,2963,5,1200
12290899,1520,4022816,1,0,67,0,0,435,5,3000
12290899,1520,4022816,1,0,67,0,0,435,5,3000
12290899,1520,4022816,1,0,67,0,0,435,5,3000
11059302,0,4000055,1,1,1380,0,0,2963,5,3000
11059302,0,4000055,1,1,1380,0,0,2963,5,1200
11305980,1907,4000055,1,1,1380,0,0,2963,5,3000
11305980,1907,4000055,1,1,1380,0,0,2963,5,1200
11244201,1908,4000055,1,1,1380,0,0,2963,5,3000
11244201,1908,4000055,1,1,1380,0,0,2963,5,1200
11081095,1891,4000055,1,1,1380,0,0,2963,5,3000
11081095,1891,4000055,1,1,1380,0,0,2963,5,1200
13832850,1895,4000055,1,1,1380,0,0,2963,5,3000
13832850,1895,4000055,1,1,1380,0,0,2963,5,1200
12062222,1885,4022893,3,1,46,0,0,55,4,6850
12062222,1885,4022893,3,1,46,0,0,55,4,6600
12029029,0,4022958,2,1,28,0,0,61,4,1200
11058602,0,4000055,1,1,1380,0,0,2963,5,3000
11058602,0,4000055,1,1,1380,0,0,2963,5,1200
11501072,1936,4000327,1,2,168,0,0,237,5,1000
11501072,1936,4000327,1,2,168,0,0,237,5,4000
11501072,1936,4000327,1,0,168,0,0,237,5,1000
11501072,1936,4000327,1,0,168,0,0,237,5,4000
11310642,1874,4000055,1,1,1380,0,0,2963,5,3000
11310642,1874,4000055,1,1,1380,0,0,2963,5,1200
6004992,1914,4000055,1,1,1380,0,0,2963,5,3000
6004992,1914,4000055,1,1,1380,0,0,2963,5,1200
11543455,1984,4001763,1,0,37,0,0,44,3,8000
11543455,1984,4001763,1,0,37,0,0,44,3,3182
11610705,1974,4000548,1,1,20,0,0,28,3,8000
11610705,1974,4000548,1,1,20,0,0,28,3,9434
12043753,1995,4020122,3,1,15,0,0,13,3,6900
11990185,1885,4022893,3,1,46,0,0,55,4,6850
11990185,1885,4022893,3,1,46,0,0,55,4,6600
12043971,2000,4020122,3,1,15,0,0,13,3,6900
12043916,1998,4020122,3,1,15,0,0,13,3,6900
12044166,1998,4003522,3,1,17,0,0,16,3,6828
12044166,1998,4003522,3,1,17,0,0,16,3,6874
12457262,1783,4022831,2,0,16,0,0,21,4,1000
12457262,1783,4022831,2,0,16,0,0,21,4,1510
12457262,1783,4022831,2,0,16,0,0,21,4,9434
12431214,2003,4002849,1,2,49,0,0,25,3,3860
12449880,1978,4000306,1,1,63,0,0,76,3,1030
12449880,1978,4000306,1,1,63,0,0,76,3,1588
12305253,1917,4000055,1,1,1380,0,0,2963,5,3000
12305253,1917,4000055,1,1,1380,0,0,2963,5,1200
12448781,2007,4004575,1,0,52,0,0,34,3,3000
12448781,2007,4004575,1,2,52,0,0,34,3,3000
12448781,2007,4004575,1,0,52,0,0,34,3,3000
11056456,1890,4000055,1,1,1380,0,0,2963,5,3000
11056456,1890,4000055,1,1,1380,0,0,2963,5,1200
11584428,1982,4000548,1,1,20,0,0,28,3,8000
11584428,1982,4000548,1,1,20,0,0,28,3,9434
11661760,1950,4001636,3,2,34,0,0,29,3,6850
11661760,1950,4001636,3,2,34,0,0,29,3,6828
11565133,2004,4021104,2,2,19,0,0,25,3,1000
11565133,2004,4021104,2,2,19,0,0,25,3,1633
11565133,2004,4021104,2,2,19,0,0,25,3,9434
11235573,1880,4000055,1,1,1380,0,0,2963,5,3000
11235573,1880,4000055,1,1,1380,0,0,2963,5,1200
12048281,2004,4004249,1,0,15,0,0,15,3,1000
12048281,2004,4004249,1,0,15,0,0,15,3,9434
11711271,1965,4001755,1,1,60,0,0,79,4,8400
11711271,1965,4001755,1,1,60,0,0,79,4,6000
10796467,1993,4001380,1,1,67,0,0,44,3,5000
10796467,1993,4001380,1,1,67,0,0,44,3,9434
11053597,1870,4000055,1,1,1380,0,0,2963,5,3000
11053597,1870,4000055,1,1,1380,0,0,2963,5,1200
10796521,1972,4000336,1,0,286,0,0,335,5,4000
10796521,1972,4000336,1,1,286,0,0,335,5,4000
11666006,1880,4000055,1,1,1380,0,0,2963,5,3000
11666006,1880,4000055,1,1,1380,0,0,2963,5,1200
11587563,1912,4000055,1,1,1380,0,0,2963,5,3000
11587563,1912,4000055,1,1,1380,0,0,2963,5,1200
11535665,1995,4003755,2,1,66,0,0,48,3,8000
11642491,1912,4000055,1,1,1380,0,0,2963,5,3000
11642491,1912,4000055,1,1,1380,0,0,2963,5,1200
11603794,1901,4000055,1,1,1380,0,0,2963,5,3000
11603794,1901,4000055,1,1,1380,0,0,2963,5,1200
11611831,0,4000055,1,1,1380,0,0,2963,5,3000
11611831,0,4000055,1,1,1380,0,0,2963,5,1200
11194954,1880,4000055,1,1,1380,0,0,2963,5,3000
11194954,1880,4000055,1,1,1380,0,0,2963,5,1200
11584919,1980,4000548,1,1,20,0,0,28,3,8000
11584919,1980,4000548,1,1,20,0,0,28,3,9434
11725655,1852,4023311,2,0,11,0,0,24,3,1200
11725655,1852,4023311,2,0,11,0,0,24,3,1880
11539828,1939,4003548,1,1,28,1,0,26,3,8000
11561728,1977,4001516,1,1,9,0,0,17,3,3000
11605952,1900,4000055,1,1,1380,0,0,2963,5,3000
11605952,1900,4000055,1,1,1380,0,0,2963,5,1200
11589324,1931,4000038,2,1,17,0,0,48,3,1200
11589324,1931,4000038,2,1,17,0,0,48,3,1000
11589324,1931,4000038,2,1,17,0,0,48,3,9434
11512803,1971,4001492,1,1,15,0,0,16,3,6410
11512803,1971,4001492,1,1,15,0,0,16,3,9434
11655259,1913,4000055,1,1,1380,0,0,2963,5,3000
11655259,1913,4000055,1,1,1380,0,0,2963,5,1200
11327693,1968,4000336,1,0,286,0,0,335,5,4000
11327693,1968,4000336,1,1,286,0,0,335,5,4000
11542417,1951,4003548,1,1,28,1,0,26,3,8000
12048363,2004,4004249,1,0,15,0,0,15,3,1000
12048363,2004,4004249,1,0,15,0,0,15,3,9434
11796884,1983,4000919,1,1,50,0,0,68,3,4310
11796884,1983,4000919,1,1,50,0,0,68,3,7888
11776030,1999,4001303,2,1,46,0,0,60,3,1200
11026351,1969,4000286,1,1,243,0,0,303,5,1000
11026351,1969,4000286,1,1,243,0,0,303,5,8400
11599856,1898,4000055,1,1,1380,0,0,2963,5,3000
11599856,1898,4000055,1,1,1380,0,0,2963,5,1200
11564927,1993,4021104,2,2,19,0,0,25,3,1000
11564927,1993,4021104,2,2,19,0,0,25,3,1633
11564927,1993,4021104,2,2,19,0,0,25,3,9434
11587692,0,4000055,1,1,1380,0,0,2963,5,3000
11587692,0,4000055,1,1,1380,0,0,2963,5,1200
11588009,1907,4000055,1,1,1380,0,0,2963,5,3000
11588009,1907,4000055,1,1,1380,0,0,2963,5,1200
11625015,1893,4023419,1,1,31,0,0,45,3,8000
11777321,1919,4001286,1,1,24,0,0,21,3,6300
11587343,1907,4000055,1,1,1380,0,0,2963,5,3000
11587343,1907,4000055,1,1,1380,0,0,2963,5,1200
11433628,1984,4001763,1,0,37,0,0,44,3,8000
11433628,1984,4001763,1,0,37,0,0,44,3,3182
11447538,0,4000055,1,1,1380,0,0,2963,5,3000
11447538,0,4000055,1,1,1380,0,0,2963,5,1200
13576178,1773,4030278,2,0,2,0,0,3,2,2034
11785068,1924,4023430,1,1,17,0,0,23,3,8000
10869384,1896,4000055,1,1,1380,0,0,2963,5,3000
10869384,1896,4000055,1,1,1380,0,0,2963,5,1200
10972643,1917,4000055,1,1,1380,0,0,2963,5,3000
10972643,1917,4000055,1,1,1380,0,0,2963,5,1200
10796914,1973,4000336,1,0,286,0,0,335,5,4000
10796914,1973,4000336,1,1,286,0,0,335,5,4000
10948660,1979,4000336,1,0,286,0,0,335,5,4000
10948660,1979,4000336,1,1,286,0,0,335,5,4000
10972603,1891,4000055,1,1,1380,0,0,2963,5,3000
10972603,1891,4000055,1,1,1380,0,0,2963,5,1200
10972693,1917,4000055,1,1,1380,0,0,2963,5,3000
10972693,1917,4000055,1,1,1380,0,0,2963,5,1200
11541786,1945,4003548,1,1,28,1,0,26,3,8000
11542250,1988,4001592,1,1,26,0,0,28,3,8000
11537647,1935,4003548,1,1,28,1,0,26,3,8000
11595366,1978,4000548,1,1,20,0,0,28,3,8000
11595366,1978,4000548,1,1,20,0,0,28,3,9434
12761562,1961,4026542,1,2,17,0,0,11,3,9500
12761562,1961,4026542,1,2,17,0,0,11,3,4347
12761562,1961,4026542,1,2,17,0,0,11,3,6000
12761562,1961,4026542,1,2,17,0,0,11,3,8604
12527808,1989,4001919,1,1,42,0,0,65,3,3065
12415071,1890,4022945,1,1,16,0,0,29,4,1950
12415071,1890,4022945,1,1,16,0,0,29,4,3900
12447409,1942,4000286,1,1,243,0,0,303,5,1000
12447409,1942,4000286,1,1,243,0,0,303,5,8400
12290885,1520,4022816,1,0,67,0,0,435,5,3000
12290885,1520,4022816,1,0,67,0,0,435,5,3000
12290885,1520,4022816,1,0,67,0,0,435,5,3000
12450354,1859,4023128,1,1,4,0,0,8,3,4000
12427838,0,4000055,1,1,1380,0,0,2963,5,3000
12427838,0,4000055,1,1,1380,0,0,2963,5,1200
12642215,1897,4000055,1,1,1380,0,0,2963,5,3000
12642215,1897,4000055,1,1,1380,0,0,2963,5,1200
12420379,1895,4022873,1,2,22,0,0,48,4,8000
12657296,1911,4000055,1,1,1380,0,0,2963,5,3000
12657296,1911,4000055,1,1,1380,0,0,2963,5,1200
12586248,1983,4000807,1,1,124,0,0,120,4,4500
12619420,1896,4000035,1,1,36,0,0,55,4,9500
12619420,1896,4000035,1,1,36,0,0,55,4,8580
12619420,1896,4000035,1,1,36,0,0,55,4,4347
11727808,1884,4022945,1,1,16,0,0,29,4,1950
11727808,1884,4022945,1,1,16,0,0,29,4,3900
12465297,1898,4000055,1,1,1380,0,0,2963,5,3000
12465297,1898,4000055,1,1,1380,0,0,2963,5,1200
12560812,2005,9594181,1,1,81,1,0,75,3,9100
12560812,2005,9594181,1,1,81,1,0,75,3,9434
12564884,2006,4001948,1,1,42,0,0,46,3,6374
12486961,1951,4000074,2,1,24,0,0,46,3,4910
12486961,1951,4000074,2,1,24,0,0,46,3,2500
12486961,1951,4000074,2,1,24,0,0,46,3,2000
12486961,1951,4000074,2,1,24,0,0,46,3,3724
12280740,1514,4022816,1,0,67,0,0,435,5,3000
12280740,1514,4022816,1,0,67,0,0,435,5,3000
12280740,1514,4022816,1,0,67,0,0,435,5,3000
13197170,1900,4000055,1,1,1380,0,0,2963,5,3000
13197170,1900,4000055,1,1,1380,0,0,2963,5,1200
12591708,1962,4023372,1,0,193,0,0,228,5,4000
12591708,1962,4023372,1,0,193,0,0,228,5,5736
12487314,1933,4000414,2,1,29,0,0,34,3,1200
12487314,1933,4000414,2,1,29,0,0,34,3,1585
12487314,1933,4000414,2,1,29,0,0,34,3,1245
12487314,1933,4000414,2,1,29,0,0,34,3,1867
12482805,1908,4000035,1,1,36,0,0,55,4,9500
12482805,1908,4000035,1,1,36,0,0,55,4,8580
12482805,1908,4000035,1,1,36,0,0,55,4,4347
12558086,1995,4000504,1,1,66,0,0,58,3,8000
12487599,1520,4022816,1,0,67,0,0,435,5,3000
12487599,1520,4022816,1,0,67,0,0,435,5,3000
12487599,1520,4022816,1,0,67,0,0,435,5,3000
12280793,1512,4022816,1,0,67,0,0,435,5,3000
12280793,1512,4022816,1,0,67,0,0,435,5,3000
12280793,1512,4022816,1,0,67,0,0,435,5,3000
12693796,0,4000055,1,1,1380,0,0,2963,5,3000
12693796,0,4000055,1,1,1380,0,0,2963,5,1200
12591723,1980,4000286,1,1,243,0,0,303,5,1000
12591723,1980,4000286,1,1,243,0,0,303,5,8400
12706689,0,4000055,1,1,1380,0,0,2963,5,3000
12706689,0,4000055,1,1,1380,0,0,2963,5,1200
12594249,1996,4004550,1,1,112,0,0,100,4,8000
12519972,2006,4000682,1,1,61,0,0,46,3,4600
12519972,2006,4000682,1,1,61,0,0,46,3,4600
